variable,value,lms_period
AGPK,77.0,2019-05-01
AGPL,532.0,2019-05-01
AGPM,609.0,2019-05-01
AGPP,280.0,2019-05-01
AGPS,329.0,2019-05-01
AGPV,1993.0,2019-05-01
AIVZ,55.1,2019-05-01
AIWG,47.5,2019-05-01
AIWH,76.7,2019-05-01
AIWI,75.3,2019-05-01
AIWL,75.5,2019-05-01
AIWX,75.0,2019-05-01
AIXB,29.0,2019-05-01
AIXR,19.5,2019-05-01
AIXS,10.5,2019-05-01
AIXT,10.8,2019-05-01
AIXW,12.6,2019-05-01
AIXZ,8.7,2019-05-01
AIYC,14.3,2019-05-01
AIYL,37.6,2019-05-01
AIYS,41.0,2019-05-01
AIYT,14.3,2019-05-01
AIYU,15.6,2019-05-01
AIYX,13.6,2019-05-01
AIZA,17.8,2019-05-01
AIZD,66.1,2019-05-01
JN5R,6914.0,2019-05-01
JN62,3014.0,2019-05-01
JN69,187.0,2019-05-01
JN6A,3712.0,2019-05-01
JN6B,3900.0,2019-05-01
JN6E,2052.0,2019-05-01
JN6H,1848.0,2019-05-01
LF2Q,4.1,2019-05-01
LF2S,21.0,2019-05-01
MGUQ,3810.0,2019-05-01
MGVF,502.0,2019-05-01
MGVU,2601.0,2019-05-01
MGWY,11.6,2019-05-01
YBVH,90.0,2019-05-01
YBVN,432.0,2019-05-01
YBXG,13.0,2019-05-01
YBXJ,5.0,2019-05-01
YBXM,5.8,2019-05-01
YBXV,62.0,2019-05-01
YBXY,74.0,2019-05-01
YBYB,17.6,2019-05-01
AGNH,87.0,2019-06-01
AGNI,2792.0,2019-06-01
AGNJ,2879.0,2019-06-01
AGNM,1533.0,2019-06-01
AGNP,1346.0,2019-06-01
AGNT,902.0,2019-06-01
AGOJ,23.0,2019-06-01
AGOK,322.0,2019-06-01
AGOL,344.0,2019-06-01
AGOO,224.0,2019-06-01
AGOR,120.0,2019-06-01
AGOU,143.0,2019-06-01
AGPK,81.0,2019-06-01
AGPL,561.0,2019-06-01
AGPM,642.0,2019-06-01
AGPP,290.0,2019-06-01
AGPS,352.0,2019-06-01
AGPV,1997.0,2019-06-01
AIVZ,54.7,2019-06-01
AIWG,45.8,2019-06-01
AIWH,76.0,2019-06-01
AIWI,74.5,2019-06-01
AIWL,74.9,2019-06-01
AIWX,74.0,2019-06-01
AIXB,29.6,2019-06-01
AIXR,20.6,2019-06-01
AIXS,10.3,2019-06-01
AIXT,10.7,2019-06-01
AIXW,12.8,2019-06-01
AIXZ,8.2,2019-06-01
AIYC,13.7,2019-06-01
AIYL,38.2,2019-06-01
AIYS,42.3,2019-06-01
AIYT,15.3,2019-06-01
AIYU,16.6,2019-06-01
AIYX,14.1,2019-06-01
AIZA,19.4,2019-06-01
AIZD,65.6,2019-06-01
JN5R,6907.0,2019-06-01
JN62,3041.0,2019-06-01
JN69,191.0,2019-06-01
JN6A,3675.0,2019-06-01
JN6B,3865.0,2019-06-01
JN6E,2047.0,2019-06-01
JN6H,1818.0,2019-06-01
LF2Q,4.0,2019-06-01
LF2S,21.1,2019-06-01
MGUQ,3781.0,2019-06-01
MGVF,488.0,2019-06-01
MGVU,2638.0,2019-06-01
MGWY,11.4,2019-06-01
YBVH,91.0,2019-06-01
YBVN,417.0,2019-06-01
YBXG,16.0,2019-06-01
YBXJ,5.0,2019-06-01
YBXM,5.8,2019-06-01
YBXV,56.0,2019-06-01
YBXY,72.0,2019-06-01
YBYB,17.8,2019-06-01
AGNH,85.0,2019-07-01
AGNI,2757.0,2019-07-01
AGNJ,2842.0,2019-07-01
AGNM,1532.0,2019-07-01
AGNP,1310.0,2019-07-01
AGNT,862.0,2019-07-01
AGOJ,27.0,2019-07-01
AGOK,330.0,2019-07-01
AGOL,357.0,2019-07-01
AGOO,233.0,2019-07-01
AGOR,124.0,2019-07-01
AGOU,137.0,2019-07-01
AGPK,86.0,2019-07-01
AGPL,564.0,2019-07-01
AGPM,650.0,2019-07-01
AGPP,273.0,2019-07-01
AGPS,377.0,2019-07-01
AGPV,2055.0,2019-07-01
AIVZ,53.7,2019-07-01
AIWG,42.9,2019-07-01
AIWH,75.5,2019-07-01
AIWI,73.8,2019-07-01
AIWL,75.2,2019-07-01
AIWX,72.4,2019-07-01
AIXB,28.2,2019-07-01
AIXR,24.2,2019-07-01
AIXS,10.7,2019-07-01
AIXT,11.2,2019-07-01
AIXW,13.2,2019-07-01
AIXZ,8.6,2019-07-01
AIYC,13.7,2019-07-01
AIYL,39.2,2019-07-01
AIYS,43.4,2019-07-01
AIYT,15.4,2019-07-01
AIYU,16.9,2019-07-01
AIYX,13.4,2019-07-01
AIZA,20.8,2019-07-01
AIZD,67.3,2019-07-01
JN5R,6903.0,2019-07-01
JN62,3054.0,2019-07-01
JN69,199.0,2019-07-01
JN6A,3650.0,2019-07-01
JN6B,3849.0,2019-07-01
JN6E,2039.0,2019-07-01
JN6H,1810.0,2019-07-01
LF2Q,4.1,2019-07-01
LF2S,21.3,2019-07-01
MGUQ,3704.0,2019-07-01
MGVF,494.0,2019-07-01
MGVU,2706.0,2019-07-01
MGWY,11.8,2019-07-01
YBVH,93.0,2019-07-01
YBVN,422.0,2019-07-01
YBXG,14.0,2019-07-01
YBXJ,6.0,2019-07-01
YBXM,6.5,2019-07-01
YBXV,47.0,2019-07-01
YBXY,78.0,2019-07-01
YBYB,19.1,2019-07-01
AGNH,92.0,2019-08-01
AGNI,2757.0,2019-08-01
AGNJ,2850.0,2019-08-01
AGNM,1527.0,2019-08-01
AGNP,1322.0,2019-08-01
AGNT,859.0,2019-08-01
AGOJ,28.0,2019-08-01
AGOK,325.0,2019-08-01
AGOL,353.0,2019-08-01
AGOO,233.0,2019-08-01
AGOR,120.0,2019-08-01
AGOU,147.0,2019-08-01
AGPK,88.0,2019-08-01
AGPL,556.0,2019-08-01
AGPM,644.0,2019-08-01
AGPP,283.0,2019-08-01
AGPS,361.0,2019-08-01
AGPV,2046.0,2019-08-01
AIVZ,53.8,2019-08-01
AIWG,44.3,2019-08-01
AIWH,75.8,2019-08-01
AIWI,74.1,2019-08-01
AIWL,74.8,2019-08-01
AIWX,73.3,2019-08-01
AIXB,28.1,2019-08-01
AIXR,23.4,2019-08-01
AIXS,10.5,2019-08-01
AIXT,11.0,2019-08-01
AIXW,13.2,2019-08-01
AIXZ,8.4,2019-08-01
AIYC,14.6,2019-08-01
AIYL,39.0,2019-08-01
AIYS,42.2,2019-08-01
AIYT,15.3,2019-08-01
AIYU,16.7,2019-08-01
AIYX,13.8,2019-08-01
AIZA,20.0,2019-08-01
AIZD,67.0,2019-08-01
JN5R,6900.0,2019-08-01
JN62,3053.0,2019-08-01
JN69,208.0,2019-08-01
JN6A,3638.0,2019-08-01
JN6B,3847.0,2019-08-01
JN6E,2043.0,2019-08-01
JN6H,1804.0,2019-08-01
LF2Q,4.0,2019-08-01
LF2S,21.1,2019-08-01
MGUQ,3709.0,2019-08-01
MGVF,500.0,2019-08-01
MGVU,2690.0,2019-08-01
MGWY,11.9,2019-08-01
YBVH,99.0,2019-08-01
YBVN,422.0,2019-08-01
YBXG,13.0,2019-08-01
YBXJ,6.0,2019-08-01
YBXM,7.1,2019-08-01
YBXV,53.0,2019-08-01
YBXY,64.0,2019-08-01
YBYB,15.6,2019-08-01
AGNH,93.0,2019-09-01
AGNI,2818.0,2019-09-01
AGNJ,2911.0,2019-09-01
AGNM,1559.0,2019-09-01
AGNP,1352.0,2019-09-01
AGNT,848.0,2019-09-01
AGOJ,32.0,2019-09-01
AGOK,314.0,2019-09-01
AGOL,346.0,2019-09-01
AGOO,219.0,2019-09-01
AGOR,127.0,2019-09-01
AGOU,127.0,2019-09-01
AGPK,82.0,2019-09-01
AGPL,546.0,2019-09-01
AGPM,628.0,2019-09-01
AGPP,275.0,2019-09-01
AGPS,353.0,2019-09-01
AGPV,2037.0,2019-09-01
AIVZ,54.5,2019-09-01
AIWG,45.0,2019-09-01
AIWH,76.6,2019-09-01
AIWI,74.9,2019-09-01
AIWL,76.0,2019-09-01
AIWX,73.8,2019-09-01
AIXB,28.2,2019-09-01
AIXR,25.4,2019-09-01
AIXS,10.0,2019-09-01
AIXT,10.6,2019-09-01
AIXW,12.3,2019-09-01
AIXZ,8.6,2019-09-01
AIYC,13.0,2019-09-01
AIYL,38.6,2019-09-01
AIYS,39.6,2019-09-01
AIYT,14.8,2019-09-01
AIYU,16.2,2019-09-01
AIYX,13.4,2019-09-01
AIZA,19.3,2019-09-01
AIZD,67.6,2019-09-01
JN5R,6896.0,2019-09-01
JN62,3011.0,2019-09-01
JN69,207.0,2019-09-01
JN6A,3678.0,2019-09-01
JN6B,3885.0,2019-09-01
JN6E,2053.0,2019-09-01
JN6H,1832.0,2019-09-01
LF2Q,3.9,2019-09-01
LF2S,21.1,2019-09-01
MGUQ,3759.0,2019-09-01
MGVF,473.0,2019-09-01
MGVU,2664.0,2019-09-01
MGWY,11.2,2019-09-01
YBVH,94.0,2019-09-01
YBVN,399.0,2019-09-01
YBXG,13.0,2019-09-01
YBXJ,4.0,2019-09-01
YBXM,4.5,2019-09-01
YBXV,58.0,2019-09-01
YBXY,61.0,2019-09-01
YBYB,15.9,2019-09-01
AGNH,90.0,2019-10-01
AGNI,2806.0,2019-10-01
AGNJ,2896.0,2019-10-01
AGNM,1546.0,2019-10-01
AGNP,1350.0,2019-10-01
AGNT,869.0,2019-10-01
AGOJ,33.0,2019-10-01
AGOK,316.0,2019-10-01
AGOL,349.0,2019-10-01
AGOO,229.0,2019-10-01
AGOR,120.0,2019-10-01
AGOU,132.0,2019-10-01
AGPK,84.0,2019-10-01
AGPL,547.0,2019-10-01
AGPM,631.0,2019-10-01
AGPP,277.0,2019-10-01
AGPS,354.0,2019-10-01
AGPV,2015.0,2019-10-01
AIVZ,54.6,2019-10-01
AIWG,43.4,2019-10-01
AIWH,76.5,2019-10-01
AIWI,74.7,2019-10-01
AIWL,75.3,2019-10-01
AIWX,74.0,2019-10-01
AIXB,28.8,2019-10-01
AIXR,26.9,2019-10-01
AIXS,10.1,2019-10-01
AIXT,10.8,2019-10-01
AIXW,12.9,2019-10-01
AIXZ,8.2,2019-10-01
AIYC,13.2,2019-10-01
AIYL,38.4,2019-10-01
AIYS,40.6,2019-10-01
AIYT,14.9,2019-10-01
AIYU,16.3,2019-10-01
AIYX,13.5,2019-10-01
AIZA,19.4,2019-10-01
AIZD,66.8,2019-10-01
JN5R,6892.0,2019-10-01
JN62,3016.0,2019-10-01
JN69,207.0,2019-10-01
JN6A,3669.0,2019-10-01
JN6B,3877.0,2019-10-01
JN6E,2052.0,2019-10-01
JN6H,1825.0,2019-10-01
LF2Q,4.0,2019-10-01
LF2S,20.9,2019-10-01
MGUQ,3765.0,2019-10-01
MGVF,482.0,2019-10-01
MGVU,2646.0,2019-10-01
MGWY,11.3,2019-10-01
YBVH,101.0,2019-10-01
YBVN,402.0,2019-10-01
YBXG,13.0,2019-10-01
YBXJ,3.0,2019-10-01
YBXM,3.2,2019-10-01
YBXV,71.0,2019-10-01
YBXY,55.0,2019-10-01
YBYB,14.1,2019-10-01
AGNH,81.0,2019-11-01
AGNI,2848.0,2019-11-01
AGNJ,2930.0,2019-11-01
AGNM,1580.0,2019-11-01
AGNP,1350.0,2019-11-01
AGNT,860.0,2019-11-01
AGOJ,33.0,2019-11-01
AGOK,306.0,2019-11-01
AGOL,339.0,2019-11-01
AGOO,216.0,2019-11-01
AGOR,124.0,2019-11-01
AGOU,141.0,2019-11-01
AGPK,80.0,2019-11-01
AGPL,542.0,2019-11-01
AGPM,622.0,2019-11-01
AGPP,269.0,2019-11-01
AGPS,353.0,2019-11-01
AGPV,1996.0,2019-11-01
AIVZ,55.0,2019-11-01
AIWG,41.8,2019-11-01
AIWH,77.1,2019-11-01
AIWI,75.3,2019-11-01
AIWL,76.5,2019-11-01
AIWX,73.9,2019-11-01
AIXB,28.7,2019-11-01
AIXR,28.9,2019-11-01
AIXS,9.7,2019-11-01
AIXT,10.4,2019-11-01
AIXW,12.0,2019-11-01
AIXZ,8.4,2019-11-01
AIYC,14.1,2019-11-01
AIYL,38.0,2019-11-01
AIYS,41.2,2019-11-01
AIYT,14.7,2019-11-01
AIYU,16.0,2019-11-01
AIYX,13.0,2019-11-01
AIZA,19.3,2019-11-01
AIZD,66.6,2019-11-01
JN5R,6889.0,2019-11-01
JN62,2998.0,2019-11-01
JN69,195.0,2019-11-01
JN6A,3696.0,2019-11-01
JN6B,3891.0,2019-11-01
JN6E,2064.0,2019-11-01
JN6H,1827.0,2019-11-01
LF2Q,3.9,2019-11-01
LF2S,20.8,2019-11-01
MGUQ,3790.0,2019-11-01
MGVF,481.0,2019-11-01
MGVU,2618.0,2019-11-01
MGWY,11.3,2019-11-01
YBVH,105.0,2019-11-01
YBVN,396.0,2019-11-01
YBXG,14.0,2019-11-01
YBXJ,3.0,2019-11-01
YBXM,3.3,2019-11-01
YBXV,71.0,2019-11-01
YBXY,56.0,2019-11-01
YBYB,14.6,2019-11-01
AGNH,75.0,2019-12-01
AGNI,2861.0,2019-12-01
AGNJ,2936.0,2019-12-01
AGNM,1573.0,2019-12-01
AGNP,1363.0,2019-12-01
AGNT,884.0,2019-12-01
AGOJ,36.0,2019-12-01
AGOK,324.0,2019-12-01
AGOL,360.0,2019-12-01
AGOO,224.0,2019-12-01
AGOR,136.0,2019-12-01
AGOU,146.0,2019-12-01
AGPK,78.0,2019-12-01
AGPL,538.0,2019-12-01
AGPM,616.0,2019-12-01
AGPP,281.0,2019-12-01
AGPS,335.0,2019-12-01
AGPV,1943.0,2019-12-01
AIVZ,55.5,2019-12-01
AIWG,39.9,2019-12-01
AIWH,76.8,2019-12-01
AIWI,75.1,2019-12-01
AIWL,75.7,2019-12-01
AIWX,74.3,2019-12-01
AIXB,29.7,2019-12-01
AIXR,32.4,2019-12-01
AIXS,10.2,2019-12-01
AIXT,10.9,2019-12-01
AIXW,12.5,2019-12-01
AIXZ,9.1,2019-12-01
AIYC,14.2,2019-12-01
AIYL,37.2,2019-12-01
AIYS,41.0,2019-12-01
AIYT,14.5,2019-12-01
AIYU,15.7,2019-12-01
AIYX,13.5,2019-12-01
AIZA,18.3,2019-12-01
AIZD,65.3,2019-12-01
JN5R,6885.0,2019-12-01
JN62,2973.0,2019-12-01
JN69,189.0,2019-12-01
JN6A,3723.0,2019-12-01
JN6B,3912.0,2019-12-01
JN6E,2078.0,2019-12-01
JN6H,1834.0,2019-12-01
LF2Q,4.1,2019-12-01
LF2S,20.7,2019-12-01
MGUQ,3820.0,2019-12-01
MGVF,506.0,2019-12-01
MGVU,2559.0,2019-12-01
MGWY,11.7,2019-12-01
YBVH,104.0,2019-12-01
YBVN,424.0,2019-12-01
YBXG,14.0,2019-12-01
YBXJ,5.0,2019-12-01
YBXM,5.5,2019-12-01
YBXV,67.0,2019-12-01
YBXY,66.0,2019-12-01
YBYB,16.0,2019-12-01
AGNH,71.0,2020-01-01
AGNI,2823.0,2020-01-01
AGNJ,2894.0,2020-01-01
AGNM,1556.0,2020-01-01
AGNP,1337.0,2020-01-01
AGNT,930.0,2020-01-01
AGOJ,37.0,2020-01-01
AGOK,320.0,2020-01-01
AGOL,358.0,2020-01-01
AGOO,223.0,2020-01-01
AGOR,135.0,2020-01-01
AGOU,156.0,2020-01-01
AGPK,80.0,2020-01-01
AGPL,563.0,2020-01-01
AGPM,643.0,2020-01-01
AGPP,292.0,2020-01-01
AGPS,351.0,2020-01-01
AGPV,1901.0,2020-01-01
AIVZ,55.6,2020-01-01
AIWG,37.7,2020-01-01
AIWH,76.2,2020-01-01
AIWI,74.3,2020-01-01
AIWL,75.1,2020-01-01
AIWX,73.4,2020-01-01
AIXB,31.1,2020-01-01
AIXR,34.5,2020-01-01
AIXS,10.2,2020-01-01
AIXT,11.0,2020-01-01
AIXW,12.5,2020-01-01
AIXZ,9.1,2020-01-01
AIYC,14.3,2020-01-01
AIYL,37.0,2020-01-01
AIYS,42.5,2020-01-01
AIYT,15.2,2020-01-01
AIYU,16.5,2020-01-01
AIYX,14.1,2020-01-01
AIZA,19.3,2020-01-01
AIZD,63.6,2020-01-01
JN5R,6882.0,2020-01-01
JN62,2987.0,2020-01-01
JN69,189.0,2020-01-01
JN6A,3706.0,2020-01-01
JN6B,3894.0,2020-01-01
JN6E,2072.0,2020-01-01
JN6H,1823.0,2020-01-01
LF2Q,4.1,2020-01-01
LF2S,20.5,2020-01-01
MGUQ,3824.0,2020-01-01
MGVF,513.0,2020-01-01
MGVU,2544.0,2020-01-01
MGWY,11.8,2020-01-01
YBVH,113.0,2020-01-01
YBVN,422.0,2020-01-01
YBXG,16.0,2020-01-01
YBXJ,8.0,2020-01-01
YBXM,8.0,2020-01-01
YBXV,61.0,2020-01-01
YBXY,60.0,2020-01-01
YBYB,14.8,2020-01-01
AGNH,71.0,2020-02-01
AGNI,2791.0,2020-02-01
AGNJ,2863.0,2020-02-01
AGNM,1555.0,2020-02-01
AGNP,1307.0,2020-02-01
AGNT,929.0,2020-02-01
AGOJ,36.0,2020-02-01
AGOK,320.0,2020-02-01
AGOL,356.0,2020-02-01
AGOO,218.0,2020-02-01
AGOR,138.0,2020-02-01
AGOU,175.0,2020-02-01
AGPK,80.0,2020-02-01
AGPL,552.0,2020-02-01
AGPM,633.0,2020-02-01
AGPP,287.0,2020-02-01
AGPS,346.0,2020-02-01
AGPV,1917.0,2020-02-01
AIVZ,55.2,2020-02-01
AIWG,38.0,2020-02-01
AIWH,76.2,2020-02-01
AIWI,74.3,2020-02-01
AIWL,75.5,2020-02-01
AIWX,73.0,2020-02-01
AIXB,30.8,2020-02-01
AIXR,33.6,2020-02-01
AIXS,10.3,2020-02-01
AIXT,11.1,2020-02-01
AIXW,12.3,2020-02-01
AIXZ,9.6,2020-02-01
AIYC,15.9,2020-02-01
AIYL,37.1,2020-02-01
AIYS,42.8,2020-02-01
AIYT,15.1,2020-02-01
AIYU,16.4,2020-02-01
AIYX,13.9,2020-02-01
AIZA,19.3,2020-02-01
AIZD,63.5,2020-02-01
JN5R,6873.0,2020-02-01
JN62,3022.0,2020-02-01
JN69,188.0,2020-02-01
JN6A,3664.0,2020-02-01
JN6B,3852.0,2020-02-01
JN6E,2060.0,2020-02-01
JN6H,1791.0,2020-02-01
LF2Q,4.2,2020-02-01
LF2S,20.7,2020-02-01
MGUQ,3792.0,2020-02-01
MGVF,531.0,2020-02-01
MGVU,2550.0,2020-02-01
MGWY,12.3,2020-02-01
YBVH,116.0,2020-02-01
YBVN,436.0,2020-02-01
YBXG,20.0,2020-02-01
YBXJ,7.0,2020-02-01
YBXM,6.5,2020-02-01
YBXV,60.0,2020-02-01
YBXY,62.0,2020-02-01
YBYB,14.8,2020-02-01
AGNH,73.0,2020-03-01
AGNI,2755.0,2020-03-01
AGNJ,2828.0,2020-03-01
AGNM,1546.0,2020-03-01
AGNP,1282.0,2020-03-01
AGNT,921.0,2020-03-01
AGOJ,37.0,2020-03-01
AGOK,323.0,2020-03-01
AGOL,360.0,2020-03-01
AGOO,222.0,2020-03-01
AGOR,138.0,2020-03-01
AGOU,184.0,2020-03-01
AGPK,106.0,2020-03-01
AGPL,569.0,2020-03-01
AGPM,674.0,2020-03-01
AGPP,304.0,2020-03-01
AGPS,371.0,2020-03-01
AGPV,1896.0,2020-03-01
AIVZ,54.6,2020-03-01
AIWG,33.8,2020-03-01
AIWH,75.6,2020-03-01
AIWI,73.2,2020-03-01
AIWL,74.6,2020-03-01
AIWX,71.6,2020-03-01
AIXB,30.7,2020-03-01
AIXR,33.6,2020-03-01
AIXS,10.5,2020-03-01
AIXT,11.3,2020-03-01
AIXW,12.5,2020-03-01
AIXZ,9.7,2020-03-01
AIYC,16.7,2020-03-01
AIYL,37.5,2020-03-01
AIYS,49.1,2020-03-01
AIYT,15.6,2020-03-01
AIYU,17.5,2020-03-01
AIYX,14.7,2020-03-01
AIZA,20.7,2020-03-01
AIZD,63.2,2020-03-01
JN5R,6864.0,2020-03-01
JN62,3002.0,2020-03-01
JN69,215.0,2020-03-01
JN6A,3647.0,2020-03-01
JN6B,3862.0,2020-03-01
JN6E,2071.0,2020-03-01
JN6H,1791.0,2020-03-01
LF2Q,4.3,2020-03-01
LF2S,21.0,2020-03-01
MGUQ,3749.0,2020-03-01
MGVF,544.0,2020-03-01
MGVU,2571.0,2020-03-01
MGWY,12.7,2020-03-01
YBVH,121.0,2020-03-01
YBVN,444.0,2020-03-01
YBXG,24.0,2020-03-01
YBXJ,8.0,2020-03-01
YBXM,6.7,2020-03-01
YBXV,62.0,2020-03-01
YBXY,59.0,2020-03-01
YBYB,13.7,2020-03-01
AGNH,75.0,2020-04-01
AGNI,2795.0,2020-04-01
AGNJ,2870.0,2020-04-01
AGNM,1546.0,2020-04-01
AGNP,1325.0,2020-04-01
AGNT,869.0,2020-04-01
AGOJ,32.0,2020-04-01
AGOK,327.0,2020-04-01
AGOL,359.0,2020-04-01
AGOO,222.0,2020-04-01
AGOR,137.0,2020-04-01
AGOU,199.0,2020-04-01
AGPK,114.0,2020-04-01
AGPL,595.0,2020-04-01
AGPM,709.0,2020-04-01
AGPP,322.0,2020-04-01
AGPS,387.0,2020-04-01
AGPV,1857.0,2020-04-01
AIVZ,54.5,2020-04-01
AIWG,33.9,2020-04-01
AIWH,75.2,2020-04-01
AIWI,72.9,2020-04-01
AIWL,74.0,2020-04-01
AIWX,71.7,2020-04-01
AIXB,29.7,2020-04-01
AIXR,29.8,2020-04-01
AIXS,10.5,2020-04-01
AIXT,11.1,2020-04-01
AIXW,12.6,2020-04-01
AIXZ,9.4,2020-04-01
AIYC,18.7,2020-04-01
AIYL,37.4,2020-04-01
AIYS,51.6,2020-04-01
AIYT,16.0,2020-04-01
AIYU,18.0,2020-04-01
AIYX,15.4,2020-04-01
AIZA,20.9,2020-04-01
AIZD,63.5,2020-04-01
JN5R,6864.0,2020-04-01
JN62,2926.0,2020-04-01
JN69,222.0,2020-04-01
JN6A,3717.0,2020-04-01
JN6B,3938.0,2020-04-01
JN6E,2090.0,2020-04-01
JN6H,1848.0,2020-04-01
LF2Q,4.3,2020-04-01
LF2S,21.1,2020-04-01
MGUQ,3739.0,2020-04-01
MGVF,558.0,2020-04-01
MGVU,2566.0,2020-04-01
MGWY,13.0,2020-04-01
YBVH,114.0,2020-04-01
YBVN,465.0,2020-04-01
YBXG,19.0,2020-04-01
YBXJ,6.0,2020-04-01
YBXM,5.8,2020-04-01
YBXV,50.0,2020-04-01
YBXY,57.0,2020-04-01
YBYB,12.7,2020-04-01
AGNH,60.0,2020-05-01
AGNI,2767.0,2020-05-01
AGNJ,2827.0,2020-05-01
AGNM,1507.0,2020-05-01
AGNP,1320.0,2020-05-01
AGNT,840.0,2020-05-01
AGOJ,32.0,2020-05-01
AGOK,332.0,2020-05-01
AGOL,364.0,2020-05-01
AGOO,222.0,2020-05-01
AGOR,142.0,2020-05-01
AGOU,186.0,2020-05-01
AGPK,116.0,2020-05-01
AGPL,613.0,2020-05-01
AGPM,729.0,2020-05-01
AGPP,339.0,2020-05-01
AGPS,390.0,2020-05-01
AGPV,1906.0,2020-05-01
AIVZ,53.5,2020-05-01
AIWG,29.0,2020-05-01
AIWH,74.5,2020-05-01
AIWI,72.1,2020-05-01
AIWL,72.9,2020-05-01
AIWX,71.2,2020-05-01
AIXB,28.6,2020-05-01
AIXR,34.7,2020-05-01
AIXS,10.7,2020-05-01
AIXT,11.4,2020-05-01
AIXW,12.8,2020-05-01
AIXZ,9.7,2020-05-01
AIYC,18.2,2020-05-01
AIYL,38.5,2020-05-01
AIYS,55.6,2020-05-01
AIYT,16.5,2020-05-01
AIYU,18.6,2020-05-01
AIYX,16.4,2020-05-01
AIZA,21.1,2020-05-01
AIZD,65.0,2020-05-01
JN5R,6852.0,2020-05-01
JN62,2932.0,2020-05-01
JN69,209.0,2020-05-01
JN6A,3712.0,2020-05-01
JN6B,3920.0,2020-05-01
JN6E,2067.0,2020-05-01
JN6H,1853.0,2020-05-01
LF2Q,4.3,2020-05-01
LF2S,21.3,2020-05-01
MGUQ,3667.0,2020-05-01
MGVF,550.0,2020-05-01
MGVU,2635.0,2020-05-01
MGWY,13.0,2020-05-01
YBVH,112.0,2020-05-01
YBVN,460.0,2020-05-01
YBXG,19.0,2020-05-01
YBXJ,7.0,2020-05-01
YBXM,6.3,2020-05-01
YBXV,50.0,2020-05-01
YBXY,56.0,2020-05-01
YBYB,12.5,2020-05-01
AGNH,49.0,2020-06-01
AGNI,2675.0,2020-06-01
AGNJ,2723.0,2020-06-01
AGNM,1444.0,2020-06-01
AGNP,1279.0,2020-06-01
AGNT,851.0,2020-06-01
AGOJ,24.0,2020-06-01
AGOK,352.0,2020-06-01
AGOL,377.0,2020-06-01
AGOO,238.0,2020-06-01
AGOR,138.0,2020-06-01
AGOU,191.0,2020-06-01
AGPK,100.0,2020-06-01
AGPL,579.0,2020-06-01
AGPM,679.0,2020-06-01
AGPP,309.0,2020-06-01
AGPS,369.0,2020-06-01
AGPV,2033.0,2020-06-01
AIVZ,52.2,2020-06-01
AIWG,28.0,2020-06-01
AIWH,74.2,2020-06-01
AIWI,72.1,2020-06-01
AIWL,72.5,2020-06-01
AIWX,71.6,2020-06-01
AIXB,27.7,2020-06-01
AIXR,33.4,2020-06-01
AIXS,11.6,2020-06-01
AIXT,12.2,2020-06-01
AIXW,14.2,2020-06-01
AIXZ,9.8,2020-06-01
AIYC,18.3,2020-06-01
AIYL,39.6,2020-06-01
AIYS,57.9,2020-06-01
AIYT,16.0,2020-06-01
AIYU,18.0,2020-06-01
AIYX,15.5,2020-06-01
AIZA,20.7,2020-06-01
AIZD,66.1,2020-06-01
JN5R,6854.0,2020-06-01
JN62,3076.0,2020-06-01
JN69,173.0,2020-06-01
JN6A,3606.0,2020-06-01
JN6B,3779.0,2020-06-01
JN6E,1992.0,2020-06-01
JN6H,1787.0,2020-06-01
LF2Q,4.5,2020-06-01
LF2S,21.2,2020-06-01
MGUQ,3575.0,2020-06-01
MGVF,568.0,2020-06-01
MGVU,2712.0,2020-06-01
MGWY,13.7,2020-06-01
YBVH,103.0,2020-06-01
YBVN,487.0,2020-06-01
YBXG,21.0,2020-06-01
YBXJ,4.0,2020-06-01
YBXM,4.6,2020-06-01
YBXV,51.0,2020-06-01
YBXY,54.0,2020-06-01
YBYB,11.5,2020-06-01
AGNH,48.0,2020-07-01
AGNI,2631.0,2020-07-01
AGNJ,2679.0,2020-07-01
AGNM,1411.0,2020-07-01
AGNP,1267.0,2020-07-01
AGNT,834.0,2020-07-01
AGOJ,26.0,2020-07-01
AGOK,362.0,2020-07-01
AGOL,388.0,2020-07-01
AGOO,252.0,2020-07-01
AGOR,136.0,2020-07-01
AGOU,194.0,2020-07-01
AGPK,94.0,2020-07-01
AGPL,527.0,2020-07-01
AGPM,622.0,2020-07-01
AGPP,286.0,2020-07-01
AGPS,336.0,2020-07-01
AGPV,2137.0,2020-07-01
AIVZ,51.2,2020-07-01
AIWG,28.5,2020-07-01
AIWH,74.7,2020-07-01
AIWI,72.6,2020-07-01
AIWL,72.4,2020-07-01
AIWX,72.9,2020-07-01
AIXB,26.3,2020-07-01
AIXR,35.0,2020-07-01
AIXS,12.1,2020-07-01
AIXT,12.7,2020-07-01
AIXW,15.1,2020-07-01
AIXZ,9.7,2020-07-01
AIYC,18.9,2020-07-01
AIYL,40.3,2020-07-01
AIYS,56.2,2020-07-01
AIYT,15.0,2020-07-01
AIYU,16.9,2020-07-01
AIYX,14.7,2020-07-01
AIZA,19.3,2020-07-01
AIZD,67.5,2020-07-01
JN5R,6853.0,2020-07-01
JN62,3165.0,2020-07-01
JN69,168.0,2020-07-01
JN6A,3520.0,2020-07-01
JN6B,3688.0,2020-07-01
JN6E,1949.0,2020-07-01
