Quarter,MGSC,MGSX,YBWF,YBWG,YBWH,YBWI,YBWL,LF2I,LF2Q,LF2Y,LF32,LF34,LF36,LF38,YBVH,YBVK,YBXD,YBXG,YBXJ,YBXM,YBXP,YBVN,YBVQ,YBXS,YBXV,YBXY,YBYB,YBYE,MGVI,MGXB,YBYH,YBYK,YBYN,YBYQ,YBYT,YBVT,YBVW,YBYW,YBYZ,YBZC,YBZF,YBZI
Sep-Nov 1999,1693327.057613346,5.846396290696957,945932.6968765461,257258.30733728383,490136.0533995162,28.945149798192958,273258.0,1681121.1655230627,5.899357569894729,940472.0554277633,255481.2330811245,485167.87701417494,28.859780422978627,270428.0,163259.5092636495,19.494123820088287,130688.63345078239,20114.666029246917,12456.209783620201,7.629699390743934,*,394504.0802332405,10.772760777368095,271807.1834928876,62623.79974725394,60073.096993098945,15.227497002713447,21249.7144041659,859552.060794398,4.855545686364187,435838.95509596646,132058.70676046208,291654.3989379695,33.93097547441426,166894.0,276011.40732205805,4.082048738443952,107597.92483690969,42461.134800320884,125952.34768482757,45.633022528617,84612.0
Oct-Dec 1999,1684195.9106187136,5.806274910986721,947879.1690149328,253508.1515571639,482808.5900466169,28.667008808330984,266285.0,1672533.529060414,5.862269633376313,940999.0338044434,251128.73227912333,480405.76297684724,28.723236612585385,264224.0,168592.05092069774,20.147021170464257,134855.3464924931,19991.361027016937,13745.343401187696,8.153019864295514,*,392523.3606277659,10.701887610920407,271409.5516819635,58750.32638433068,62363.48256147171,15.887839761112122,22391.10556583529,848648.2473955873,4.790202846291593,430063.8626983607,136117.1369393723,282467.24775785423,33.28437295719595,161132.0,274432.25167466287,4.044367207062917,111550.40814211557,38649.32720644395,124232.5163261033,45.26891994945984,82177.0
Nov-Jan 2000,1701752.933572223,5.866417433001598,977108.9694802155,253461.92092364715,471182.0431683602,27.688040600540155,272749.0,1689311.6832995396,5.92013612076039,968119.55168614,251196.2658589388,469995.86575446074,27.821737717250112,270788.0,167670.39378839073,20.05695972317161,136845.45624929055,20515.12732503833,10309.81021406186,6.148855490298071,*,402552.355759927,10.963374614303568,283888.9784233548,58970.646490719286,59692.730845852915,14.828563289156923,21460.61361466872,845394.0260034024,4.779535923742239,430139.1768185154,135687.12669901294,279567.72248587396,33.06951715846982,162521.0,286136.1580205027,4.199956418064625,126235.35798905468,38289.02040887661,121611.77962257137,42.50136734339511,88093.0
Dec-Feb 2000,1684706.4272008291,5.810689648404304,969192.3013715963,256087.74901475577,459426.37681447703,27.27041159199603,264388.0,1674068.1036560177,5.8704806141049355,964778.2882227306,253970.91813444952,455318.89729883766,27.198349714952524,262520.0,172390.37090750542,20.70896524499405,139596.5134103137,23062.365503193367,9731.491993998368,5.6450322270144175,*,397904.2367233142,10.840194018268573,278189.90177881485,63216.24589719284,56498.08904730655,14.198916179571352,19105.55123194235,834673.9965489446,4.7184015033603055,423403.0136578717,130658.69415689498,280612.28873417794,33.61938791604886,167083.0,279737.82302106504,4.113559226951266,128002.87252459617,39150.44345747457,112584.5070389942,40.24643711855735,78236.0
Jan-Mar 2000,1682475.6162256286,5.792769864339204,979905.6762055046,251458.72402642074,451111.2159937031,26.81234792606984,259972.0,1672218.2492909324,5.853691497260708,975813.7726693705,250689.3867500201,445715.08987154154,26.65412185643455,256880.0,174528.22861279355,20.726749215831525,142940.31755696502,23265.539345395424,8322.371710433079,4.768496063119396,*,406764.8564592571,11.08194401406176,290034.7999487391,60117.470285245035,56612.58622527293,13.917767311086138,22559.05560107304,816780.1936758953,4.613868755688736,420510.3309353085,127252.74671565546,269017.1160249313,32.93629278817691,156388.0,284402.33747768257,4.16454986467841,126420.22776449192,40822.9676801248,117159.14203306577,41.19485904093858,80793.0
Feb-Apr 2000,1654981.9908249488,5.694816209816298,966896.1439363412,246818.80897033116,441267.0379182765,26.662951039021326,251094.0,1646171.3007363165,5.75910263961127,965020.9454648935,246171.3040576636,434979.0512137594,26.42368087811988,248395.0,184896.860086394,21.626300796386797,148186.17129792646,26318.997965042458,10391.69082342508,5.6202635450756215,*,397072.45341752394,10.845407359134668,282145.3640711912,55727.22287949419,59199.86646683863,14.909084213049056,23639.39158882844,797650.344734824,4.503880570471108,416957.2030460157,122464.78833950567,258228.35334930266,32.37362774978173,151111.0,275362.33258620685,4.0288611362670546,119607.40552120787,42307.799786288844,113447.12727871012,41.19921784988278,75405.0
Mar-May 2000,1639754.128371473,5.638500811543541,958000.5942155425,238157.3672933589,443596.1668625717,27.052602532742558,251693.0,1630225.1277133483,5.6971234928735095,954831.3693645713,237154.76354444423,438238.99480433285,26.88211507443964,248377.0,176844.8927197073,20.86319721138399,143893.06071523554,23675.66105734424,9276.17094712755,5.245371129733411,*,402111.71157599014,10.9524884740201,284211.302664093,52691.94550746646,65208.463404430746,16.216504400943766,29079.32199971714,784029.4842139179,4.426919652302832,414450.34286725975,118932.51935239136,250646.6219942668,31.969030124622115,145112.0,276768.03986185766,4.039331059258373,115445.88796895424,42857.24137615684,118464.91051674666,42.80295896010091,76519.0
Apr-Jun 2000,1598836.3672523336,5.500535351501502,915300.0814461405,238880.46511102465,444655.82069516846,27.811215068827078,254022.0,1588438.999595412,5.553795387702431,913047.2984986437,237187.9292187401,438203.7718780285,27.587069568906486,250626.0,165408.17391082522,19.731382210829675,129388.93199417519,25836.85388737873,10182.388029271282,6.155915870736114,*,386471.8423368274,10.634275951707107,266810.74499279464,55701.694195247925,63959.40314878487,16.549563549584914,26007.4042394371,774057.9471863047,4.369584633032128,405964.5499222786,114866.67117243433,253226.72609159182,32.71418205989218,148923.0,272898.40381837625,3.9667003199900757,113135.85453689209,42475.24585596366,117287.30342552048,42.97837648899531,77818.0
May-Jul 2000,1551467.2881767354,5.335225182121901,876892.4450036655,238904.91168347857,435669.93148959137,28.081154840305082,240529.0,1539614.0707837339,5.381298995689313,873531.1759485513,235960.39226408635,430122.50257109624,27.937033749772382,236855.0,152619.67982735054,18.586669624066946,119089.9593586311,23806.31583300772,9723.404635711748,6.371003167292219,*,377065.8617171951,10.36070486261869,255273.8108762527,55151.87403473232,66640.17680621005,17.673351945128132,25135.85730915185,756617.8433039547,4.269455638995987,395328.3941104979,115327.91147996704,245961.5377134898,32.508027650978896,141960.0,265163.903328235,3.8443250817888566,107200.28065828371,44618.81033577153,113344.81233417979,42.74518926276142,72216.0
Jun-Aug 2000,1529041.3450954307,5.255470794376089,868098.7758740518,236525.74843451908,424416.82078685996,27.757053277089195,228608.0,1518418.1597879147,5.303165825213499,865427.0621752449,233533.7754220184,419457.32219065144,27.624624974798724,225957.0,163467.59113104636,19.694807200658072,126958.66794584217,24943.50011036505,11565.42307483911,7.075055669944696,*,370702.83845619165,10.170986794235404,249497.42379598526,58927.103816044575,62278.31084416183,16.800063118891295,22931.65393188053,742376.3730368298,4.1869416383257025,390998.71219712787,112468.93060516789,238908.73023453407,32.18161823459347,135143.0,252494.54247136312,3.6652843896431766,100643.97193509656,40186.21390294156,111664.35663332498,44.224463443992846,69772.0
Jul-Sep 2000,1547853.870597386,5.318544596121041,903803.0165592603,228658.0508981232,415392.8031400024,26.836693762291898,231034.0,1540318.1590746376,5.375575121897486,902250.2246256152,226315.81929476905,411752.11515425344,26.73162766591143,229289.0,172795.02762994083,20.88267698782122,137125.0509935563,23131.244410249994,12538.732226134507,7.256419584588715,*,372525.7146023356,10.170828213555398,258160.16690441524,53451.38900387173,60914.15869404859,16.351665484105798,23574.08107226991,749947.9269020901,4.2294972823990795,399933.7868116226,114564.67432239497,235449.46576807246,31.39544191297054,137326.0,252585.2014630197,3.6705271032952043,108584.01184966619,37510.74316160651,106490.44645174692,42.160208054523686,68664.0
Aug-Oct 2000,1570902.2362516066,5.39851597711687,929575.4287642707,229995.22811497474,411331.5793723613,26.184416183266517,231301.0,1562663.9044178755,5.454873972428556,927301.8754935584,228367.55004532993,406994.4788789872,26.044914567256296,229749.0,175737.75532494608,21.28016242027644,142527.50137464644,21377.76422615139,11832.489724148243,6.7330379304489805,*,386451.41903686034,10.556349698529518,273224.47442631726,55674.629877847314,57552.31473269575,14.89250961379089,24317.08580795212,751701.8755319451,4.243638758153208,397843.39837146085,118444.61025885967,235413.86690162474,31.317451048666477,135537.0,257011.18635785516,3.725614729818104,115980.0545918462,34498.22375211639,106532.90801389253,41.45068917955933,70506.0
Sep-Nov 2000,1539702.6313525666,5.299106939869218,915882.3906085532,220830.10581936548,402990.13492464804,26.17324454207352,224148.0,1529007.8689769916,5.346228764223726,912117.3119251077,219076.3834850947,397814.17356678913,26.017797660711413,220843.0,170959.7217557967,20.848120793261817,139884.15441859147,19977.238374191693,11098.32896301357,6.491779963742987,*,382181.20330330427,10.490991365879827,273597.55275543727,56128.71955771807,52454.9309901489,13.725146746298758,21178.52689834169,729884.5374944239,4.127413296042741,387736.7132533709,112324.04264466176,229823.78159639123,31.487690146901766,130163.0,256677.1687990419,3.7150631262439706,114663.97018115353,32400.105242793972,109613.0933750944,42.70465265296457,72220.0
Oct-Dec 2000,1519515.1544457339,5.227436595192065,902239.3279838851,224486.663525816,392789.16293603275,25.849637747068638,214145.0,1507557.5954203913,5.267255503417841,896634.7728550483,222658.58518982813,388264.2373755148,25.754520991766487,210694.0,161011.66013992424,19.756312949217016,129342.16499590108,21083.0724815401,10586.42266248305,6.57494162427933,*,387408.62109538715,10.652215438054462,277674.9137193666,60139.52352300137,49594.18385301918,12.801517868340925,19938.28773611904,713845.6150677274,4.032402659206883,380597.91346937406,108848.89376413776,224398.80783421552,31.435201547455787,125870.0,257249.2581426952,3.720988050403566,114624.33579924329,34415.173757136785,108209.74858631505,42.06416351501838,68518.0
Nov-Jan 2001,1504447.1030706037,5.162518491539875,898507.0611317822,219078.37633226727,386861.66560655436,25.714540897912773,212344.0,1493229.2252733414,5.202087725795492,891489.3371297494,217107.5185029942,384632.3696405978,25.75842764999388,208746.0,159575.10320457158,19.218511107996484,129363.68901848636,20617.951503678254,9593.46268240698,6.01187935320235,*,380863.54160430294,10.412986816316156,271966.25493450527,61315.76181454519,47581.52485525244,12.49306369804415,18013.24805085658,717976.6681081997,4.049230664937157,391985.663214469,100994.38620759259,224996.6186861383,31.337594754852272,124089.0,246031.79015352955,3.5540173076930732,105191.4539643217,36150.27680645123,104690.05938275659,42.55143586014944,70270.0
Dec-Feb 2001,1516207.3098390386,5.204289650445173,905013.1615035641,222496.78396706708,388697.3643684073,25.636162142607766,218871.0,1505591.3468091881,5.245920632442461,899598.8979137382,219883.14158600394,386109.3073094461,25.64502699405989,217364.0,160278.32545455708,19.55677790545753,128483.82208018898,22434.574701162863,9359.928673205231,5.83979689497006,*,389639.94935039664,10.649968332025683,276259.8369512425,60735.944906351884,52644.16749280221,13.51097791193382,19841.443837447492,723757.8562200003,4.083893216850451,395260.59708572057,103839.99503862589,224657.26409565384,31.04039039644841,131881.0,242531.1788140845,3.498016532968534,105008.90538641211,35486.269320926454,102036.004106746,42.071293516023786,66083.0
Jan-Mar 2001,1481307.4912755482,5.089593895317561,884960.2022049204,214296.52706714033,382050.76200348756,25.791455471173315,217687.0,1470165.4871548405,5.125661807694969,880687.8729211367,210781.05810121587,378696.55613248795,25.758770658217944,216272.0,153492.3554571472,18.758358631607656,127413.53277567765,16120.626009794018,9958.196671675545,6.487747641905024,*,382620.9127571675,10.455534013990817,271768.5145964332,55811.0171110246,55041.38104970966,14.38535616181596,21556.77077358593,717634.76899567,4.055670400445196,390534.44388721435,105376.14895300686,221724.17615544872,30.89652086753708,132388.0,227559.45406556368,3.2826155563164447,95243.71094559511,36988.73499331483,95327.00812665364,41.891033935767986,63104.0
Feb-Apr 2001,1459143.4946607384,5.010367366255335,857823.4453036295,218669.5042997605,382650.5450573483,26.22432587730636,218009.0,1449468.7126157773,5.050494007581344,855723.351629403,215552.13667402338,378193.224312351,26.091851519157412,217307.0,146903.9921018639,18.059148550002867,124612.1470083558,13563.376223861618,8728.46886964651,5.941614482194703,*,384291.9805546086,10.462807381471679,273805.83933885844,54788.04109468903,55698.10012106119,14.4936930613743,22342.69340235319,708025.637703154,4.004294958113331,366058.7120750488,116447.81833319429,225519.10729491097,31.851827855626585,135839.0,219921.88430111166,3.162325325142321,93346.7468813665,33870.26864801558,92704.86877172964,42.15354423064164,58762.0
Mar-May 2001,1430567.2448004954,4.91099432932782,842889.1731401222,214163.02089025447,373515.05077011883,26.10957661219264,215868.0,1420958.7901128498,4.951006945120059,840020.7494353076,210909.7219712725,370028.3187062695,26.04074947711063,215192.0,147143.3116504033,17.969855866378545,122560.37291379421,14776.855739673283,9806.082996935826,6.6643076650565165,*,373663.2291112002,10.170285433017783,268570.722837348,50315.29615863126,54777.21011522098,14.659513125097886,19335.29450027196,704594.0854093278,3.9866768002575936,366822.1898953648,114621.2222123039,223150.67330165918,31.670812730711717,139938.0,205166.61862956404,2.9464128566534376,84935.88749361517,34449.64677964602,85781.08435630289,41.810448955725995,56332.0
Apr-Jun 2001,1467687.2816932183,5.030760852534427,871857.172081362,217343.76064228383,378486.34896957234,25.787942274251108,215049.0,1458110.3834647588,5.074868175703914,867505.8067543879,214845.16367211827,375759.4130382525,25.770299512261463,214751.0,152775.6460494202,18.586292506208267,126923.39441854338,15932.924904381965,9919.326726494855,6.4927408150420325,*,374323.4514863318,10.113923670950326,271942.9852096994,48189.64058850649,54190.82568812603,14.477005240507825,17934.85235519929,724937.2744774595,4.102864617742117,377726.0499074456,119477.4032417371,227733.82132827683,31.41427946196161,140308.0,215650.90968000668,3.088599662242167,95264.74254567374,33743.79190765828,86642.37522667463,40.177143400525786,55988.0
May-Jul 2001,1472074.4137383094,5.046281821592862,892592.4500978882,207909.76570891638,371572.19793150463,25.241400466155987,206946.0,1461879.555106692,5.091002351211035,886042.6924851581,205854.21194001322,369982.6506815206,25.308695876420423,206597.0,161167.51093234235,19.552271587456264,131751.62093493526,18181.273164665166,11234.616832741915,6.970770205328898,*,366560.9177823097,9.915972961736147,263704.54838836164,46216.34460292158,56640.02479102646,15.451735862540422,17633.27370408306,725869.3025961975,4.114765653826407,397224.03740321496,108438.21931017084,220207.0458828117,30.337010408788885,136246.0,218476.68242745975,3.1166848981854924,99912.24337137645,35073.92863115881,83490.51042492452,38.21483807666553,51997.0
Jun-Aug 2001,1482733.414206515,5.077598896180946,904822.0401589349,210133.68195771857,367777.6920898618,24.804033453759995,202453.0,1473618.4207028858,5.1269519581626914,900654.4485834874,208506.79818761104,364457.17393178743,24.7321266354657,201155.0,162401.89266096026,19.808727313518602,135277.5415025564,16467.45227865058,10656.898879753258,6.562053375819472,*,378089.62465012504,10.16649387272374,270827.8608519473,49036.34596748584,58225.41783069198,15.399898340128315,14883.20583816506,716680.3442141059,4.06661945374343,390402.06489111285,110749.23625009417,215529.04307289893,30.073246017266293,131096.0,225561.55268132404,3.2043869351597998,108314.57291331846,33880.647461488,83366.3323065176,36.95946020743106,55201.0
Jul-Sep 2001,1487350.4850554457,5.093184656528398,904488.4895501395,213675.1180248601,369186.8774804461,24.821780823682825,209024.0,1479294.8172193666,5.14752792233548,901737.1193293447,212420.43768952298,365137.260200499,24.683197422867213,207364.0,163573.63601123303,19.75457271428632,133592.8530810842,21019.00845980369,8961.774470345146,5.478740149622716,*,377496.81185105955,10.186530573858485,271244.9574657559,48105.440898562236,58146.413486741396,15.403153526415188,17980.44105542364,717384.2839497627,4.067388681124359,390312.3695080988,110704.9600126862,216366.95442897765,30.160537283826184,132031.0,228895.75324339038,3.2553265836179737,109338.30949520046,33845.70865380796,85711.73509438193,37.44575156151655,57849.0
Aug-Oct 2001,1487482.9531210472,5.0901882848738085,917802.4593883657,212076.15335206187,357604.3403806197,24.040903435585044,201847.0,1479794.5100811017,5.145939272915915,915267.0592666414,211630.2511560287,352897.1996584317,23.847716507550146,199376.0,162991.5781793961,19.537663418408766,132654.0581121819,22321.732826117095,8015.787241097109,4.917914981027155,*,386938.7564678849,10.381434372490082,284550.0152177034,50882.97642316762,51505.76482701382,13.311089666276088,15827.850031315851,712034.5261314972,4.038581711059129,393000.46911203355,108114.85780621627,210919.19921324728,29.622046610461013,126783.0,225518.0923422692,3.207808851127475,107597.91694644687,30756.586296560876,87163.58909926141,38.650375317547955,58672.0
Sep-Nov 2001,1495267.5855104662,5.106410126123555,935170.9216243234,208569.96729573095,351526.6965904117,23.5092835554517,189524.0,1486365.2657301961,5.15976283079827,929279.5169459214,207635.95005817842,349449.7987260962,23.510358239865386,187870.0,163140.66423435335,19.48971621395283,129635.85012751189,22613.06436439621,10891.74974244524,6.676293610524425,*,397094.60271923395,10.587824776551273,299431.5674745548,47504.172899947254,50158.862344731824,12.631464140094769,19063.82301531595,723368.8541118775,4.104073818184668,406782.4418558953,107384.15414266825,209202.258113314,28.92055096430215,117506.0,211663.46444500124,2.9942513211676918,99321.06216636137,31068.575888719246,81273.8263899206,38.39766423696558,52775.0
Oct-Dec 2001,1519645.7500752779,5.182510178347541,960640.9986460023,209243.08851005934,349761.66291921627,23.015999807974346,181083.0,1510767.8117806003,5.239209707873278,953136.2845297945,208303.85743755643,349327.6698132495,23.122525320520943,179484.0,159051.86503287646,19.123492358234987,128499.92153963362,18911.040231180028,11640.903262062828,7.318935404911235,*,408793.91990832053,10.8604294596335,302173.22540041746,53991.09546699081,52629.59904091229,12.874359543487202,19226.38215666927,732904.8108751993,4.158389586114492,423530.2669633428,105758.29238051639,203616.25153134018,27.78208691087613,110986.0,218895.15425888143,3.0821286652047486,106437.58474260848,30582.660431372096,81874.90908490097,37.40371017444713,51355.0
Nov-Jan 2002,1518179.0593160584,5.183715131121197,947711.8577230953,219823.33633992774,350643.8652530353,23.096344472766,182239.0,1508563.826014235,5.237062504120073,938503.3472572418,218337.9614674943,351722.5172894989,23.315057091007034,179920.0,154844.38013481925,19.026736561434827,121878.64012497223,18819.399629726977,14146.340380120058,9.135843592000679,*,405999.9090521362,10.76577531356795,296888.6383407551,57173.71794475333,51937.55276662774,12.792503547077944,18259.621475083848,740869.9350658454,4.201743378718389,424973.1008899204,114453.15256020974,201443.68161571532,27.190154719642102,108667.0,216464.83506325752,3.061739511388707,103971.4783674477,29377.066205237672,83116.29049057221,38.39713294137736,55611.0
Dec-Feb 2002,1507644.6407660113,5.147523051940337,947138.2285871366,217955.22707516418,342551.1851037107,22.72095000647272,183039.0,1498145.3496251889,5.200264557437293,940788.6728697298,216937.18379791366,340419.49295754544,22.722728007847355,180333.0,152426.05761409624,18.627738707161136,125025.72217257656,16182.060465090974,11218.274976428696,7.359814425451123,*,399989.34071907453,10.645136459389214,291147.0716394431,57148.5680894712,51693.70099016022,12.923769642768152,17705.37806777722,733941.56393519,4.162166003113992,424295.1812162156,117458.87361132965,192187.50910764476,26.185669071143614,107460.0,221287.67849765066,3.1258252201719654,106670.25355890131,27165.72490927236,87451.700029477,39.51946200674045,57664.0
Jan-Mar 2002,1515089.1315524462,5.168867364940166,955346.9662501113,225301.91823297268,334440.24706936214,22.073965161816965,178526.0,1503454.600437165,5.215367342033215,948720.9985845701,224146.87089655982,330586.7309560351,21.988474468062368,175344.0,155202.35225538598,19.01557032095937,129449.54132191194,15542.546822723187,10210.264110750843,6.578678713547988,*,406399.7954124464,10.794568132011696,297042.9445258056,62899.82710404912,46457.02378259159,11.431360031922102,15635.41510291646,731339.8464661711,4.142891021429999,420184.23161363724,118086.55509677425,193069.0597557596,26.399362852806107,106843.0,222147.13741844276,3.138605036584892,108670.24878875658,28772.989209426116,84703.8994202601,38.12963804287489,55511.0
Feb-Apr 2002,1522333.5393516866,5.181791259806218,962344.6926261109,221528.06715816812,338460.7795674077,22.23302389511482,181714.0,1509885.98722313,5.225899189230112,957415.6260087376,220580.45519123127,331889.90602316125,21.98112366308853,178959.0,157698.74108745542,19.14014371602796,129591.86140785123,16996.3649540256,11110.514725578603,7.045404832634025,*,398630.91188013286,10.538789043569713,288213.863610014,64570.564319853,45846.48395026579,11.500985644598403,16144.069675328581,736851.4656805907,4.1701143961434175,430369.9973169563,110529.82351272106,195951.6448509134,26.593099692069316,107736.0,229152.42070350755,3.2264640227962507,114168.97029128924,29431.31437156846,85552.13604064992,37.33416202979714,56268.0
Mar-May 2002,1542318.0510825037,5.240599804407861,973974.910549428,230112.21057883798,338230.9299542378,21.930037693382655,183037.0,1527907.892285266,5.279547502720776,967081.8494513844,228864.02216168676,331962.02067219483,21.726572809024823,179929.0,163077.75780987096,20.053485867157807,131486.93470173934,21420.009166903397,10170.813941228229,6.236787945714935,*,394579.8232341553,10.389746906064433,280417.2465939192,69869.0705057984,44293.506134437725,11.2254868410118,13988.92343433217,741711.9848205555,4.193426273178537,434990.19269541535,112714.1866180806,194007.6055070596,26.15673057433424,111953.0,242948.485217922,3.4066028825622,127080.53655835413,26108.944288055576,89759.00437151227,36.945694183274895,56030.0
Apr-Jun 2002,1519523.7073273403,5.1592541023510545,976426.2299498279,218088.4943987861,325008.98297872633,21.38887214536311,178775.0,1506393.7998829505,5.201034087078049,968843.7694006462,216802.43518688378,320747.59529542044,21.29241339949375,175230.0,160703.90287285484,19.991145116896387,129568.80404428826,21398.18194524775,9736.916883318805,6.0589174931379395,*,388133.5609628864,10.238358784642667,287001.2650972579,57372.40635016706,43759.88951546141,11.27444104727799,12571.32339821563,727485.2872072528,4.109876916440471,434036.1017228461,110582.30988929898,182866.87559510776,25.136848649835436,108096.0,243200.95628434632,3.398256378009957,125820.05908543569,28735.59621407229,88645.30098483835,36.44940477996962,57211.0
May-Jul 2002,1526845.6293584658,5.1872808836048145,987293.3621117992,218405.56334008963,321146.703906577,21.033344676862527,176723.0,1513942.7785964697,5.230563230769746,978825.5659664937,217571.8899275913,317545.3227023848,20.974724222851503,173954.0,156649.27077408848,19.347108424650987,129182.71091546805,19129.629363357348,8336.930495263066,5.322035943139601,*,397800.4861345304,10.537717943426147,295716.36289660993,56664.98342700242,45419.139810918015,11.417567698888613,13186.19250722887,724437.0515085009,4.097737027325211,434252.44641844096,110921.00153077647,179263.60355928337,24.745228475821516,107624.0,247958.82094134635,3.4579133637628887,128141.8418812803,31689.949018953397,88127.03004111258,35.54099414836251,55829.0
Jun-Aug 2002,1539080.9320342555,5.219396454698693,994565.917721204,217707.9121828408,326807.1021302108,21.23391274156446,176866.0,1527052.410580377,5.264509905313564,989331.3875337876,216464.68786866358,321256.335177926,21.037675783231837,173991.0,158273.56983833935,19.575297412329718,133479.599867481,16886.83383007416,7907.136140784191,4.995866428526596,*,405130.1390687896,10.666806808393602,304979.4018236383,52961.35492757272,47189.38231757854,11.647956487770946,16359.33380866189,729788.742013945,4.123265395704879,442833.73171520827,111121.1225123574,175833.8877863792,24.093806558476523,100944.0,245888.4811131818,3.4237508549452946,113273.18431487639,36738.60091283654,95876.6958854688,38.991942791064304,59547.0
Jul-Sep 2002,1566028.43074581,5.308408763296217,1011865.9858946053,218626.69653140576,335535.74831979885,21.42590400865215,177023.0,1553429.9111231873,5.3543916971864665,1007503.2904160508,217422.843189713,328503.7775174235,21.146997052471015,173942.0,162782.74461281113,19.98249939142975,133263.7343552881,21075.82272422588,8443.187533297145,5.186782882534504,*,398446.5691689146,10.518483477628155,293159.43335250136,52312.3597829984,52974.776033414804,13.295327437229624,18180.69337154437,752272.1513964549,4.254259016801008,464971.9274401654,111177.24810481092,176122.97585147855,23.412135558193754,99697.0,252526.96556762935,3.499826959669182,120470.89074665043,34061.26591937056,97994.80890160831,38.805681080963325,58676.0
Aug-Oct 2002,1545649.231810633,5.227359252898883,992860.4616016783,224041.92536260004,328746.8448463549,21.26917531355081,171890.0,1534247.3145546252,5.2771320123810135,987805.7053403241,222135.67550286837,324305.9337114325,21.137787280766716,169687.0,165720.3936212057,20.32805870529296,130803.13043728366,26015.36496634844,8901.89821757361,5.37163714317567,*,390118.8871703438,10.23150448074793,291532.2216842105,48701.35820344354,49885.30728268966,12.787206393549322,16048.26469220251,745174.6717625996,4.207870726221845,452743.7633573717,112776.99638970003,179653.91201552792,24.108966504535555,98624.0,244635.27925648415,3.383035072093927,117781.34612281245,36548.20580310804,90305.72733056375,36.91443343945665,56984.0
Sep-Nov 2002,1531642.5278659796,5.176085560712304,984180.6802403393,229254.44232924952,318207.40529639076,20.775566067608843,159672.0,1523418.7768801623,5.236738999360029,979194.8888176656,227121.6626701065,317102.22539239,20.81517112725823,158277.0,169093.32309652146,20.535099172946808,129893.55800731858,28967.447711385023,10232.317377817824,6.051284101843002,*,399307.45301445853,10.479285475791453,301038.87505352654,46338.11941377139,51930.45854716058,13.005131297982617,15316.41943455366,724287.5255213104,4.09178138904126,435908.8866584888,118207.79374097867,170170.84512184298,23.49492972412599,89833.0,238954.22623368909,3.293268966004596,117339.36052100529,35741.081463114446,85873.78424956939,35.93733645270947,54879.0
Oct-Dec 2002,1515743.777315139,5.1163478421303195,972532.200518307,234957.89381922747,308253.6829776046,20.336793565705364,150753.0,1507530.4271661993,5.1759864001306966,966109.0527320743,231830.85501455748,309590.5194195678,20.536270037449576,149948.0,177992.08268223435,21.222687124556966,141282.39532171603,27227.202259930054,9482.48510058831,5.327475783019629,*,391961.721357916,10.277104324750445,298156.6463417166,47179.302607893565,46625.77240830592,11.895491285928417,14298.63124434422,702896.5520055951,3.973224635697538,415990.9026313432,119716.81584338119,167188.83353087073,23.785695498694082,82602.0,242893.42126939347,3.3355087663141436,117102.25622353127,40834.57310802266,84956.59193783966,34.97690118317951,54634.0
Nov-Jan 2003,1480441.6556630486,5.008082142363434,960898.7898029345,217808.39116716472,301734.47469294944,20.38138237591072,147331.0,1472581.2812116602,5.067162731406033,953154.5698115227,215607.66434021402,303819.04705992364,20.631733605219885,145420.0,177247.65484641545,21.223428775516606,141974.41881302232,25207.675953750528,10065.560079642593,5.678811428204435,*,383554.9030892347,10.099198301779806,293136.63809031015,42970.63740681297,47447.62759211163,12.370491736634861,16784.44574586311,676204.2907369488,3.8332748689868663,403894.72491768,112065.86378582369,160243.70203344512,23.697528132926585,77122.0,243434.8069904496,3.340377698346403,121893.00798192198,37564.21402077754,83977.5849877501,34.4969505494934,53607.0
Dec-Feb 2003,1516570.37329318,5.1279280809228185,980616.0739562905,220525.37735883283,315428.9219780567,20.798831859883542,155370.0,1504475.977798215,5.176625479814073,974312.4324228216,218697.11109651555,311466.4342788779,20.702652543160298,151704.0,178023.8486019597,21.143940727203308,140547.90190417267,26980.739860985006,10495.206836801986,5.895393745962671,*,404121.99657142546,10.635809182102381,306365.4060376313,49767.15721923067,47989.433314563474,11.874986692559734,20183.12268204095,691297.0142386312,3.9174085595353256,416850.6129309685,104513.08679018635,169933.3145174766,24.581809412938778,79148.0,243127.51388116335,3.336762794501648,116852.15308351793,39264.393488430826,87010.96730921467,35.788202626768175,54639.0
Jan-Mar 2003,1530844.6169135782,5.166500553911597,988533.9753239944,215276.058270793,327034.5833187908,21.363016187635267,163589.0,1519457.750620212,5.219730828518389,983103.2956206184,214056.73951629325,322297.7154833004,21.211364077200894,159837.0,170856.09709626227,20.483923152075775,131640.6547317697,27547.335260049796,11668.107104442774,6.829201475829587,*,422143.0646252772,11.090588155926149,320962.29719364643,49546.60440728252,51634.163024348294,12.23143700588384,21283.1160115924,695693.8253541618,3.9376142408121977,421873.9097934335,98190.81124527137,175629.10431545688,25.245172217253494,88569.0,242151.629837877,3.3072308651182563,114057.11360514478,39991.30735818932,88103.20887454286,36.383487872259565,52938.0
