Quarter,JN5P,YBTO,YBVH,YCAS,JN5Y,AGNR,AGOS,AGPT,JN69,AGNH,AGOJ,AGPK,YBUA,YBVK,LWEX,AIWY,AIYA,AIZB,AIWG,AIXR,AIYS,JN5Q,YBTR,YBVN,YCAV,JN5Z,AGNS,AGOT,AGPU,JN6A,AGNI,AGOK,AGPL,YBUD,YBVQ,LWFA,AIXA,AIYB,AIZC,AIWH,AIXS,AIYT,JN5R,MGUQ,MGVF,MGVU,JN62,AGNT,AGOU,AGPV,JN6B,AGNJ,AGOL,AGPM,AIVZ,MGWY,AIYL,AIXB,AIYC,AIZD,AIWI,AIXT,AIYU
Jun-Aug 2007,1574971.0,521000.5999825718,205211.6468213884,848758.7531960397,1221315.689731739,338731.0421091395,128174.29104122624,754410.3565813734,353655.3102682608,182269.55787343235,77037.35578016215,94348.39661466627,33.08001226578596,28.25780585834501,53.89043691572986,27.734929220760403,27.451879843905758,61.77029927021399,51.538758950112765,29.7089478620981,26.678065866761468,5585627.0,3595376.841026077,499515.7661115795,1490734.392862343,1574725.068617051,618375.8483983111,87950.85920374986,868398.3610149901,4010901.9313829485,2977000.992627766,411564.90690782963,622336.0318473529,64.36836618388728,12.198507116911733,26.688756568642034,39.268813377142635,12.451866573520636,55.14603014338443,74.22273203277507,12.145695822655677,15.516111899369553,7160598.0,4116377.4410086493,704727.4129329679,2339493.1460583825,2796040.75834879,957106.8905074506,216125.1502449761,1622808.7175963635,4364557.241651209,3159270.5505011985,488602.2626879917,716684.4284620192,57.48650379491558,14.61755000737642,32.67175654963989,34.23079179549131,18.421347417887514,58.039522948682546,72.38467444881022,13.394169361426453,16.42055284835448
Jul-Sep 2007,1575898.0,514849.35783329606,211819.39285992162,849229.2493067824,1215213.329051301,327840.16734727076,131112.9098568855,756260.2518471448,360684.67094869906,187009.1904860253,80706.48300303612,92968.99745963764,32.670220904734705,29.149374134755764,53.88859236491083,26.977993041206243,28.567824548774624,62.232715340404134,51.84838878628807,30.14634218131935,25.775699647867988,5591034.0,3616007.869275354,487546.4400878046,1487479.690636841,1568725.3492007812,621824.2219837088,87442.2985167192,859458.8287003532,4022308.6507992186,2994183.6472916454,400104.14157108543,628020.861936488,64.67511857869857,11.881076825896043,26.604733411330372,39.63882028810905,12.32855294720857,54.78708106159066,74.43943036784887,11.78757272391278,15.613442837403898,7166932.0,4130857.22710865,699365.8329477262,2336708.9399436237,2783938.6782520823,949664.3893309796,218555.2083736047,1615719.080547498,4382993.321747918,3181192.8377776705,480810.62457412155,720989.8593961257,57.637734348653645,14.478955200457422,32.60403391498097,34.11225961080557,18.708401126212937,58.03716486894531,72.5803715463802,13.129715182337321,16.449713847809335
Aug-Oct 2007,1576889.0,529417.9919946829,201442.86254126165,846028.1454640555,1207915.894220525,338221.66714686214,117639.16245192486,752055.064621738,368973.105779475,191196.32484782077,83803.7000893368,93973.08084231743,33.57357378957447,27.5624096284602,53.65172472279631,28.000431881486133,25.80593786824405,62.26054878655633,51.81849892390085,30.47406999635271,25.46881584873087,5596305.0,3628352.9942085007,484656.52455815533,1483295.4812333444,1555028.1201883298,609661.1490646205,85334.72352271131,860032.2476009981,4041276.8798116706,3018691.8451438798,399321.801035444,623263.2336323464,64.83479714219473,11.7835011649447,26.5049078138762,39.20579577627087,12.278450403601255,55.30653989053519,74.69648665311335,11.682861520515237,15.422433358770299,7173194.0,4157770.9862031834,686099.3870994169,2329323.6266974,2762944.014408855,947882.8162114825,202973.88597463618,1612087.3122227362,4410249.985591145,3209888.169991701,483125.50112478086,717236.3144746638,57.96261729716474,14.164280507606305,32.47261438485283,34.30698600001443,17.63676447198644,58.346723777812414,72.78245406674948,13.082147648230102,16.262940123983157
Sep-Nov 2007,1577902.0,542375.2776759457,191735.73246031953,843790.9898637347,1201025.001993916,342690.86940306844,103712.52042195777,754621.6121688897,376876.9980060838,199684.40827287722,88023.21203836173,89169.37769484491,34.37319159719334,26.118084296914397,53.47550037098215,28.533200294260354,23.232915068725013,62.8314656993887,52.983973373098706,30.5946752272808,23.66007428593598,5601856.0,3629359.909510319,489755.19011335564,1482740.900376326,1547249.382033418,597376.1568690478,87564.09146796472,862309.1336964053,4054606.6179665825,3031983.752641271,402191.09864539094,620431.7666799206,64.78852561562309,11.889815610107618,26.468743580276353,38.60891229337363,12.78419419512348,55.73174846340193,74.77874029026853,11.711433344598177,15.301897943210877,7179758.0,4171735.1871862644,681490.9225736752,2326531.8902400606,2748274.384027334,940067.0262721163,191276.61188992253,1616930.7458652952,4431483.615972666,3231668.160914148,490214.31068375264,709601.1443747655,58.10411976540525,14.042018796593519,32.4040432872537,34.205719477490376,16.907030316683194,58.834400060733294,72.92519708898504,13.171138917594325,16.012721830158796
Oct-Dec 2007,1578835.0,555504.8195539599,185207.6015409849,838122.5789050553,1210580.91662906,365349.8250751471,105258.29115698049,739972.8003969323,368254.0833709403,190154.9944788128,79949.31038400442,98149.77850812307,35.18447586694999,25.00398214832217,53.08487453755809,30.17971124908255,22.36644195593554,61.125430793790635,51.63690046235572,29.599421017969252,26.6527332459359,5607164.0,3622588.2748465026,487581.4537983412,1496994.2713551563,1572120.6613445538,589272.8297978105,87632.48999185207,895215.3415548913,4035043.338655446,3033315.445048692,399948.9638064892,601778.929800265,64.60642625838129,11.862805820408315,26.6978863353231,37.48267192760101,12.946048351205516,56.943170048363825,75.17429654322997,11.649232805225502,14.913815770831082,7185999.0,4178093.0944004627,672789.0553393262,2335116.850260211,2782701.5779736135,954622.6548729576,192890.78114883255,1635188.1419518236,4403297.4220263865,3223470.439527505,479898.2741904936,699928.708308388,58.14213297831606,13.869416625085726,32.49536842769128,34.30560655261215,16.809457309497656,58.762612379821945,73.20583032622112,12.958425457688213,15.8955582879133
Nov-Jan 2008,1579841.0,551862.216404659,175666.88391209865,852311.8996832424,1221226.521689504,364452.0395568264,97839.61680446395,758934.8653282137,358614.478310496,187410.17684783257,77827.2671076347,93377.03435502877,34.93150363895221,24.145684871658794,53.94922018628725,29.843115350346782,21.16404556693974,62.145298341397506,52.259512145398915,29.342488732737802,26.03827787292541,5612534.0,3637123.0689488477,497305.69597469317,1478105.2350764596,1579862.356287517,610759.0971129327,88690.88167932021,880412.3774952639,4032671.6437124833,3026363.971835915,408614.8142953729,597692.8575811957,64.80358192839184,12.028401606379836,26.335791196569314,38.659006886406345,12.680089265634637,55.727157115391066,75.04612919711559,11.895701246981599,14.82126268606781,7192375.0,4188985.285353507,672972.5798867918,2330417.1347597023,2801088.877977021,975211.1366697592,186530.49848378415,1639347.2428234778,4391286.122022979,3213774.1486837473,486442.0814030076,691069.8919362244,58.242031114249556,13.841596298028195,32.4012184398019,34.8154299685795,16.056108590713553,58.525356182465494,73.18525961144215,13.146315003099227,15.737300479474614
Dec-Feb 2008,1580836.0,545523.9044125422,174384.12328117638,860927.9723062818,1227553.979996526,359532.8925273101,101368.09850912663,766652.9889600892,353282.02000347455,185991.01188523218,73016.02477204971,94274.98334619263,34.508570428086294,24.22311136602123,54.4602964701134,29.28856069761817,21.99346507829768,62.45370887578067,52.64661130600504,28.190749453909454,26.685474495776905,5618060.0,3641281.674942473,495940.09880305524,1480838.2262544723,1593312.2895734687,623859.4757451265,93213.68608703863,876239.1277413038,4024747.7104265317,3017422.199197347,402726.4127160166,604599.0985131685,64.81386234647677,11.987273729202785,26.35853348405806,39.154877535786426,12.99918767687136,54.994813852585914,74.97171043492733,11.775114429624619,15.022037206130737,7198896.000000001,4186805.5793550154,670324.2220842317,2341766.198560754,2820866.269569995,983392.3682724365,194581.7845961653,1642892.116701393,4378029.730430007,3203413.211082579,475742.4374880663,698874.0818593611,58.158995203639776,13.800829903405171,32.52951839505327,34.8613608124834,16.51834075665581,58.240694868240986,73.1702023130835,12.930750501759627,15.963210048615142
Jan-Mar 2008,1581826.0,539968.6056306725,172154.7053690566,869702.6890002708,1228995.756505775,354303.1324312916,102916.27009391124,771776.3539805722,352830.24349422497,185665.473199381,69238.43527514534,97926.33501969866,34.13577761591177,24.17484482109898,54.98093273218867,28.8286701199547,22.50916508037698,62.79731641831309,52.621756956166344,27.162563214312048,27.75451844770826,5623386.0,3633994.3672134466,504848.4744672438,1484543.1583193098,1595242.160536442,630068.9632830616,94761.37871218816,870411.8185411922,4028143.8394635576,3003925.4039303847,410087.09575505566,614131.3397781175,64.62288676632632,12.19781696910812,26.399453253241195,39.496759731524676,13.073594360210874,54.562989875373745,74.57343937177845,12.011880325360268,15.246013157760116,7205212.0,4173962.972844119,677003.1798363004,2354245.8473195806,2824237.917042217,984372.0957143533,197677.64880609943,1642188.1725217644,4380974.082957784,3189590.877129766,479325.531030201,712057.6747978162,57.929773236986215,13.956048311370301,32.67420649551437,34.854432403671986,16.723293560398808,58.14624053491938,72.80551805904173,13.064498552328482,16.253409888174357
Feb-Apr 2008,1582808.0,543541.9678603767,184044.13205485124,855221.9000847719,1229666.8453028877,359782.71736183565,109931.67837756431,759952.4495634879,353141.154697112,183759.25049854102,74112.45367728693,95269.45052128402,34.340360161205695,25.295168788449164,54.03194197178508,29.25855232546463,23.403940644509223,61.801491393085314,52.03563732359397,28.740048821624075,26.977725267675574,5628771.0,3616684.6403749967,510428.43378435774,1501657.9258406449,1615745.2583536617,642490.2512269889,95458.89706625005,877796.1100604229,4013025.7416463373,2974194.3891480076,414969.53671810764,623861.815780222,64.25354025550153,12.367687160796441,26.6782558011446,39.76432843638013,12.935701231857443,54.32763026981365,74.11351385769704,12.244009018007604,15.54592110650862,7211578.999999998,4160226.608235373,694472.5658392089,2356879.825925417,2845412.10365655,1002272.9685888246,205390.57544381436,1637748.5596239108,4366166.896343449,3157953.639646549,489081.99039539456,719131.266301506,57.68815134986905,14.305161678150563,32.681883203739666,35.22417604468735,17.00726799767199,57.55751715258719,72.32782700751208,13.410397923361389,16.470540026854213
Mar-May 2008,1583691.0,537329.7593798471,182151.5955479753,864209.6450721774,1226076.6213040282,349747.4372468414,110086.33921316752,766242.8448440193,357614.3786959717,187582.32213300574,72065.25633480778,97966.80022815813,33.92895201019941,25.317069622498913,54.56933486849249,28.525740656799876,23.940463891247354,62.49551060104712,52.45379752822525,27.755027318208214,27.394536144041698,5634206.0,3638338.703386673,496997.33709641045,1498869.959516916,1588979.0179644641,627804.0906006239,78412.033039408,882762.8943244321,4045226.9820355354,3010534.612786049,418585.3040570024,616107.0651924837,64.57589061150183,12.018305942516632,26.60303793501544,39.50990437903089,11.103121327115957,55.55535248384093,74.4218958826178,12.206785245421345,15.230469586219908,7217896.999999999,4175668.4627665197,679148.9326443858,2363079.6045890935,2815055.6392684923,977551.5278474654,188498.37225257553,1649005.7391684514,4402841.360731507,3198116.9349190546,490650.56039181026,714073.8654206418,57.8515939305662,13.989175644100687,32.73917048953585,34.725833273458406,16.165549367690303,58.5780869182733,72.63756908079255,13.301205918115514,16.218478180690177
Apr-Jun 2008,1584723.0,527748.3038055331,186408.29210440654,870566.4040900603,1232764.649940849,347940.1980850218,108303.37418561293,776521.0776702142,351958.350059151,179808.1057205113,78104.91791879361,94045.3264198461,33.30224296647005,26.101879219766243,54.93492579397537,28.22438152340893,23.73806027482388,62.990212909453035,51.08789312436891,30.283433080147375,26.72058395660753,5639581.0,3605176.934884265,518588.5105608455,1515815.5545548894,1608363.337507567,619712.6046752858,94280.12046238108,894370.6123699001,4031217.6624924336,2985464.3302089795,424308.39009846444,621444.9421849893,63.92632599627996,12.575606382599924,26.878159114212373,38.53063485242309,13.204633204659427,55.60749810150981,74.05862397326167,12.44389069017499,15.415812149442724,7224304.0,4132925.238689798,704996.802665252,2386381.95864495,2841127.9874484157,967652.8027603077,202583.494647994,1670891.6900401143,4383176.012551584,3165272.4359294907,502413.30801725807,715490.2686048354,57.20862852241265,14.57230597431847,33.0326901891857,34.05875437626256,17.31133234344649,58.810856019926185,72.21413027597964,13.698373936383593,16.323557770802964
May-Jul 2008,1585680.0,528169.5506868574,185788.75865700934,871721.690656133,1226658.124113198,343577.4431001366,102090.92060838616,780989.7604046752,359021.8758868019,184592.1075867208,83697.83804862318,90731.9302514579,33.30870987127651,26.022353998197833,54.97462859190587,28.00922574482788,22.907374389077333,63.66808689823703,51.415281347625175,31.196785198348113,25.271978212287355,5645005.0,3594418.337290455,529919.4560954067,1520667.2066141372,1604572.416239837,608556.8250733616,97707.70009158683,898307.8910748885,4040432.5837601623,2985861.5122170937,432211.7560038199,622359.3155392488,63.67431627235858,12.848594917352079,26.938279179808294,37.9264169640568,13.834434069694657,55.98425362315449,73.8995503654302,12.644894421142219,15.403284243393072,7230684.999999999,4122587.887977313,715708.2147524159,2392388.8972702706,2831230.5403530346,952134.2681734982,199798.62069997302,1679297.6514795637,4399454.459646964,3170453.6198038147,515909.594052443,713091.2457907067,57.01517751053065,14.792567456725497,33.086614854198054,33.62969756799719,17.34464070171357,59.31334900301574,72.06469913222442,13.995083070307565,16.208628872770035
Jun-Aug 2008,1583656.0,522262.912804158,191909.19605608832,869483.8911397536,1225324.5871156948,342293.72982481867,103713.65496610627,779317.2023247699,358331.4128843051,179969.18297933936,88195.54108998204,90166.6888149837,32.978305440332875,26.871561305069434,54.903583299640424,27.9349433957371,23.253797695462858,63.600878536128405,50.22422721209937,32.88856929115822,25.162931736631172,5648873.0,3569205.6321601933,545417.8613382976,1534249.5065015093,1613542.227254089,596590.5427888596,108427.82298011363,908523.8614851156,4035330.7727459115,2972615.089371334,436990.038358184,625725.6450163936,63.184384427835305,13.255595857072011,27.16027615599624,36.97396527416154,15.379432401289279,56.306171982324436,73.66471936942521,12.816441258967103,15.506179796770603,7232529.000000001,4091468.5449643517,737327.057394386,2403733.397641263,2838866.8143697837,938884.2726136782,212141.4779462199,1687841.0638098856,4393662.185630216,3152584.2723506726,525185.5794481661,715892.3338313773,56.5703717878539,15.269378083309665,33.23503296898309,33.072501600329794,18.43064569520074,59.45474635394542,71.75299645615502,14.280001212998464,16.29375003323546
Jul-Sep 2008,1581643.0,519838.0474404022,187239.78961224254,874565.1629473551,1234592.845782563,342895.16654025443,103102.5075418105,788595.1717004982,347050.1542174366,176942.88090014778,84137.28207043203,85969.9912468568,32.86696476008822,26.48078893162956,55.29472598730276,27.77394731482554,23.117274715392195,63.87491830965833,50.984815523028985,32.22660853015979,24.771633206938194,5652737.0,3577098.721618949,566180.864212257,1509457.414168794,1593139.274847786,592556.7726818477,111722.79525550855,888859.7069104296,4059597.725152214,2984541.9489371013,454458.06895674847,620597.7072583643,63.28082699794717,13.665041242894358,26.70312477245614,37.19428564953699,15.863415657891974,55.79296932437714,73.51816980400923,13.214831828790526,15.287172505130295,7234380.0,4096936.769059351,753420.6538244996,2384022.577116149,2827732.120630349,935451.9392221022,214825.30279731905,1677454.8786109278,4406647.87936965,3161484.8298372487,538595.3510271804,706567.6985052212,56.63148423305593,15.533301737102544,32.95406900268094,33.08134926916536,18.67595871236857,59.32156254733899,71.7435319631094,14.556315666147302,16.03413110934319
Aug-Oct 2008,1579700.0,507844.39748713037,189789.83117868923,882065.7713341804,1251283.902178037,346023.3493762376,106671.49980666378,798589.0529951355,328416.097821963,161821.0481108928,83118.33137202545,83476.71833904478,32.14815455384759,27.204776282501214,55.83754961917962,27.653464475482735,23.56366545791324,63.82157171566566,49.27317789355659,33.93424591321052,25.417973994776016,5656575.0,3556538.5778163876,577346.1355586727,1522690.2866249392,1615785.736620136,598663.5124894173,107322.30404049586,909799.9200902227,4040789.2633798635,2957875.06532697,470023.8315181769,612890.3665347166,62.87441743133234,13.966188599568019,26.91894453136287,37.050921970736546,15.201764897772351,56.30696567437967,73.20042874131218,13.711718042523408,15.167590452912478,7236274.999999999,4064382.9753035177,767135.966737362,2404756.05795912,2867069.638798173,944686.861865655,213993.80384715964,1708388.9730853583,4369205.3612018265,3119696.113437863,553142.1628902024,696367.0848737613,56.166784364932475,15.877738987261763,33.231960614530536,32.94956108082717,18.46874727261559,59.586587990987404,71.40191077170462,15.060346284650695,15.93807173856926
Sep-Nov 2008,1577665.0,501234.56692975864,192991.0627533996,883439.3703168416,1252987.918190075,339613.3533641627,111541.49389190812,801833.0709340042,324677.08180992503,161621.21356559597,81449.56886149151,81606.29938283755,31.770658975749516,27.799472462789936,55.99663872348323,27.10427997220674,24.72354992311506,63.99367937180447,49.77906437517308,33.5085805246558,25.13460418207532,5660398.0,3551428.735164468,596656.3913887229,1512312.8734468087,1641526.315714141,610873.0427678137,110170.4063670052,920482.8665793221,4018871.684285859,2940555.6923966547,486485.9850217177,591830.0068674865,62.74167885658337,14.383899394188868,26.717430001332215,37.21372218769793,15.279302030855263,56.07481633207134,73.16868821402001,14.195508278387582,14.7262727790388,7238062.999999999,4052663.3020942267,789647.4541421225,2395752.24376365,2894514.233904216,950486.3961319763,221711.90025891332,1722315.9375133263,4343548.766095784,3102176.905962251,567935.5538832091,673436.306250324,55.99099237039283,16.307244493244177,33.09935605373495,32.83750983148316,18.914197447782307,59.50276275512421,71.42033100161682,15.474609023482719,15.504287911003356
Oct-Dec 2008,1575626.0,487975.77203389653,191261.6577573634,896388.5702087402,1252336.975252787,327466.0842805968,111332.38257647271,813538.5083957174,323289.0247472132,160509.68775329972,79929.27518089069,82850.06181302277,30.970279243544883,28.158291838560935,56.89094811895337,26.148400211093108,25.372099263222168,64.96162969487528,49.648975209970644,33.2430626906205,25.627242334565814,5664205.0,3543701.7723297523,606453.7855941425,1514049.4420761056,1660445.4574876018,622731.5477922613,103788.43963390641,933925.4700614341,4003759.5425123987,2920970.224537491,502665.34596023604,580123.9720146715,62.563091772450896,14.612796487501292,26.730131449622775,37.50388457411352,14.28569639241396,56.24547713085044,72.95568561304142,14.682209470301732,14.48948084556142,7239831.000000001,4031677.5443636486,797715.4433515058,2410438.012284846,2912782.4327403884,950197.6320728582,215120.82221037912,1747463.9784571514,4327048.567259612,3081479.9122907906,582594.6211411267,662974.0338276944,55.68745381437286,16.51792358544246,33.29411988048956,32.62164799514045,18.460260490999893,59.9929455360355,71.21435926572788,15.90018477586605,15.321622198651824
Nov-Jan 2009,1573672.0,496001.3927831254,197837.784371798,879832.8228450764,1255077.046937931,331426.1128797536,115382.23466019629,808268.6993979812,318594.9530620688,164575.27990337176,82455.54971160172,71564.12344709533,31.518727713470497,28.513492879290652,55.909542957177635,26.40683404165099,25.823652421775712,64.39992679094493,51.65658725024089,33.378647450651506,22.462415916912878,5668086.0,3534229.7425076542,614052.6131435519,1519803.6443487937,1645704.1196746528,602791.7712512449,104255.60126629905,938656.7471571089,4022381.880325347,2931437.97125641,509797.0118772527,581146.8971916848,62.35314253361107,14.8025751503397,26.813348356902022,36.628198474122655,14.745207367800825,57.03678662132027,72.87816170799036,14.814362122200112,14.447830029123917,7241758.0,4030231.13529078,811890.3975153498,2399636.46719387,2900781.166612584,934217.8841309985,219637.83592649538,1746925.4465550901,4340976.833387416,3096013.251159781,592252.5615888544,652711.0206387802,55.65266245144866,16.767245349268197,33.13610406746359,32.20573460982376,19.035121298835467,60.2225864764242,71.32065822944863,16.057751573699218,15.036040174613113
Dec-Feb 2009,1571639.0,490746.08150113956,186864.06107886817,894028.8574199926,1261235.4464685682,337208.8847929094,108181.6629857608,815844.898689898,310403.5535314322,153537.19670823016,78682.39809310735,78183.95873009466,31.225114768794842,27.576927990980383,56.88512803639975,26.736394519919887,24.289169028239005,64.68616949945753,49.46373679084919,33.88275574264944,25.187842677895645,5671939.0,3481551.304307518,623826.5131024797,1566561.1825900022,1659857.488199654,590073.7105660837,104138.09416875786,965645.6834648123,4012081.511800346,2891477.593741434,519688.4189337219,600915.4991251898,61.38203010130253,15.195349632790672,27.619499832244355,35.54966102578484,15.000910883175491,58.17642118855573,72.06926342939474,15.234920171069716,14.977649316390393,7243578.000000001,3972297.385808658,810690.5741813479,2460590.040009995,2921092.9346682224,927282.5953589932,212319.75715451868,1781490.5821547103,4322485.0653317785,3045014.7904496645,598370.8170268292,679099.4578552846,54.838884675621046,16.949458810325794,33.969262704287786,31.744371579342236,18.631038860724118,60.98712440852388,70.44592970076441,16.423483031796813,15.71085724047862
Jan-Mar 2009,1569613.0,475678.23841364216,195904.83183354588,898029.9297528119,1265204.8397018642,330793.9111015318,118825.0168692887,815585.9117310436,304408.1602981357,144884.3273121103,77079.81496425718,82444.01802176825,30.30544716523386,29.170603088824087,57.21346151903761,26.1454825907464,26.427939189650896,64.46275623820964,47.595415040848884,34.726246398972464,27.083379742850195,5675725.0,3438547.7876612097,667735.5202443807,1569441.6920944103,1644717.862602632,580961.9823149496,102743.19405840503,961012.6862292774,4031007.1373973684,2857585.80534626,564992.3261859756,608429.0058651329,60.58341071248536,16.261311511527424,27.6518276007807,35.32289613463702,15.027412049649232,58.4302455807559,70.8901202092951,16.507799222483705,15.093721869665726,7245338.000000001,3914226.026074852,863640.3520779265,2467471.6218472226,2909922.7023044964,911755.8934164814,221568.21092769373,1776598.5979603212,4335415.297695504,3002470.13265837,642072.1411502328,690873.0238869012,54.02406383352788,18.075858212088125,34.05599051206752,31.33264992552626,19.5502954607949,61.05311995240817,69.2544987386638,17.61736023106291,15.935567332018591
Feb-Apr 2009,1567638.0,453248.6102369233,191933.05945282176,922456.3303102549,1271170.2655582612,317271.7228847286,118012.33251520172,835886.2101583309,296467.73444173887,135976.8873521947,73920.72693762004,86570.12015192414,28.912836396982165,29.748684513172634,58.843708197316914,24.959026456254623,27.11156796376893,65.75721858874931,45.86566143808024,35.21751649618777,29.20052002115486,5679572.0,3406692.2282857923,692333.4946978255,1580546.2770163824,1651314.7440254362,574866.1766218567,110354.01220323678,966094.5552003428,4028257.255974564,2831826.0516639357,581979.4824945887,614451.7218160396,59.981495582515585,16.89019639022628,27.828615906557435,34.8126351261478,16.10489795877939,58.50456787209922,70.299036822037,17.04782175408952,15.253537268621741,7247210.0,3859940.838522716,884266.5541506473,2503002.6073266375,2922485.009583697,892137.8995065853,228366.34471843851,1801980.7653586734,4324724.990416303,2967802.9390161303,655900.2094322088,701021.8419679638,53.26105961497895,18.63886801231012,34.5374648633976,30.526688642747523,20.38067645842644,61.659196178917696,68.62408466648989,18.10027429297192,16.209628208069777
Mar-May 2009,1565642.0,445170.7158918554,200425.89458683712,920045.3895213074,1267664.904698954,311306.8347814884,128520.09596607051,827837.9739513951,297977.0953010459,133863.88111036707,71905.79862076661,92207.41556991223,28.433748959970124,31.045066119263957,58.76473609684126,24.557502036030396,29.22060632977368,65.30416444304662,44.924218411862995,34.944797851034885,30.944464196738057,5683514.0,3380610.7904469357,722471.2162372599,1580431.9933158038,1655573.3483386477,574250.4423782111,113740.70454547022,967582.2014149665,4027940.6516613513,2806360.3480687244,608730.5116917897,612849.7919008373,59.480996975584745,17.608013075544328,27.80730360329549,34.685895551197774,16.532291883995335,58.44393438598936,69.6723360834828,17.824723753747428,15.214965782776943,7249156.0,3825781.506338791,922897.1108240971,2500477.3828371116,2923238.2530376017,885557.2771596995,242260.80051154073,1795420.1753663616,4325917.746962397,2940224.2291790918,680636.3103125563,705057.2074707496,52.775543888678776,19.434819351398527,34.493358714271174,30.29370856923815,21.480485665894772,61.418879337005826,67.9676406525223,18.797639480699647,16.298442289288356
Apr-Jun 2009,1563665.0,432464.984257994,206336.44346738915,924863.5722746168,1270703.39740864,310552.1514891739,135257.15348695611,824894.09243251,292961.60259135993,121912.8327688201,71079.28998043304,99969.47984210681,27.65713783054516,32.30056078648777,59.14716849674431,24.4393894060948,30.339688287618443,64.91633642553613,41.61392881881223,36.830150872418486,34.12374828572675,5687334.0,3378308.9253259036,709773.7914682936,1599251.2832058026,1656374.73804782,567767.8517980084,115211.71314881693,973395.1731009946,4030959.26195218,2810541.073527895,594562.0783194768,625856.110104808,59.40057196088543,17.362021285735768,28.11952459985298,34.277741549425684,16.868983943580645,58.766603398469144,69.72387689591184,17.46091239547057,15.526232577247828,7250999.0,3810773.9095838973,916110.2349356828,2524114.8554804195,2927078.13545646,878320.0032871824,250468.86663577304,1798289.2655335045,4323920.8645435395,2932453.906296715,665641.3682999099,725825.5899469148,52.555157014694075,19.380848079338577,34.81058065902946,30.006715319548988,22.18916870192639,61.43632599862499,67.81932413109237,18.499826088527723,16.786282928967005
May-Jul 2009,1561607.0,409407.38314113225,221182.481018451,931017.1358404168,1290178.748717389,300371.1172647667,151738.9891499147,838068.6423027078,271428.2512826108,109036.26587636555,69443.4918685363,92948.493537709,26.217056092930697,35.075489409147316,59.61917024196336,23.28135675489741,33.562397079161435,64.95756058111022,40.171303230641676,38.908329295129825,34.24422222023278,5691159.0,3347966.6173570296,710919.930383929,1632272.4522590416,1672394.0814878778,577860.2514692645,110750.5091712192,983783.3208473942,4018764.918512122,2770106.365887765,600169.4212127097,648489.1314116474,58.82750099508781,17.515146630043247,28.68084431060601,34.55287589604239,16.083180150744237,58.82485065793537,68.92929599159905,17.807724326591366,16.136528126450834,7252766.0,3757374.0004981617,932102.4114023801,2563289.5880994583,2962572.8302052673,878231.3687340312,262489.4983211339,1821851.963150102,4290193.169794733,2879142.6317641307,669612.9130812461,741437.6249493564,51.80608336871977,19.876470836636955,35.34223478462504,29.6442119424008,23.010843923524014,61.49560087013529,67.10986004161406,18.86895010432233,17.282150141151593
Jun-Aug 2009,1560133.0,406383.43408392044,214208.79261963442,939540.7732964451,1310110.477420995,302591.3242964784,151316.57904650076,856202.5740780158,250022.52257900505,103792.10978744201,62892.21357313366,83338.19921842939,26.0479993746636,34.516834630279355,60.2218383494513,23.096626544972114,33.336405454073756,65.3534636073963,41.51310398631969,37.731330880519366,33.33227677202368,5697387.0,3355282.7180162473,719116.9084618846,1622987.3735218674,1687612.9977286868,584569.3251180219,118291.75503045025,984751.9175802146,4009774.0022713128,2770713.3928982257,600825.1534314343,638235.4559416529,58.891606240128105,17.649641036401764,28.486521514544606,34.63882572039787,16.830033469126267,58.35176186160961,69.09899139773891,17.820503760382852,15.916993216578495,7257520.0,3761666.152100168,933325.7010815189,2562528.146818313,2997723.475149682,887160.6494145003,269608.334076951,1840954.4916582303,4259796.524850318,2874505.502685668,663717.367004568,721573.6551600823,51.83128881629217,19.879176157654584,35.3085922852202,29.594479169570597,23.307016173894795,61.41175151474931,67.47987810959289,18.758495195150758,16.93915779663765
Jul-Sep 2009,1558691.0,404790.88710303337,205533.30763690785,948366.8052600587,1315333.6888577363,298215.65929222037,150165.56496625277,866952.4645992632,243357.3111422638,106575.227810813,55367.742670655105,81414.34066079569,25.96992521949722,33.67608713668732,60.84379811393398,22.672243691347795,33.49060059653358,65.91121872291913,43.79372343923968,34.18965485568335,33.45465163082848,5703847.0,3320789.2290623887,727809.6744781034,1655248.0964595075,1745605.6294249303,601558.1797940113,126475.5875525515,1017571.8620783675,3958241.3705750694,2719231.049268377,601334.086925552,637676.23438114,58.220166653530306,17.97682832551368,29.019854432622534,34.46128779913409,17.372214480313502,58.29334214587718,68.69795938880088,18.109389885807456,16.11008967572121,7262538.0,3725580.116165422,933342.9821150113,2603614.9017195664,3060939.3182826666,899773.8390862317,276641.15251880424,1884524.3266776307,4201598.681717332,2825806.27707919,656701.829596207,719090.5750419358,51.2985972144369,20.033448984369365,35.849931548992465,29.395350430894783,23.51560924443595,61.566863329225974,67.25550180161873,18.857151497721343,17.114689657795196
