constituency_code,constituency_name,value
E14000530,Aldershot,0.0
E14000531,Aldridge-Brownhills,37.1
E14000532,Altrincham and Sale West,14.1
E14000533,Amber Valley,23.2
E14000534,Arundel and South Downs,0.0
E14000535,Ashfield,33.2
E14000536,Ashford,21.3
E14000537,Ashton-under-Lyne,50.2
E14000538,Aylesbury,27.2
E14000539,Banbury,17.0
E14000540,Barking,0.0
E14000541,Barnsley Central,33.0
E14000542,Barnsley East,25.3
E14000543,Barrow and Furness,20.3
E14000544,Basildon and Billericay,0.0
E14000545,Basingstoke,14.8
E14000546,Bassetlaw,0.0
E14000547,Bath,0.0
E14000548,Batley and Spen,0.0
E14000549,Battersea,0.0
E14000550,Beaconsfield,0.0
E14000551,Beckenham,0.0
E14000552,Bedford,0.0
E14000553,Bermondsey and Old Southwark,0.0
E14000554,Berwick-upon-Tweed,53.5
E14000555,Bethnal Green and Bow,4.5
E14000556,Beverley and Holderness,14.3
E14000557,Bexhill and Battle,25.4
E14000558,Bexleyheath and Crayford,0.0
E14000559,Birkenhead,35.3
E14000560,"Birmingham, Edgbaston",24.0
E14000561,"Birmingham, Erdington",20.2
E14000562,"Birmingham, Hall Green",0.0
E14000563,"Birmingham, Hodge Hill",5.5
E14000564,"Birmingham, Ladywood",15.9
E14000565,"Birmingham, Northfield",0.0
E14000566,"Birmingham, Perry Barr",28.8
E14000567,"Birmingham, Selly Oak",10.1
E14000568,"Birmingham, Yardley",11.6
E14000569,Bishop Auckland,14.1
E14000570,Blackburn,8.1
E14000571,Blackley and Broughton,0.0
E14000572,Blackpool North and Cleveleys,52.5
E14000573,Blackpool South,57.1
E14000574,Blaydon,0.0
E14000575,Blyth Valley,0.0
E14000576,Bognor Regis and Littlehampton,0.0
E14000577,Bolsover,42.4
E14000578,Bolton North East,13.4
E14000579,Bolton South East,27.2
E14000580,Bolton West,23.0
E14000581,Bootle,80.6
E14000582,Boston and Skegness,51.9
E14000583,Bosworth,0.0
E14000584,Bournemouth East,0.0
E14000585,Bournemouth West,10.2
E14000586,Bracknell,0.0
E14000587,Bradford East,9.7
E14000588,Bradford South,56.9
E14000589,Bradford West,22.9
E14000590,Braintree,0.0
E14000591,Brent Central,0.0
E14000592,Brent North,0.0
E14000593,Brentford and Isleworth,0.0
E14000594,Brentwood and Ongar,0.0
E14000595,Bridgwater and West Somerset,34.4
E14000596,Brigg and Goole,0.0
E14000597,"Brighton, Kemptown",0.0
E14000598,"Brighton, Pavilion",0.0
E14000599,Bristol East,0.0
E14000600,Bristol North West,0.0
E14000601,Bristol South,20.6
E14000602,Bristol West,0.0
E14000603,Broadland,0.0
E14000604,Bromley and Chislehurst,9.2
E14000605,Bromsgrove,19.0
E14000606,Broxbourne,24.9
E14000607,Broxtowe,0.0
E14000608,Buckingham,0.0
E14000609,Burnley,44.6
E14000610,Burton,6.4
E14000611,Bury North,17.3
E14000612,Bury South,67.9
E14000613,Bury St Edmunds,36.8
E14000614,Calder Valley,13.1
E14000615,Camberwell and Peckham,0.0
E14000616,Camborne and Redruth,0.0
E14000617,Cambridge,9.9
E14000618,Cannock Chase,19.9
E14000619,Canterbury,7.8
E14000620,Carlisle,69.1
E14000621,Carshalton and Wallington,0.0
E14000622,Castle Point,38.5
E14000623,Central Devon,23.9
E14000624,Central Suffolk and North Ipswich,0.0
E14000625,Charnwood,0.0
E14000626,Chatham and Aylesford,0.0
E14000627,Cheadle,14.9
E14000628,Chelmsford,0.0
E14000629,Chelsea and Fulham,0.0
E14000630,Cheltenham,0.0
E14000631,Chesham and Amersham,0.0
E14000632,Chesterfield,34.3
E14000633,Chichester,0.0
E14000634,Chingford and Woodford Green,20.4
E14000635,Chippenham,0.0
E14000636,Chipping Barnet,0.0
E14000637,Chorley,39.0
E14000638,Christchurch,8.4
E14000639,Cities of London and Westminster,0.0
E14000640,City of Chester,10.3
E14000641,City of Durham,23.9
E14000642,Clacton,28.1
E14000643,Cleethorpes,14.4
E14000644,Colchester,0.0
E14000645,Colne Valley,0.0
E14000646,Congleton,0.0
E14000647,Copeland,0.0
E14000648,Corby,26.9
E14000649,Coventry North East,10.7
E14000650,Coventry North West,15.8
E14000651,Coventry South,8.3
E14000652,Crawley,0.0
E14000653,Crewe and Nantwich,11.1
E14000654,Croydon Central,16.3
E14000655,Croydon North,7.9
E14000656,Croydon South,0.0
E14000657,Dagenham and Rainham,1.4
E14000658,Darlington,7.7
E14000659,Dartford,0.0
E14000660,Daventry,0.0
E14000661,Denton and Reddish,17.2
E14000662,Derby North,13.3
