new_la_code,time_period,version,gender,breakdown,ethnicity_major,free_school_meals,sen_status,sen_description,disadvantage,first_language,variable,value
E08000030,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,14.2
E08000031,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,10.8
E08000032,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,12.6
E08000033,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,15.6
E08000034,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,13.8
E08000035,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,11.4
E08000036,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,12.8
E08000037,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,13.0
E09000002,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,9.0
E09000003,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,19.3
E09000004,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,16.6
E09000005,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,16.6
E09000006,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,13.7
E09000007,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,15.0
E09000008,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,13.6
E09000009,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,16.6
E09000010,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,12.1
E09000011,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,14.1
E09000012,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,18.8
E09000013,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,13.2
E09000014,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,18.3
E09000015,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,17.3
E09000016,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,16.2
E09000017,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,14.0
E09000018,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,17.1
E09000019,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,11.8
E09000020,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,24.0
E09000021,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,21.5
E09000022,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,16.8
E09000023,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,11.6
E09000024,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,22.1
E09000025,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,16.1
E09000026,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,19.3
E09000027,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,22.3
E09000028,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,18.0
E09000029,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,16.2
E09000030,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,18.0
E09000031,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,14.3
E09000032,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,16.9
E09000033,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,23.2
E10000003,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,15.4
E10000007,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,13.7
E10000008,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,16.3
E10000011,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,14.3
E10000012,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,14.1
E10000013,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,13.5
E10000014,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,16.2
E10000015,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,15.7
E10000016,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,13.0
E10000017,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,10.6
E10000018,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,14.5
E10000019,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,12.0
E10000020,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,15.6
E10000024,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,7.8
E10000025,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,13.7
E10000028,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,13.6
E10000029,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,9.8
E10000030,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,17.3
E10000031,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,15.5
E10000032,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,12.0
E10000034,202223,Revised,Total,SEN status,Total,Total,SEN State EHC,Total,Total,Total,avg_att8,12.2
