LAD21CD,Local authority,LAU121CD,LAU121NM,ITL3 Code,ITL3 Name,ITL2 Code,ITL2 Name,ITL1 Code,ITL1 Name,Status
E06000040,Windsor and Maidenhead,E06000040,Windsor and Maidenhead,TLJ11,Berkshire,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England),0
E06000041,Wokingham,E06000041,Wokingham,TLJ11,Berkshire,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England),0
E06000042,Milton Keynes,E06000042,Milton Keynes,TLJ12,Milton Keynes,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England),0
E06000060,Buckinghamshire,E06000060,Buckinghamshire,TLJ13,Buckinghamshire,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England),0
E07000177,Cherwell,E07000177,Cherwell,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England),0
E07000178,Oxford,E07000178,Oxford,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England),0
E07000179,South Oxfordshire,E07000179,South Oxfordshire,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England),0
E07000180,Vale of White Horse,E07000180,Vale of White Horse,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England),0
E07000181,West Oxfordshire,E07000181,West Oxfordshire,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England),0
E06000043,Brighton and Hove,E06000043,Brighton and Hove,TLJ21,Brighton and Hove,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000061,Eastbourne,E07000061,Eastbourne,TLJ22,East Sussex CC,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000063,Lewes,E07000063,Lewes,TLJ22,East Sussex CC,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000064,Rother,E07000064,Rother,TLJ22,East Sussex CC,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000065,Wealden,E07000065,Wealden,TLJ22,East Sussex CC,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000207,Elmbridge,E07000207,Elmbridge,TLJ25,West Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000209,Guildford,E07000209,Guildford,TLJ25,West Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000212,Runnymede,E07000212,Runnymede,TLJ25,West Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000213,Spelthorne,E07000213,Spelthorne,TLJ25,West Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000214,Surrey Heath,E07000214,Surrey Heath,TLJ25,West Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000216,Waverley,E07000216,Waverley,TLJ25,West Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000217,Woking,E07000217,Woking,TLJ25,West Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000208,Epsom and Ewell,E07000208,Epsom and Ewell,TLJ26,East Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000210,Mole Valley,E07000210,Mole Valley,TLJ26,East Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000211,Reigate and Banstead,E07000211,Reigate and Banstead,TLJ26,East Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000215,Tandridge,E07000215,Tandridge,TLJ26,East Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000223,Adur,E07000223,Adur,TLJ27,West Sussex (South West),TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000224,Arun,E07000224,Arun,TLJ27,West Sussex (South West),TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000225,Chichester,E07000225,Chichester,TLJ27,West Sussex (South West),TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000229,Worthing,E07000229,Worthing,TLJ27,West Sussex (South West),TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000226,Crawley,E07000226,Crawley,TLJ28,West Sussex (North East),TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000227,Horsham,E07000227,Horsham,TLJ28,West Sussex (North East),TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E07000228,Mid Sussex,E07000228,Mid Sussex,TLJ28,West Sussex (North East),TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),0
E06000044,Portsmouth,E06000044,Portsmouth,TLJ31,Portsmouth,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England),0
E06000045,Southampton,E06000045,Southampton,TLJ32,Southampton,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England),0
E06000046,Isle of Wight,E06000046,Isle of Wight,TLJ34,Isle of Wight,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England),0
E07000086,Eastleigh,E07000086,Eastleigh,TLJ35,South Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England),0
E07000087,Fareham,E07000087,Fareham,TLJ35,South Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England),0
E07000088,Gosport,E07000088,Gosport,TLJ35,South Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England),0
E07000090,Havant,E07000090,Havant,TLJ35,South Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England),0
E07000085,East Hampshire,E07000085,East Hampshire,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England),0
E07000091,New Forest,E07000091,New Forest,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England),0
E07000093,Test Valley,E07000093,Test Valley,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England),0
E07000094,Winchester,E07000094,Winchester,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England),0
E07000084,Basingstoke and Deane,E07000084,Basingstoke and Deane,TLJ37,North Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England),0
E07000089,Hart,E07000089,Hart,TLJ37,North Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England),0
E07000092,Rushmoor,E07000092,Rushmoor,TLJ37,North Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England),0
E06000035,Medway,E06000035,Medway,TLJ41,Medway,TLJ4,Kent,TLJ,South East (England),0
E07000107,Dartford,E07000107,Dartford,TLJ43,Kent Thames Gateway,TLJ4,Kent,TLJ,South East (England),0
E07000109,Gravesham,E07000109,Gravesham,TLJ43,Kent Thames Gateway,TLJ4,Kent,TLJ,South East (England),0
E07000113,Swale,E07000113,Swale,TLJ43,Kent Thames Gateway,TLJ4,Kent,TLJ,South East (England),0
E07000106,Canterbury,E07000106,Canterbury,TLJ44,East Kent,TLJ4,Kent,TLJ,South East (England),0
E07000108,Dover,E07000108,Dover,TLJ44,East Kent,TLJ4,Kent,TLJ,South East (England),0
E07000112,Folkestone and Hythe,E07000112,Folkestone and Hythe,TLJ44,East Kent,TLJ4,Kent,TLJ,South East (England),0
E07000114,Thanet,E07000114,Thanet,TLJ44,East Kent,TLJ4,Kent,TLJ,South East (England),0
E07000105,Ashford,E07000105,Ashford,TLJ45,Mid Kent,TLJ4,Kent,TLJ,South East (England),0
E07000110,Maidstone,E07000110,Maidstone,TLJ45,Mid Kent,TLJ4,Kent,TLJ,South East (England),0
E07000111,Sevenoaks,E07000111,Sevenoaks,TLJ46,West Kent,TLJ4,Kent,TLJ,South East (England),0
E07000115,Tonbridge and Malling,E07000115,Tonbridge and Malling,TLJ46,West Kent,TLJ4,Kent,TLJ,South East (England),0
E07000116,Tunbridge Wells,E07000116,Tunbridge Wells,TLJ46,West Kent,TLJ4,Kent,TLJ,South East (England),0
E06000023,"Bristol, City of",E06000023,"Bristol, City of",TLK11,"Bristol, City of",TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",TLK,South West (England),0
E06000022,Bath and North East Somerset,E06000022,Bath and North East Somerset,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",TLK,South West (England),0
E06000024,North Somerset,E06000024,North Somerset,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",TLK,South West (England),0
E06000025,South Gloucestershire,E06000025,South Gloucestershire,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",TLK,South West (England),0
E07000078,Cheltenham,E07000078,Cheltenham,TLK13,Gloucestershire CC,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",TLK,South West (England),0
E07000079,Cotswold,E07000079,Cotswold,TLK13,Gloucestershire CC,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",TLK,South West (England),0
E07000080,Forest of Dean,E07000080,Forest of Dean,TLK13,Gloucestershire CC,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",TLK,South West (England),0
E07000081,Gloucester,E07000081,Gloucester,TLK13,Gloucestershire CC,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",TLK,South West (England),0
E07000082,Stroud,E07000082,Stroud,TLK13,Gloucestershire CC,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",TLK,South West (England),0
E07000083,Tewkesbury,E07000083,Tewkesbury,TLK13,Gloucestershire CC,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",TLK,South West (England),0
E06000030,Swindon,E06000030,Swindon,TLK14,Swindon,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",TLK,South West (England),0
E06000054,Wiltshire,E06000054,Wiltshire,TLK15,Wiltshire,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",TLK,South West (England),0
E07000187,Mendip,E07000187,Mendip,TLK23,Somerset CC,TLK2,Dorset and Somerset,TLK,South West (England),0
E07000188,Sedgemoor,E07000188,Sedgemoor,TLK23,Somerset CC,TLK2,Dorset and Somerset,TLK,South West (England),0
E07000189,South Somerset,E07000189,South Somerset,TLK23,Somerset CC,TLK2,Dorset and Somerset,TLK,South West (England),0
E07000246,Somerset West and Taunton,E07000246,Somerset West and Taunton,TLK23,Somerset CC,TLK2,Dorset and Somerset,TLK,South West (England),0
E06000058,"Bournemouth, Christchurch and Poole",E06000058,"Bournemouth, Christchurch and Poole",TLK24,"Bournemouth, Christchurch and Poole",TLK2,Dorset and Somerset,TLK,South West (England),0
E06000059,Dorset,E06000059,Dorset,TLK25,Dorset,TLK2,Dorset and Somerset,TLK,South West (England),0
E06000052,Cornwall,E06000052,Cornwall,TLK30,Cornwall and Isles of Scilly,TLK3,Cornwall and Isles of Scilly,TLK,South West (England),0
E06000053,Isles of Scilly,E06000053,Isles of Scilly,TLK30,Cornwall and Isles of Scilly,TLK3,Cornwall and Isles of Scilly,TLK,South West (England),0
E06000026,Plymouth,E06000026,Plymouth,TLK41,Plymouth,TLK4,Devon,TLK,South West (England),0
E06000027,Torbay,E06000027,Torbay,TLK42,Torbay,TLK4,Devon,TLK,South West (England),0
E07000040,East Devon,E07000040,East Devon,TLK43,Devon CC,TLK4,Devon,TLK,South West (England),0
E07000041,Exeter,E07000041,Exeter,TLK43,Devon CC,TLK4,Devon,TLK,South West (England),0
E07000042,Mid Devon,E07000042,Mid Devon,TLK43,Devon CC,TLK4,Devon,TLK,South West (England),0
E07000043,North Devon,E07000043,North Devon,TLK43,Devon CC,TLK4,Devon,TLK,South West (England),0
E07000044,South Hams,E07000044,South Hams,TLK43,Devon CC,TLK4,Devon,TLK,South West (England),0
E07000045,Teignbridge,E07000045,Teignbridge,TLK43,Devon CC,TLK4,Devon,TLK,South West (England),0
E07000046,Torridge,E07000046,Torridge,TLK43,Devon CC,TLK4,Devon,TLK,South West (England),0
E07000047,West Devon,E07000047,West Devon,TLK43,Devon CC,TLK4,Devon,TLK,South West (England),0
E06000009,Blackpool,E06000009,Blackpool,TLD42,Blackpool,TLD4,Blackpool,TLD,North West (England),1
E07000117,Burnley,E07000117,Burnley,TLD46,Burnley,TLD4,Burnley,TLD,North West (England),1
E06000015,Derby,E06000015,Derby,TLF11,Derby,TLF1,Derby and Nottingham,TLF,East Midlands (England),1
E06000018,Nottingham,E06000018,Nottingham,TLF14,Nottingham,TLF1,Derby and Nottingham,TLF,East Midlands (England),1
E09000023,Lewisham,E09000023,Lewisham,TLI44,Lewisham,TLI4,Lewisham,TLI,London,1
E09000005,Brent,E09000005,Brent,TLI72,Brent,TLI7,Brent,TLI,London,1
E07000062,Hastings,E07000062,Hastings,TLJ22,Hastings,TLJ2,Hastings,TLJ,South East (England),1
E06000010,Hull,E06000010,Hull,TLE11,Hull,TLE1,Hull,TLE,Yorkshire and The Humber,1
