quarter_start,age_16_to_24_not_in_ft_education_total_sa,age_16_to_24_not_in_ft_education_in_employment_sa,age_16_to_24_not_in_ft_education_unemployed_sa,age_16_to_24_not_in_ft_education_economically_inactive_sa,age_16_to_24_not_in_ft_education_employment_rate_sa,age_16_to_24_not_in_ft_education_unemployment_rate_sa,age_16_to_24_not_in_ft_education_economic_inactivity_rate_sa,age_16_to_24_in_ft_education_total_sa,age_16_to_24_in_ft_education_in_employment_sa,age_16_to_24_in_ft_education_unemployed_sa,age_16_to_24_in_ft_education_economically_inactive_sa,age_16_to_24_in_ft_education_employment_rate_sa,age_16_to_24_in_ft_education_unemployment_rate_sa,age_16_to_24_in_ft_education_economic_inactivity_rate_sa
2000-04-01,3934870.4491494326,2965297.9815032315,405919.6206332007,563652.8470130002,75.35948183870232,12.040742204714356,14.324559202065728,2329625.5508505674,955331.2553042644,145960.39561445196,1228333.8999318508,41.007931723425,13.25356416646665,52.7266667161757
2000-07-01,3956362.1509104734,2988970.909136958,400613.88047681586,566777.3612966996,75.54846586653116,11.818966196224395,14.325719933557338,2328901.849089526,955852.7543247789,144706.8617554605,1228342.2330092867,41.043067345172375,13.148480067881232,52.74340923768435
2000-10-01,3945983.205474877,2976602.930495601,394718.20860953425,574662.0663697412,75.43374554574123,11.70811656092502,14.56321622384057,2368491.7945251237,926848.2767559572,153702.07262577716,1287941.4451433893,39.132425068915545,14.224424869578902,54.37812569672077
2001-01-01,3971098.438989456,2988505.2938507283,401730.6749845189,580862.4701542086,75.25638912671295,11.849637567338355,14.62724933864957,2372799.561010545,953148.7319749387,134382.59322979578,1285268.2358058104,40.16979552916828,12.356664136042006,54.16674281827796
2001-04-01,3999812.9030872853,3043664.2427989244,392857.2232468941,563291.4370414673,76.09516536260105,11.431828001904766,14.082944644902929,2373190.0969127137,952287.4293911022,134241.8742888579,1286660.7932327539,40.12689209473502,12.355108494008846,54.21650776760668
2001-07-01,3991272.0872674165,3030312.0729811788,391530.6486727495,569429.3656134887,75.92346516911732,11.442099492039349,14.266864126603373,2411234.9127325844,962489.5272442645,149539.79918954312,1299205.5862987766,39.916870901371546,13.447469022162009,53.88133605059756
2001-10-01,4066357.0671378216,3076980.522871375,434150.3964291991,555226.1478372475,75.66921625594387,12.364973178376466,13.654141499877023,2371763.932862178,950950.718708999,133695.38851199794,1287117.825641181,40.09466142616556,12.326176033078912,54.2683783916017
2002-01-01,4094610.5466474597,3077462.2428140882,433173.98354877386,583974.3202845975,75.15885107397624,12.338902569736106,14.262023546115701,2378856.4533525403,941975.8436828225,128428.16411905843,1308452.4455506592,39.59784300373774,11.998101948701684,55.00342165272929
2002-04-01,4112310.122245932,3092588.594005121,415866.83456413215,603854.693676679,75.2031948484495,11.853273984264991,14.68407478341844,2396652.877754067,953423.7721324882,132970.62927160898,1310258.4763499696,39.78147110840487,12.239627625082816,54.67034832252507
2002-07-01,4117385.0087993974,3086560.8108322285,412501.1981562703,618322.9998108984,74.96410474696535,11.788907915796418,15.017371426025505,2426960.9912006035,954897.4096907012,148728.1156254554,1323335.4658844469,39.34539587380508,13.476320745920509,54.52644153253574
2002-10-01,4103860.787913949,3080103.659451699,411267.68917430006,612489.4392879503,75.05380466420155,11.779545860572838,14.924712872613966,2476054.21208605,1002561.8343319141,158686.11486585037,1314806.2628882853,40.49030224937063,13.665136285104051,53.10086735865831
2003-01-01,4138629.3007198824,3059525.8309134515,446921.67621179885,632181.7935946316,73.92606606204791,12.74571130192695,15.275149032668098,2476713.6992801176,987891.616176917,146077.48550974054,1342744.5975934605,39.88719473163401,12.881963476118171,54.21476846450774
2003-04-01,4151206.424790372,3080507.015351166,422820.6669344991,647878.7425047071,74.20751222957372,12.06911557467098,15.606998934952351,2499564.575209628,962410.8465399586,151697.13823440304,1385456.590435266,38.50313995025495,13.616017505262382,55.427917493152734
2003-07-01,4200910.668097075,3131404.9693683907,420125.26333850715,649380.4353901776,74.54109874673559,11.829415373392358,15.458087226699668,2486272.331902924,941281.8733893906,157977.58828544052,1387012.8702280927,37.85916214049487,14.371273916054896,55.78684412123556
2003-10-01,4214545.120674223,3160561.451798778,405562.03369756625,648421.6351778787,74.99175738550797,11.372630121952122,15.385329059524866,2509172.8793257764,958445.9424903085,145441.47159959492,1405285.4652358727,38.1976845990718,13.175389966693633,56.00592437510634
2004-01-01,4213035.350925441,3188983.1264828537,405112.0365130337,618940.1879295532,75.69324396441057,11.27160017030126,14.6910751127117,2547411.64907456,976935.4513205558,166578.19953271162,1403897.9982212926,38.35012106015387,14.567224397226411,55.11076306537696
2004-04-01,4232242.203154595,3169063.25397118,409808.3943263277,653370.5548570871,74.87906177980668,11.450770930029755,15.437929199091748,2564836.7968454054,980188.0646798564,162661.1491505705,1421987.5830149786,38.216391229470375,14.232949297430741,55.44163998130164
2004-07-01,4284403.093433986,3173997.704484678,442013.2975210834,668392.0914282252,74.08261163262047,12.223781876656444,15.600588386572728,2544698.9065660127,978973.1722855989,145487.11957868416,1420238.6147017297,38.47108079307862,12.938395480153044,55.811656578981875
2004-10-01,4286281.0066605,3168805.643071284,442693.7144317732,674781.6491574424,73.92902234238124,12.257892653699539,15.742823396527008,2572500.9933395013,999102.1800353625,151706.0353536758,1421692.777950463,38.8377762582853,13.182564507709097,55.26500404203488
2005-01-01,4292463.867753878,3185342.019438222,429004.07026464643,678117.7780510099,74.20777710832589,11.86947955777844,15.797868053012854,2596296.1322461218,976641.3540417346,154695.63352532726,1464959.1446790597,37.616716441233436,13.67370069443234,56.42496348872525
2005-04-01,4313047.697862379,3164779.434686561,447924.56512205093,700343.6980537673,73.3768707509328,12.398595764994317,16.2377916293592,2605524.3021376207,976775.2863744257,158701.45441582624,1470047.5613473686,37.48862697511826,13.976636307439955,56.42041258802746
2005-07-01,4303424.354847347,3153031.256023045,456609.1726151928,693783.9262091098,73.26796048991758,12.649713500340305,16.121671232065143,2640886.645152653,972600.0491078862,146162.96375791245,1522123.6322868546,36.82854206912263,13.064693959045414,57.636840834524726
2005-10-01,4320897.7065416295,3113329.510769867,487962.13397722715,719606.0617945355,72.05283999332912,13.549642242637505,16.65408696681449,2647476.2934583714,937958.7672029586,168000.34510350425,1541517.1811519084,35.42841042696222,15.190466196633778,58.2259106516206
2006-01-01,4341884.973122663,3151862.369236229,466017.8802499195,724004.7236365145,72.59202831827727,12.88096476703751,16.674894155839734,2650529.0268773376,967835.3395018044,184932.1490023781,1497761.538373155,36.514798732162475,16.042450090463937,56.50802248099542
2006-04-01,4349270.319898161,3131686.1676989915,506271.5801768317,711312.5720223382,72.00486374395602,13.916367788285608,16.35475653854032,2667097.680101838,991853.5772198956,181442.27238435327,1493801.8304975894,37.18849836733477,15.464324061621248,56.008515985082006
2006-07-01,4380643.957239301,3165838.571629055,516507.19709115656,698298.1885190897,72.26879432639804,14.026580596494801,15.940537403527308,2665272.042760699,981629.0334756748,176033.85364643682,1507609.1556385872,36.830350438032575,15.205968473606996,56.564925885651796
2006-10-01,4389820.3327953825,3169388.893049284,482911.5438212307,737519.8959248678,72.1986016004226,13.222119926010661,16.80068522201282,2688606.667204619,995396.7681104192,203373.66638531344,1489836.2327088863,37.0227739242106,16.96518870778318,55.41294868013882
2007-01-01,4428752.963689053,3196411.3423633957,514618.8705172183,717722.7508084395,72.17407176626207,13.867277844600343,16.205978447951004,2682028.036310947,939301.3129815402,187393.16871515976,1555333.554614247,35.02205421661149,16.632119155581787,57.99095063724852
2007-04-01,4393061.746563774,3163295.550890909,513581.9407107588,716184.2549621053,72.00662620700062,13.967882853965847,16.302622095450868,2750152.2534362273,941808.9748039109,193827.42844850337,1614515.850183813,34.245703074335275,17.067736459785003,58.706417005332234
2007-07-01,4382993.321747918,3181192.8377776705,480810.62457412155,720989.8593961257,72.5803715463802,13.129715182337321,16.449713847809335,2783938.6782520823,949664.3893309796,218555.2083736047,1615719.080547498,34.11225961080557,18.708401126212937,58.03716486894531
2007-10-01,4403297.4220263865,3223470.439527505,479898.2741904936,699928.708308388,73.20583032622112,12.958425457688213,15.8955582879133,2782701.5779736135,954622.6548729576,192890.78114883255,1635188.1419518236,34.30560655261215,16.809457309497656,58.762612379821945
2008-01-01,4380974.082957784,3189590.877129766,479325.531030201,712057.6747978162,72.80551805904173,13.064498552328482,16.253409888174357,2824237.917042217,984372.0957143533,197677.64880609943,1642188.1725217644,34.854432403671986,16.723293560398808,58.14624053491938
2008-04-01,4383176.012551584,3165272.4359294907,502413.30801725807,715490.2686048354,72.21413027597964,13.698373936383593,16.323557770802964,2841127.9874484157,967652.8027603077,202583.494647994,1670891.6900401143,34.05875437626256,17.31133234344649,58.810856019926185
2008-07-01,4406647.87936965,3161484.8298372487,538595.3510271804,706567.6985052212,71.7435319631094,14.556315666147302,16.03413110934319,2827732.120630349,935451.9392221022,214825.30279731905,1677454.8786109278,33.08134926916536,18.67595871236857,59.32156254733899
2008-10-01,4327048.567259612,3081479.9122907906,582594.6211411267,662974.0338276944,71.21435926572788,15.90018477586605,15.321622198651824,2912782.4327403884,950197.6320728582,215120.82221037912,1747463.9784571514,32.62164799514045,18.460260490999893,59.9929455360355
2009-01-01,4335415.297695504,3002470.13265837,642072.1411502328,690873.0238869012,69.2544987386638,17.61736023106291,15.935567332018591,2909922.7023044964,911755.8934164814,221568.21092769373,1776598.5979603212,31.33264992552626,19.5502954607949,61.05311995240817
2009-04-01,4323920.8645435395,2932453.906296715,665641.3682999099,725825.5899469148,67.81932413109237,18.499826088527723,16.786282928967005,2927078.13545646,878320.0032871824,250468.86663577304,1798289.2655335045,30.006715319548988,22.18916870192639,61.43632599862499
2009-07-01,4201598.681717332,2825806.27707919,656701.829596207,719090.5750419358,67.25550180161873,18.857151497721343,17.114689657795196,3060939.3182826666,899773.8390862317,276641.15251880424,1884524.3266776307,29.395350430894783,23.51560924443595,61.566863329225974
2009-10-01,4127331.6798514947,2798083.1483350154,631831.7820453714,697416.7494711077,67.79399780236935,18.421208539282915,16.89752129385932,3149755.3201485053,913288.0376262993,268664.2295666729,1967803.052955533,28.995523296179066,22.730548180657554,62.474790989884085
2010-01-01,4178255.1402664925,2784979.008265911,660285.605560849,732990.5264397324,66.65411552843283,19.165018643588297,17.54298150382893,3113575.859733508,904522.7363354322,277294.8352787325,1931758.288119343,29.05092976963313,23.463421253755286,62.04307764271666
2010-04-01,4143840.4950127215,2817383.4699658696,625801.5244545073,700655.5005923449,67.98966980888149,18.175077013538573,16.90836076908877,3162601.504987278,919997.5650538494,301496.538786289,1941107.4011471395,29.089898414424177,24.68260287449959,61.376920174296444
2010-07-01,4242475.90267032,2867053.1986797336,641873.0441349576,733549.6598556284,67.57971676103428,18.292577264892245,17.290602862208697,3079055.097329681,918692.6258261136,264972.8914854902,1895389.5800180773,29.83683619766507,22.38579122312433,61.55750774521246
2010-10-01,4226407.120642697,2807898.0405791076,677271.27302043,741237.8070431601,66.43699862383627,19.432951804597796,17.538249058468413,3110707.879357302,894814.481256695,282291.603033126,1933601.7950674812,28.765622358650116,23.98183195216767,62.159542781207065
2011-01-01,4201204.853096919,2852469.002387723,650175.0430167455,698560.8076924505,67.89645118792588,18.562406987081282,16.62763021844808,3151203.1469030813,856194.5751147622,292797.7320243891,2002210.83976393,27.170402389201957,25.483001949196616,63.537980460943935
2011-04-01,4222354.522524606,2864362.351025925,677467.9105422527,680524.2609564285,67.83803528921304,19.127622175837914,16.117174844653576,3145434.477475394,857281.5975946612,289625.61767783406,1998527.2622028987,27.254791149957047,25.25275051208232,63.53739925324936
2011-07-01,4222361.904526912,2798590.93978804,737519.9207884455,686251.0439504266,66.28022426944483,20.85680992106138,16.2527765138909,3147472.0954730883,824961.3174566026,302745.2873322442,2019765.4906842413,26.210282170352485,26.846103946418815,64.17103724570609
2011-10-01,4180042.0354462434,2773565.5019139056,727590.8678323231,678885.6657000144,66.35257440940569,20.781444499865632,16.24112054240477,3185209.964553756,856591.9971976497,313971.0033330383,2014646.964023068,26.892795348819558,26.82222171644721,63.250052161171034
2012-01-01,4146614.848796131,2765567.313753954,705285.0730335717,675762.4620086052,66.69457894207052,20.320226688936017,16.29672604401145,3214113.151203869,883704.3583792369,320795.9409476741,2009612.851876958,27.494500560698654,26.633114257168604,62.52464544144139
2012-04-01,4205015.145234055,2811534.6478980687,711311.9221434782,682168.5751925082,66.86146305762179,20.19139658798962,16.222737650913693,3151064.854765946,903833.5346360982,307755.7335409147,1939475.5865889331,28.68343167450398,25.400995339284542,61.549846670261346
2012-07-01,4153000.093517597,2836224.895152703,657318.2828617292,659456.915503165,68.2933982972877,18.815232827187163,15.879048896062125,3194697.906482403,875577.2222837762,328461.6026723296,1990659.0815262974,27.40719930066411,27.279984321461058,62.3113402205268
2012-10-01,4186708.7993200216,2884937.9416645253,654801.0676570999,646969.7899983961,68.9070599353143,18.498569129891568,15.452944568379646,3150668.2006799774,839517.323841926,336314.5152603826,1974836.3615776692,26.645691338133965,28.60226301723065,62.679921711574075
2013-01-01,4140452.469079174,2823082.012417189,671416.3950851245,645954.061576861,68.18293492075841,19.21352700129053,15.60105003984068,3186578.530920825,858383.4718664021,294376.44544413825,2033818.6136102849,26.937464855710147,25.53666561645694,63.82452507839411
2013-04-01,4064858.856794752,2755603.8208982814,680701.658323555,628553.3775729154,67.79088568578608,19.809113666975332,15.46310461732849,3251757.143205248,860638.4368784699,302718.43076808937,2088400.275558689,26.466873108184856,26.021115204355215,64.22374684168938
2013-07-01,4148665.1666447464,2848473.1202866696,672293.7328024716,627898.313555605,68.65999076494252,19.0950937922117,15.134947949135674,3159953.833355255,826141.2573177348,314269.11707741395,2019543.4589601061,26.144092631901966,27.557546312580346,63.91053684527236
2013-10-01,4141216.9066056525,2882799.9927708292,638435.1568731288,619981.7569616947,69.61238828549351,18.131000337699202,14.971004198615201,3160732.093394348,823925.0523279115,293060.54002554284,2043746.5010408936,26.06753840510059,26.236734120094894,64.66054194571392
2014-01-01,4087938.968089821,2893710.977259808,575296.8503090146,618931.140520998,70.78655038267262,16.583901763986464,15.140420279077874,3207320.031910179,832498.4377662407,291245.67879881663,2083575.9153451216,25.956201111319434,25.917437475807724,64.96314351593436
2014-04-01,4104348.1601933823,2962715.753056434,498333.68689350924,643298.7202434391,72.1848059039134,14.398340605637708,15.673590424968456,3184153.8398066172,840692.6931443559,263410.98587075283,2080050.1607915084,26.402389314060702,23.857450244683793,65.32505228823479
2014-07-01,4085103.0916214385,2949575.7470683735,496285.0109937226,639242.3335593422,72.20321448234597,14.402352440753477,15.648132231238682,3196733.908378561,867159.2902498882,252139.25084408734,2077435.3672845855,27.126414493777073,22.526541542496116,64.98618361195713
2014-10-01,4106237.37620586,2959439.883014922,501919.009863567,644878.483327371,72.07181689406927,14.5006347332613,15.704851528170419,3169136.6237941403,865825.0643832132,248987.71024924231,2054323.849161685,27.320534491398284,22.334486643403554,64.82282378543263
2015-01-01,4100067.976577484,2982735.39663418,476085.6284298367,641246.9515134671,72.74843767648964,13.764390379841213,15.639910244823445,3168660.023422517,884961.2506740403,254449.95145982312,2029248.8212886536,27.928564255315102,22.331705268764694,64.04122898286928
2015-04-01,4052762.6446818835,2983326.112714744,466593.5708834663,602842.961083673,73.61215976044204,13.524766188087506,14.874864726527612,3209481.355318116,899839.8631682483,256986.22911645396,2052655.2630334138,28.03692446062078,22.21476770193804,63.955980290465334
2015-07-01,4039437.72877812,3003047.3449358125,431277.1277142159,605113.2561280918,74.34320186547838,12.557844523683853,14.98013577031007,3208896.271221881,967291.4750784715,225600.76440538725,2016004.031738022,30.144055566811673,18.912082494811123,62.82546587180177
2015-10-01,4002143.9654592676,2989063.092548147,407817.0800797514,605263.792831369,74.68654596999575,12.005636329651729,15.123488761402207,3228420.0345407315,973222.2242357467,217225.1138551043,2037972.6964498807,30.145464772962704,18.247351806714395,63.12600822215499
2016-01-01,4040870.3423203225,2998610.5607603467,414550.0880033921,627709.693556584,74.20704716396577,12.145636571590732,15.534022138313514,3172064.657679678,953039.699549814,212120.13298620228,2006904.8251436618,30.04477532456572,18.205239063598206,63.2680932365258
2016-04-01,4023942.021563746,3005588.3197446694,410260.2504274503,608093.4513916264,74.69263482520721,12.010492912652092,15.11188402151269,3171179.978436254,927928.5426045723,207954.74196750525,2035296.6938641765,29.261301752483458,18.307756156993566,64.18105272182643
2016-07-01,4009462.35099186,2984310.072409313,399674.0379362918,625478.2406462553,74.4316771467141,11.81075397825888,15.600052722568272,3162549.649008142,922486.1857361493,197126.10087835556,2042937.3623936372,29.16906572598678,17.606639658665006,64.59779573845917
2016-10-01,3998338.8113857796,3003278.552995328,363879.16304039035,631181.0953500615,75.11315810563902,10.806715744482533,15.786083299211487,3147698.1886142213,924987.1721464023,198225.56869825596,2024485.4477695627,29.386145580673645,17.648087623114918,64.3163774434437
2017-01-01,3972113.349752885,3009661.1048760707,361372.86080276,601079.3840740542,75.76976888293756,10.71994125487815,15.132483168221992,3148027.650247114,910509.6400576492,195207.29624787878,2042310.7139415857,28.923177977365484,17.654364316794705,64.87588232527972
2017-04-01,3972873.4150542114,3012842.292326236,357448.48424461595,602582.6384833592,75.83534579556003,10.605864833072557,15.167426080076524,3121417.5849457895,879183.8738029893,188002.93259405863,2054230.7785487415,28.166172896673107,17.616684489267566,65.81082865862108
2017-07-01,3943956.484509915,2958874.8451346364,344676.18014767417,640405.4592276048,75.02300942608682,10.43350556748913,16.237640089154862,3126200.515490084,854969.8831227493,177554.89659013963,2093675.7357771953,27.34852991311462,17.19618745029168,66.9718952896077
2017-10-01,3951490.3788309516,2950539.1497466536,360758.1315770679,640193.0975072302,74.66902021458472,10.89476724460244,16.201307257051486,3095682.621169049,863000.8286763974,179901.9029646037,2052779.8895280478,27.877561568326897,17.25011331416585,66.31105771278449
2018-01-01,3991361.3988872394,2988618.250408478,349444.09381191444,653299.0546668469,74.87716474989415,10.468471160131294,16.367825144798502,3032531.60111276,859192.8109458545,173794.11522991763,1999544.674936988,28.33252621771795,16.82442544295522,65.93648271309928
2018-04-01,3918099.2820655107,2943862.952713658,326578.91124765715,647657.4181041955,75.13497593562094,9.985773324589516,16.52988787366228,3082619.717934489,891497.5547868259,163079.3930070607,2028042.7701406023,28.92012756552969,15.463963378700175,65.78958664092025
2018-07-01,3862402.2458398473,2919843.1993400054,307363.8613100376,635195.1851898038,75.59655917466745,9.52414442375837,16.44559900186382,3116283.754160153,881394.8994105607,169806.96279049924,2065081.8919590933,28.28352515183904,16.153601786335198,66.26745363615447
2018-10-01,3901169.5669249063,2949739.090147094,343825.24428790197,607605.2324899104,75.61166054292336,10.439305547887058,15.574950590236833,3055907.4330750937,880038.2800812714,166247.06541332146,2009622.0875805009,28.797936434733817,15.889266358283388,65.76187700679996
2019-01-01,3883367.1792606823,2950329.8223252026,330057.7171988047,602979.6397366748,75.97349635341175,10.061546485653857,15.527237366502916,3052220.820739318,889029.5418486778,136547.6779708502,2026643.60091979,29.12730087573855,13.314226889212561,66.39898355810607
2019-04-01,3899704.013227326,2935378.884630836,355668.1443179506,608656.9842785392,75.27183793114516,10.807142565554791,15.60777387755707,3014275.986772675,875009.2380818769,146575.09890936126,1992691.6497814367,29.028836175639373,14.347821672858949,66.10846712530035
2019-07-01,3846577.67092413,2849510.4828891167,352967.7062584503,644099.4817765632,74.07910944911531,11.021705236106635,16.744741348790185,3053060.32907587,859346.8779442592,147387.2453487988,2046326.2057828119,28.147065086145044,14.64013605366734,67.02541008753056
