quarter_start,age_16_to_24_not_in_ft_education_total_sa,age_16_to_24_not_in_ft_education_in_employment_sa,age_16_to_24_not_in_ft_education_unemployed_sa,age_16_to_24_not_in_ft_education_economically_inactive_sa,age_16_to_24_not_in_ft_education_employment_rate_sa,age_16_to_24_not_in_ft_education_unemployment_rate_sa,age_16_to_24_not_in_ft_education_economic_inactivity_rate_sa,age_16_to_24_in_ft_education_total_sa,age_16_to_24_in_ft_education_in_employment_sa,age_16_to_24_in_ft_education_unemployed_sa,age_16_to_24_in_ft_education_economically_inactive_sa,age_16_to_24_in_ft_education_employment_rate_sa,age_16_to_24_in_ft_education_unemployment_rate_sa,age_16_to_24_in_ft_education_economic_inactivity_rate_sa
1992-04-01,5255606.66000047,3742199.5847792197,777216.9005041174,736190.1747171319,71.20395088278705,17.197284274086787,14.007710666784678,1884135.173332863,696572.4874907336,80462.66372467717,1107100.0221174522,36.970409413808696,10.355086716324264,58.75905496520685
1992-07-01,5053183.946703611,3626733.5079151737,759866.481628504,666583.9571599335,71.77125444406259,17.322447532024686,13.191365368655777,2023405.3866297198,722342.330827517,110304.49642869465,1190758.5593735082,35.69933813563107,13.24745291976632,58.84923343793663
1992-10-01,5100832.020117374,3611380.6800922863,800568.5285624438,688882.8114626444,70.79983551407335,18.14546112616172,13.50530283580663,1912721.813215958,658905.0516304974,92571.20344062237,1161245.558144838,34.448556349271016,12.318579970548962,60.71168060724816
1993-01-01,5053695.67981267,3547428.6538636256,824127.4392740502,682139.5866749941,70.19474219696427,18.85203853537961,13.497836630722478,1896987.6535206623,643033.7863632275,100297.83193270481,1153656.0352247301,33.89762633245433,13.493013005774582,60.815157815267476
1993-04-01,5003553.152166195,3500285.541002295,803079.1494601581,700188.4617037417,69.9559979589087,18.661656801711985,13.993824796297172,1884148.93116714,626937.5315632736,99887.96327170261,1157323.4363321636,33.27430869145338,13.743046161910144,61.42420151549577
1993-07-01,4831194.028734303,3390692.9617613135,757555.3789824907,682945.6879904986,70.18333235209809,18.262054649473004,14.136167662250147,1997119.3045990304,697573.7330655927,117160.57188231636,1182384.9996511212,34.928996553145204,14.380218332626507,59.204525084119275
1993-10-01,4779746.082557609,3336678.136613451,762273.1944964097,680794.7514477479,69.80869023126051,18.59678568786547,14.243324638773682,1991398.500775725,704350.0671827475,116341.1024236042,1170707.3311693734,35.36961923534523,14.175990522647847,58.78819988632805
1994-01-01,4712638.510872943,3325759.1353853857,713804.7712688637,673074.6042186941,70.5710639106359,17.670342338019086,14.282330432639473,2001285.32246039,705485.8443815965,112009.42733976954,1183790.0507390238,35.25163735844866,13.701538249134568,59.151488168796774
1994-04-01,4593453.653582367,3255883.1987844985,688804.9037820068,648765.5510158614,70.8809415382973,17.46158088731665,14.123698635990344,2063266.0130842999,729170.4586001736,123091.32614181077,1211004.2283423156,35.34059369834545,14.442901036455098,58.69355772172248
1994-07-01,4605069.169896802,3248066.1794149186,678338.2475884634,678664.7428934202,70.5324080829758,17.27632138256753,14.737340914004745,2010082.496769864,708981.8008797099,125970.68090245844,1175130.0149876957,35.27127876686754,15.087167671336182,58.461780393396324
1994-10-01,4503200.895772444,3210560.7628428675,628788.9129333709,663851.2199962055,71.29508181295903,16.37748488762599,14.741763367017931,2078260.770894223,716967.2200332942,126025.10148148722,1235268.4493794416,34.49842435917228,14.949733024261889,59.437606034777666
1995-01-01,4443655.409002685,3178235.1880728155,616980.4152498539,648439.8056800156,71.52298942068788,16.25679486324029,14.592486275292632,2104255.5909973145,732462.6606828975,136684.75053072316,1235108.179783694,34.80863559619894,15.726302439291109,58.69572998013578
1995-04-01,4356903.276046856,3131148.1009702273,600914.3408442693,624840.8342323594,71.86636706360873,16.101401040656487,14.341397883849641,2157367.7239531437,787121.792470218,138457.0778101076,1231788.8536728183,36.48528638538738,14.958971326578984,57.096842601116606
1995-07-01,4417881.510286563,3184325.400400021,609916.7260667217,623639.3838198207,72.07810786653422,16.074797172595982,14.11625419033406,2065337.489713436,785820.622381466,120185.46312102841,1159331.4042109416,38.04804911039009,13.265414553410029,56.13278265586502
1995-10-01,4347456.0938401865,3128436.0229795845,572629.4540593063,646390.6168012952,71.9601522235543,15.472016304814195,14.86824945091802,2106264.906159815,836009.9223374033,132726.99031691003,1137527.9935055017,39.69158484730364,13.701035707748725,54.00688157404977
1996-01-01,4279903.363357595,3069149.3377080155,580691.420561829,630062.6050877504,71.71071580691626,15.910048109526223,14.721421293808481,2144405.636642404,867826.0921873846,128690.77715209717,1147888.767302922,40.469306616176425,12.914059070309253,53.52946045694158
1996-04-01,4250686.856508589,3060473.8903093217,570039.4951844739,620173.471014794,71.99951428139592,15.701346742368264,14.58995903368401,2144235.1434914093,860777.9133077771,144179.75278535165,1139277.4773982805,40.14382078945838,14.346848394705475,53.13211477092111
1996-07-01,4260339.221732457,3066967.390015385,569416.8956419451,623954.936075127,71.98880723794126,15.658875710354542,14.645663258274475,2110024.778267543,818365.3738675832,138446.62097434007,1153212.7834256198,38.78463335106,14.469574140028744,54.65399246981719
1996-10-01,4201271.968534891,3029425.2254943354,550154.1314762549,621692.6115643003,72.10733435452377,15.36923969585779,14.797723551829547,2147110.031465109,867646.820318691,156902.39793375932,1122560.8132126587,40.4099840065784,15.31428604292765,52.28240736440808
1997-01-01,4165544.523219998,3033961.7947372384,517926.1276418041,613656.6008409556,72.83469850880294,14.581713695934948,14.731725886501732,2161213.476780002,885890.0281418773,150000.01859007447,1125323.4300480504,40.990399035534764,14.48030310391511,52.069054822139684
1997-04-01,4127109.6008018735,3058548.874636952,494144.3024369909,574416.4237279311,74.10873881427074,13.90900586703568,13.918128649075017,2177729.3991981256,873733.7123220533,170147.56792534312,1133848.1189507293,40.121316846977216,16.29951328229765,52.06561106114608
1997-07-01,4042250.032245811,3006886.3195258067,481944.4349473028,553419.2777727011,74.386450505023,13.813924173002395,13.690871998465418,2246526.967754189,899115.3963570002,154488.1961613192,1192923.3752358698,40.022461749294244,14.66283878095576,53.1007814443649
1997-10-01,4053177.2109701615,3057094.0938534182,459690.09119366563,536393.0259230772,75.42463442208286,13.071319336233625,13.233890303915114,2222455.789029838,878411.3267540762,146931.2707980572,1197113.1914777048,39.524355494042304,14.329968456283362,53.86443219193471
1998-01-01,4032819.6993318843,3022082.500484572,459484.68480381917,551252.514043493,74.93720835040654,13.197639463785285,13.669158433609589,2229796.3006681157,876686.37023479,142658.3843996278,1210451.546033698,39.3168815452832,13.995106537904482,54.28529707718186
1998-04-01,4004809.670655498,2995768.342974834,449807.69047039136,559233.6372102723,74.80426260767828,13.054644161215315,13.964050309505428,2244622.329344503,893313.8431376698,159327.2993620555,1191981.1868447778,39.7979576100245,15.135955923563671,53.103863900029545
1998-07-01,3928019.7359174136,2979395.54775419,441865.576363491,506758.61179973267,75.84981105137786,12.915283585009755,12.901121834139055,2317519.264082587,951520.1737537433,169948.2864629894,1196050.8038658542,41.05770288517589,15.154085245531162,51.60909867730151
1998-10-01,3929636.186271841,2949580.03900576,465383.3709668467,514672.7762992344,75.05987575414996,13.627770347635435,13.097211851245682,2316861.813728159,940868.3387501948,149412.5530588865,1226580.9219190776,40.60960102045121,13.704042158435817,52.94147948967812
1999-01-01,3945180.418965386,2990786.758868818,438065.0964789955,516328.5636175728,75.80861814307455,12.775853695626038,13.087577975786942,2302161.581034614,918375.7054132551,166772.88709512673,1217012.988526232,39.89188738874393,15.368668240136756,52.86392573623328
1999-04-01,3934592.1090860283,2965096.8121839887,430547.7914167526,538947.5054852869,75.35970006488817,12.679412649963421,13.697671589405994,2313700.8909139717,911386.6332446823,160438.53271583145,1241875.7249534582,39.39085803284888,14.968722307621393,53.674860472689936
1999-07-01,3953579.9336091587,2993341.822443192,413755.4299055292,546482.6812604375,75.71218674490335,12.143927785457318,13.822477107768055,2297877.0663908413,936887.5377156984,151068.48681158113,1209921.0418635618,40.77187380555654,13.885532448539994,52.65386297465962
1999-10-01,4009444.2843923206,3032876.636700996,410559.2260780108,566008.4216133136,75.64331666877533,11.922952610090757,14.116879583952091,2246401.7156076794,910612.354388135,150556.1854704528,1185233.1757490914,40.53648766653488,14.187773177907822,52.76140805601509
2000-01-01,3984056.049146057,3006486.1633618637,412501.8732018423,565068.0125823508,75.46294846946932,12.065028271243445,14.183234513065338,2276119.950853944,924783.1373407203,168791.21187020838,1182545.6016430152,40.629806746070855,15.434818125717753,51.95444999282016
