ONS_CODE,Oct 2020-Sep 2021,Jan 2021-Dec 2021,Apr 2021-Mar 2022,Jul 2021-Jun 2022,Oct 2021-Sep 2022,Jan 2022-Dec 2022,Apr 2022-Mar 2023,Jul 2022-Jun 2023,Oct 2022-Sep 2023,Jan 2023-Dec 2023,Apr 2023-Mar 2024,Jul 2023-Jun 2024,Oct 2023-Sep 2024
E14000782,54.1,50.5,59.8,56.4,72.0,76.3,70.5,73.4,79.9,80.0,82.6,90.2,84.4
E14000783,82.9,40.9,42.7,46.2,38.4,62.0,62.7,59.3,78.3,86.1,100.0,95.6,94.4
E14000784,53.4,55.1,68.5,90.0,100.0,87.5,53.5,51.9,47.1,66.9,54.6,57.4,57.6
E14000785,65.7,74.1,83.7,100.0,100.0,81.3,79.3,,,,,,
E14000786,100.0,100.0,83.8,82.0,82.5,71.9,,,,,,,
E14000787,,67.6,88.7,87.3,90.1,,100.0,100.0,,,33.8,34.1,70.6
E14000788,,,,,,,,,,,,,
E14000789,72.3,74.8,73.2,64.9,71.0,55.1,66.4,58.0,46.6,65.1,65.3,,86.3
E14000790,,,40.6,56.4,44.2,32.7,52.2,43.2,48.7,58.0,65.4,87.1,83.5
E14000791,80.0,100.0,72.4,,,46.3,,,41.6,,77.8,87.5,100.0
E14000792,69.7,84.0,82.3,86.7,84.8,84.9,86.6,90.2,63.7,61.1,51.4,57.0,
E14000793,58.7,45.4,40.1,64.8,67.8,80.2,78.8,59.2,,,,,32.5
E14000794,100.0,100.0,,,,,,,56.4,57.9,51.2,45.6,36.0
E14000795,100.0,100.0,61.7,58.2,,52.6,60.3,65.6,67.6,50.0,100.0,,
E14000796,61.7,,54.0,61.1,50.6,50.3,49.2,47.3,,39.1,40.7,,
E14000797,100.0,83.2,89.5,81.9,68.3,71.5,72.0,72.7,79.4,56.3,64.8,47.3,
E14000798,100.0,79.1,77.8,68.0,67.1,70.7,,100.0,100.0,100.0,,,
E14000799,94.7,91.4,90.9,88.8,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0
E14000800,65.6,68.0,68.1,82.1,70.1,74.3,67.4,68.3,77.7,76.6,74.9,70.6,62.8
E14000801,78.9,81.7,79.4,86.6,77.4,63.7,74.0,68.7,78.6,78.0,76.9,76.4,75.7
E14000802,81.6,64.9,61.6,65.4,73.9,77.4,100.0,100.0,,,,,77.2
E14000803,79.6,80.1,78.4,81.4,83.2,86.9,86.0,84.8,75.3,80.7,81.6,83.8,81.3
E14000804,82.6,80.4,83.6,87.9,100.0,100.0,,,,,69.7,83.5,70.4
E14000805,100.0,100.0,100.0,100.0,,,,,,,,,50.0
E14000806,63.3,65.3,100.0,100.0,100.0,100.0,100.0,,,100.0,100.0,100.0,100.0
E14000807,57.4,44.8,68.2,72.0,63.0,78.7,60.1,58.9,65.4,57.7,46.4,60.0,72.1
E14000808,69.8,58.5,48.5,45.9,45.8,55.4,100.0,,,,,,
E14000809,100.0,86.8,85.5,44.3,,41.7,75.6,76.1,72.4,50.2,24.8,27.4,32.5
E14000810,,,43.4,62.6,53.9,100.0,100.0,,,,,73.6,83.7
E14000811,100.0,100.0,100.0,100.0,100.0,63.4,,,,,,,
E14000812,75.5,80.5,84.4,80.6,76.0,69.7,65.1,66.8,61.3,59.5,43.4,67.5,80.0
E14000813,78.3,68.8,72.1,68.5,,,,76.5,81.8,80.3,79.0,72.9,79.9
E14000814,80.1,80.6,89.8,93.7,69.9,38.9,33.5,34.7,39.3,92.6,93.9,100.0,100.0
E14000815,94.0,83.0,91.4,88.9,92.6,100.0,100.0,100.0,93.2,88.7,90.3,89.4,86.4
E14000816,79.1,79.4,85.7,81.4,59.3,57.5,69.8,,100.0,100.0,,100.0,65.5
E14000817,,,,,,60.0,54.1,61.8,71.7,100.0,100.0,,
E14000818,66.1,73.0,64.1,66.7,100.0,100.0,100.0,,65.5,,,,
E14000819,86.3,79.4,61.2,45.7,50.0,47.1,55.9,57.7,54.4,48.0,39.0,42.0,47.7
E14000820,48.9,57.6,60.8,60.7,66.9,77.6,73.9,84.8,91.8,79.2,86.2,76.0,73.5
E14000821,86.0,82.9,83.6,95.1,90.6,87.2,83.2,68.8,69.9,64.0,48.7,46.9,52.3
E14000822,70.1,75.1,80.4,83.3,87.4,92.8,92.0,85.1,92.7,88.9,92.4,92.2,89.3
E14000823,75.2,67.6,,,,,,,100.0,100.0,100.0,100.0,100.0
E14000824,100.0,100.0,100.0,,,,,,,,,,
E14000825,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.1,81.8
E14000826,100.0,100.0,100.0,89.4,92.5,88.5,,100.0,,,,,63.6
E14000827,61.6,,77.2,,81.0,73.4,77.6,86.4,88.5,89.2,88.1,86.1,70.8
E14000828,100.0,71.5,,,80.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
E14000829,61.4,74.1,72.2,87.0,100.0,100.0,100.0,100.0,,100.0,,76.0,65.3
E14000830,82.2,78.8,83.0,89.6,88.5,88.3,73.2,79.1,81.3,82.4,100.0,90.5,91.2
E14000831,54.7,46.7,46.3,51.2,44.5,37.8,37.1,43.4,40.0,48.8,49.8,50.9,68.3
E14000832,64.3,65.2,66.7,78.5,71.9,63.3,69.3,55.9,72.8,72.2,54.9,79.8,73.9
E14000833,85.8,82.8,75.0,83.8,88.3,76.5,88.0,87.2,91.4,87.0,88.0,69.8,67.5
E14000834,89.2,88.5,87.4,100.0,100.0,100.0,100.0,100.0,,,,,
E14000835,78.4,83.5,81.0,84.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
E14000836,88.7,100.0,92.4,92.8,92.4,94.6,100.0,92.1,88.3,88.7,85.1,95.1,95.8
E14000837,71.6,87.5,90.2,100.0,100.0,100.0,,,,,,,100.0
E14000838,89.6,100.0,100.0,79.1,58.1,56.6,58.0,,,,,,
E14000839,100.0,100.0,72.9,74.5,,86.4,78.4,73.4,78.5,73.8,87.5,100.0,100.0
E14000840,70.2,52.7,,,,,,49.9,52.2,61.2,74.4,,
E14000841,89.2,90.0,86.8,78.0,89.8,93.7,86.5,100.0,93.2,95.6,95.8,84.6,76.1
E14000842,86.7,87.1,87.5,79.7,56.7,,,,63.1,61.5,64.9,,100.0
E14000843,,,,,,56.0,71.9,100.0,100.0,100.0,,,
E14000844,88.6,93.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
E14000845,80.9,80.2,61.0,57.7,82.0,82.5,83.9,100.0,100.0,100.0,,,
E14000846,84.2,82.0,81.7,67.0,46.9,57.2,62.5,65.8,86.2,75.4,70.0,48.0,38.0
E14000847,91.6,89.7,91.0,94.3,93.5,96.1,84.3,77.8,89.0,73.4,80.2,85.5,87.3
E14000848,74.4,81.4,81.2,68.3,76.1,,,,,,,,
E14000849,,,,,,,,,100.0,,,80.2,53.0
E14000850,78.1,84.3,78.5,75.4,65.0,75.3,76.9,74.7,85.8,76.3,83.9,80.4,72.4
E14000851,70.7,65.0,69.5,73.3,89.9,84.5,82.2,81.1,93.6,100.0,100.0,100.0,91.0
E14000852,84.2,79.3,88.3,100.0,100.0,100.0,79.6,72.5,,,,,
E14000853,84.0,79.4,71.7,71.5,73.8,81.7,93.8,100.0,100.0,75.5,75.5,76.5,68.1
E14000854,81.9,80.0,84.3,71.6,100.0,100.0,100.0,100.0,62.2,50.5,59.8,61.4,59.1
E14000855,95.2,86.3,81.1,81.7,73.7,84.7,76.4,70.9,64.7,73.2,,71.0,86.1
E14000856,85.8,76.8,64.7,62.6,80.0,85.1,80.0,82.9,85.2,100.0,100.0,100.0,100.0
E14000857,67.6,69.5,79.6,,,,,51.5,,,100.0,100.0,78.0
E14000858,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,47.3,48.7,75.3,70.7,92.1
E14000859,90.3,81.6,79.7,50.5,,,,,100.0,,,,
E14000860,94.3,80.3,83.4,84.4,80.7,100.0,81.8,,,,,,60.3
E14000861,67.4,63.8,57.6,,,72.4,86.5,100.0,85.1,84.0,64.9,63.5,
E14000862,77.9,92.4,88.1,100.0,100.0,,72.4,76.6,75.6,77.7,100.0,100.0,100.0
E14000863,67.8,,72.2,100.0,100.0,100.0,,,,,,,
E14000864,76.7,82.3,83.8,87.6,100.0,70.6,50.7,55.1,49.4,,,48.1,64.3
E14000865,35.1,40.7,53.4,63.0,79.2,75.6,59.9,54.6,38.6,50.6,45.0,46.9,45.1
E14000866,82.9,70.1,76.6,77.2,79.6,66.3,60.4,42.0,31.3,,19.3,17.9,37.2
E14000867,75.2,68.4,56.3,62.4,58.1,46.8,43.5,44.2,32.6,45.9,36.0,57.2,69.0
E14000868,75.2,100.0,75.8,59.2,43.4,43.2,62.6,64.4,68.3,81.4,76.3,85.4,89.1
E14000869,93.4,94.2,90.7,100.0,100.0,100.0,100.0,100.0,77.0,86.4,82.3,80.1,100.0
E14000870,91.7,92.9,76.6,77.7,73.8,74.7,80.4,84.6,87.8,90.7,100.0,90.9,92.8
E14000871,47.2,38.9,55.4,52.9,65.9,76.7,73.3,82.6,67.8,58.2,51.5,61.6,67.2
E14000872,86.0,71.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,83.0,
E14000873,23.3,59.2,78.6,90.4,90.0,100.0,,54.8,48.9,,,,
E14000874,64.2,69.3,85.7,85.9,86.3,76.5,64.0,77.8,85.7,100.0,100.0,80.4,73.7
E14000875,100.0,100.0,100.0,77.9,75.5,66.6,65.2,55.2,51.6,54.1,65.2,100.0,89.6
E14000876,79.6,83.7,78.9,59.9,89.6,93.2,95.6,94.7,100.0,100.0,100.0,84.7,66.1
E14000877,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
E14000878,87.4,100.0,100.0,92.2,91.3,89.2,88.0,81.8,62.1,57.3,51.0,47.4,46.6
E14000879,73.8,74.3,79.8,91.0,92.2,100.0,100.0,100.0,100.0,100.0,92.8,93.7,91.3
E14000880,79.1,77.2,83.9,91.6,91.2,100.0,100.0,90.8,83.2,65.8,61.8,69.8,63.3
E14000881,79.7,84.4,94.0,84.5,67.1,71.8,76.3,78.0,85.0,85.2,80.4,89.8,83.0
E14000882,75.6,62.4,62.2,51.4,49.1,59.8,56.8,67.9,69.7,65.5,67.4,53.7,75.9
E14000883,88.4,82.5,83.0,88.4,100.0,85.3,93.8,88.6,85.5,100.0,100.0,,
E14000884,84.1,79.1,65.5,72.7,69.0,56.4,68.9,62.6,67.5,91.2,64.8,48.8,
E14000885,66.7,58.1,55.9,41.5,64.6,72.4,,100.0,100.0,100.0,100.0,82.2,65.6
E14000886,91.4,84.1,85.5,92.6,100.0,100.0,100.0,100.0,100.0,83.2,81.5,,48.8
E14000887,87.1,82.3,100.0,100.0,100.0,100.0,100.0,85.3,82.0,76.1,,,
E14000888,76.6,75.6,65.7,78.5,87.9,87.3,89.6,89.3,84.7,86.1,61.4,71.8,78.9
E14000889,67.2,48.6,59.3,69.2,74.5,77.2,71.1,69.5,81.0,77.7,83.9,87.2,82.9
E14000890,71.5,73.1,83.8,87.4,80.0,77.6,75.7,87.4,100.0,87.3,87.9,86.6,83.9
E14000891,66.3,67.3,75.1,74.4,64.9,69.0,75.4,75.1,71.8,69.7,71.0,78.2,75.6
E14000892,78.1,76.9,88.4,85.6,100.0,100.0,,75.6,77.9,78.6,85.4,100.0,100.0
E14000893,51.5,77.9,82.0,74.5,100.0,,,,,,,,
E14000894,70.1,85.1,87.8,91.0,100.0,100.0,100.0,100.0,100.0,,100.0,,83.6
E14000895,67.1,60.5,81.4,71.8,,,,,,,64.4,,83.5
E14000896,62.2,55.6,75.7,78.3,57.8,69.4,68.9,74.8,67.2,67.6,61.7,,
E14000897,64.5,75.5,82.4,69.8,64.2,56.3,63.3,86.1,69.6,65.7,80.3,80.7,76.9
E14000898,67.1,49.1,48.8,70.4,73.4,80.3,71.3,69.8,88.5,88.6,92.3,91.7,100.0
E14000899,62.0,74.1,66.1,66.4,63.5,79.7,64.8,70.2,72.8,64.0,82.5,80.0,83.1
E14000900,94.0,92.1,90.8,100.0,100.0,100.0,100.0,100.0,100.0,,86.2,93.0,92.7
E14000901,79.9,70.3,77.1,83.5,83.5,79.7,84.6,87.9,86.8,83.3,,,
E14000902,79.2,70.2,64.8,59.4,67.6,82.6,100.0,58.8,,67.5,67.5,100.0,100.0
E14000903,68.9,82.7,84.5,89.4,79.8,73.8,73.8,86.4,80.0,72.5,69.8,53.8,61.1
E14000904,77.4,63.8,66.8,62.8,79.6,100.0,68.3,,61.3,76.0,100.0,100.0,100.0
E14000905,80.1,88.2,100.0,100.0,100.0,100.0,100.0,,,,,,
E14000906,,,72.5,73.0,79.9,73.0,,,,,,,
E14000907,74.8,80.0,67.9,69.6,75.6,84.4,88.6,87.3,56.8,,,,
E14000908,,,,,,,100.0,100.0,100.0,80.4,82.9,61.1,65.6
E14000909,80.2,71.6,76.2,81.7,85.0,94.4,91.5,93.1,96.4,97.1,92.6,92.2,90.2
E14000910,92.6,89.0,86.3,86.7,71.7,71.0,78.3,73.6,79.7,100.0,100.0,80.0,84.8
E14000911,65.6,67.4,74.9,82.3,90.6,77.3,80.0,79.8,76.3,86.1,89.7,100.0,92.0
E14000912,85.2,91.5,100.0,100.0,100.0,100.0,100.0,67.0,,,,80.7,67.2
E14000913,75.8,76.9,100.0,100.0,100.0,84.8,81.2,77.3,,,,100.0,100.0
E14000914,100.0,100.0,85.5,87.0,84.4,90.1,100.0,100.0,100.0,88.2,75.0,76.5,61.4
E14000915,90.0,89.5,88.0,55.5,52.2,58.3,58.5,68.7,76.3,80.0,84.0,66.1,70.0
E14000916,74.4,79.1,78.0,86.2,82.6,91.7,100.0,77.8,73.0,76.6,72.4,100.0,100.0
E14000917,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
E14000918,90.9,79.4,68.5,51.9,59.4,57.4,,100.0,,,,,
E14000919,58.5,82.8,94.8,86.5,85.4,81.7,78.1,84.0,86.9,64.1,,,60.1
E14000920,81.5,88.1,87.2,83.5,100.0,80.4,70.0,72.1,82.5,83.5,100.0,90.8,
E14000921,85.4,100.0,80.6,77.1,77.4,81.6,74.3,51.8,61.8,52.9,56.8,74.8,45.4
E14000922,83.4,77.2,83.7,86.9,78.5,100.0,100.0,,,,,,
E14000923,100.0,100.0,100.0,,,,,,74.1,73.4,78.8,100.0,100.0
E14000924,100.0,100.0,100.0,100.0,100.0,100.0,88.1,90.3,93.6,91.4,100.0,83.5,66.5
E14000925,100.0,100.0,88.1,84.2,,,,,,,72.7,100.0,100.0
E14000926,91.9,96.6,94.8,94.7,100.0,100.0,86.5,88.1,90.7,92.4,100.0,78.3,
E14000927,86.3,78.4,71.8,66.7,,,,100.0,100.0,100.0,100.0,100.0,100.0
E14000928,,68.5,,73.6,72.3,90.9,86.2,85.2,85.2,85.8,91.1,100.0,100.0
E14000929,85.4,77.8,83.3,82.4,88.4,68.9,76.6,85.7,,,100.0,,
E14000930,65.7,68.9,77.4,89.6,85.0,75.0,45.9,52.9,,52.7,62.2,54.5,61.9
E14000931,96.9,80.9,80.3,74.1,71.6,89.8,81.6,89.7,82.9,67.9,82.3,81.3,83.4
E14000932,84.2,89.5,82.3,100.0,100.0,,100.0,100.0,85.0,82.7,78.8,88.5,87.7
E14000933,84.0,84.3,77.1,71.1,78.0,77.5,92.9,96.2,89.2,91.2,33.3,59.9,81.8
E14000934,74.9,81.6,80.0,73.7,58.2,75.1,75.3,91.8,100.0,100.0,74.1,,
E14000935,76.9,93.7,90.3,77.5,85.9,81.4,90.3,88.9,81.9,79.2,79.2,87.6,100.0
E14000936,75.4,75.4,67.4,,55.6,58.3,,36.8,,61.6,100.0,100.0,100.0
E14000937,,,,,63.4,63.2,68.2,70.3,80.6,79.9,,100.0,74.6
E14000938,84.2,87.8,88.9,87.8,80.9,80.4,,78.9,54.6,69.0,76.6,84.1,100.0
E14000939,100.0,100.0,100.0,100.0,,,100.0,,100.0,100.0,100.0,100.0,
E14000940,100.0,100.0,100.0,100.0,100.0,85.2,77.9,76.2,83.5,91.2,88.5,80.0,77.2
E14000941,76.7,86.1,100.0,100.0,100.0,88.0,87.8,91.7,94.0,80.6,80.7,66.5,49.8
E14000942,75.9,88.1,85.9,100.0,100.0,100.0,100.0,85.4,93.3,93.6,92.1,85.8,81.1
E14000943,85.3,100.0,100.0,85.3,84.0,78.1,76.5,,,,83.9,91.7,92.9
E14000944,83.9,92.6,84.3,83.6,78.1,46.9,66.2,67.1,66.6,72.9,60.1,61.6,56.5
E14000945,56.7,49.3,,100.0,100.0,100.0,100.0,100.0,,,,,
E14000946,94.0,92.4,93.0,91.8,100.0,100.0,64.7,75.5,,73.4,100.0,,
E14000947,56.7,59.6,65.9,76.3,91.5,89.4,88.5,84.7,54.4,73.9,79.3,81.1,83.5
E14000948,42.9,44.2,75.5,48.2,68.4,63.7,,,,,,42.3,64.9
E14000949,72.3,89.0,87.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
E14000950,76.8,,100.0,100.0,65.9,74.5,,,,,,,90.3
E14000951,67.2,88.3,81.4,70.0,74.0,71.1,63.9,72.8,64.1,89.2,86.9,,72.8
E14000952,,100.0,100.0,100.0,100.0,100.0,,,,,100.0,,100.0
E14000953,61.6,47.1,,,,73.9,77.1,85.1,100.0,,,,
E14000954,68.0,61.0,100.0,89.5,90.9,91.0,86.0,83.7,78.0,73.6,100.0,100.0,100.0
E14000955,88.7,80.9,79.6,80.4,70.3,62.9,64.3,46.0,57.4,74.7,79.3,85.5,87.5
E14000956,59.5,55.8,65.5,68.4,75.5,69.9,65.1,61.7,61.2,59.6,63.4,62.6,57.7
E14000957,65.9,66.5,69.0,90.1,85.5,91.4,75.9,68.8,89.6,67.4,60.8,60.8,61.5
E14000958,81.6,80.7,100.0,75.6,64.6,,,,,72.8,70.5,65.0,77.6
E14000959,75.4,71.3,70.4,71.2,72.1,75.4,72.0,68.3,62.9,63.6,68.8,68.0,71.8
E14000960,94.9,93.6,,67.4,65.0,39.3,48.5,,,60.9,62.3,58.2,49.2
E14000961,100.0,88.4,90.4,68.0,70.4,59.3,63.2,100.0,100.0,100.0,100.0,,
E14000962,81.6,80.7,92.1,89.7,61.1,54.1,58.5,49.4,68.8,42.1,,,
E14000963,82.2,90.3,95.1,94.1,71.6,64.4,59.2,68.9,87.2,85.2,77.8,75.2,77.8
E14000964,84.5,84.4,83.6,81.7,,,77.7,83.8,84.2,72.4,79.9,75.8,64.5
E14000965,100.0,100.0,100.0,100.0,100.0,100.0,100.0,79.1,75.8,,,,100.0
E14000966,84.7,100.0,100.0,100.0,100.0,100.0,,100.0,,,,,
E14000967,71.2,66.5,63.1,65.1,78.6,79.9,73.1,79.6,60.4,,100.0,88.7,85.4
E14000968,67.4,,59.5,76.2,77.9,100.0,74.9,82.1,,,,,
E14000969,65.5,64.0,77.9,69.0,62.4,69.1,73.8,80.5,87.2,73.6,,67.0,50.0
E14000970,93.5,92.7,70.4,58.3,45.1,56.4,80.1,77.3,81.9,81.8,66.0,79.4,83.8
E14000971,94.6,100.0,91.2,91.7,80.3,64.3,73.8,75.7,74.9,90.6,81.8,80.8,100.0
E14000972,89.2,88.4,64.5,61.2,48.8,40.3,51.2,,,,84.0,81.0,83.9
E14000973,87.6,82.9,81.5,85.7,82.3,85.7,81.3,100.0,100.0,100.0,100.0,100.0,100.0
E14000974,70.3,83.5,87.2,95.4,91.7,80.5,87.4,85.4,100.0,100.0,,,
E14000975,50.9,67.5,64.8,86.0,100.0,100.0,,,,,,,
E14000976,85.4,81.3,100.0,100.0,100.0,100.0,,,79.1,79.0,90.0,88.8,78.7
E14000977,81.3,74.7,58.6,85.7,87.6,87.3,100.0,100.0,100.0,100.0,90.3,83.4,
E14000978,72.7,57.1,45.3,,,100.0,100.0,78.6,80.4,,,,
E14000979,87.1,85.5,88.0,88.0,83.5,87.0,,71.9,70.7,87.1,93.5,100.0,89.7
E14000980,53.8,72.3,70.3,87.3,81.4,91.0,100.0,100.0,100.0,100.0,100.0,100.0,91.3
E14000981,100.0,100.0,100.0,100.0,100.0,100.0,81.4,70.9,54.6,46.7,66.7,58.5,75.3
E14000982,59.1,66.3,66.2,65.6,50.4,,47.4,57.7,88.6,90.6,90.6,100.0,90.4
E14000983,100.0,79.0,59.1,59.1,60.0,63.8,,,,,100.0,,60.3
E14000984,84.3,82.8,89.7,80.1,71.5,56.0,62.0,78.0,100.0,,,44.3,46.1
E14000985,61.1,66.2,64.7,61.8,79.0,82.6,78.8,100.0,100.0,,,73.7,
E14000986,73.2,73.9,67.3,77.3,100.0,100.0,100.0,100.0,100.0,79.6,79.0,74.6,
E14000987,68.0,56.5,47.0,50.3,70.2,50.1,54.1,52.6,,,,,
E14000988,100.0,100.0,91.8,91.6,75.5,68.7,65.7,,,,,100.0,91.2
E14000989,86.6,88.5,100.0,100.0,78.1,70.8,74.4,71.1,79.8,81.1,85.4,77.2,87.0
E14000990,52.7,79.6,74.2,79.2,78.5,76.3,83.4,84.2,79.7,71.6,73.5,,100.0
E14000991,83.6,78.2,59.0,46.9,55.5,60.5,57.8,61.3,39.9,70.1,86.7,86.0,100.0
E14000992,83.0,83.9,74.9,75.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,71.7,64.7
E14000993,80.5,79.9,82.9,87.3,84.8,85.6,100.0,100.0,81.6,86.2,84.3,86.1,84.8
E14000994,74.1,82.5,75.0,73.1,89.3,80.1,87.1,84.5,82.9,100.0,100.0,80.4,79.4
E14000995,68.6,79.5,83.4,87.5,94.4,96.7,100.0,93.3,87.0,89.4,90.2,93.3,97.3
E14000996,100.0,100.0,89.1,91.9,93.5,91.8,100.0,100.0,100.0,,100.0,100.0,100.0
E14000997,,,,,53.7,53.7,69.7,77.3,100.0,100.0,100.0,100.0,100.0
E14000998,67.1,75.6,74.7,100.0,100.0,100.0,100.0,100.0,,,100.0,,
E14000999,81.5,85.8,86.0,93.0,100.0,100.0,100.0,94.7,84.8,86.0,85.7,82.6,92.5
E14001000,,,,,,,,,92.0,89.2,69.8,69.8,
E14001001,55.6,51.8,45.7,63.6,76.6,69.9,49.2,52.7,58.4,47.2,92.9,92.8,100.0
E14001002,100.0,72.6,81.7,75.0,69.4,83.3,60.4,,,,51.7,49.7,46.9
E14001003,72.9,74.6,85.7,84.0,88.4,83.6,77.8,72.9,72.2,,,61.7,61.5
E14001004,82.2,79.6,80.2,76.3,71.9,80.6,84.8,79.8,100.0,100.0,,,
E14001005,70.8,74.2,59.7,71.0,54.4,46.5,75.5,74.3,78.5,77.6,79.0,64.9,70.4
E14001006,69.8,71.0,63.6,66.8,67.7,68.6,68.2,60.2,54.9,54.1,55.3,71.0,84.4
E14001007,32.1,37.0,45.6,72.6,72.3,80.3,,,,100.0,100.0,,69.3
E14001008,95.6,94.2,80.8,,,,,,,,,,60.6
E14001009,86.4,70.6,35.8,61.5,65.4,61.6,77.3,71.7,78.0,100.0,100.0,,100.0
E14001010,72.6,54.4,55.4,,,,,,,,,66.8,53.3
E14001011,28.5,,,,100.0,100.0,100.0,100.0,,100.0,89.1,88.2,91.1
E14001012,55.4,56.4,57.4,56.7,76.1,86.7,84.7,85.1,100.0,81.3,51.1,51.8,44.1
E14001013,,,74.1,63.8,80.8,79.4,73.0,58.9,,60.0,48.0,75.7,74.4
E14001014,71.3,68.7,78.5,89.0,84.7,91.2,90.1,74.8,61.9,73.6,74.6,100.0,100.0
E14001015,72.1,58.5,60.1,65.5,90.4,100.0,76.6,69.1,,,77.1,,81.5
E14001016,62.4,,,,,86.8,86.4,87.4,85.1,83.4,89.1,90.8,90.3
E14001017,100.0,100.0,83.4,84.8,85.5,85.4,87.5,87.0,87.6,,,75.2,
E14001018,52.1,60.5,65.3,84.5,77.2,62.3,63.1,73.3,72.9,84.6,100.0,100.0,100.0
E14001019,93.3,93.2,93.8,100.0,100.0,100.0,92.0,64.2,63.4,65.9,50.1,100.0,
E14001020,88.2,86.7,92.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.5
E14001021,85.0,80.5,63.2,58.6,63.5,53.6,69.7,69.8,77.6,61.4,79.3,79.3,71.6
E14001022,100.0,100.0,100.0,100.0,,,,,,,,,
E14001023,92.5,93.4,92.8,100.0,100.0,,,67.2,66.0,72.7,100.0,100.0,70.8
E14001024,93.5,95.1,95.3,100.0,100.0,95.0,87.7,86.7,93.6,85.6,73.9,75.2,
E14001025,94.1,73.2,73.5,66.2,,,100.0,100.0,100.0,100.0,,,57.3
E14001026,72.7,90.8,78.5,77.5,75.3,84.0,75.8,66.2,74.5,,,,
E14001027,82.5,100.0,71.2,73.7,82.1,80.4,81.3,70.6,,,,,100.0
E14001028,71.0,74.3,77.3,69.2,75.2,81.6,81.0,87.3,88.1,88.2,85.7,87.7,80.2
E14001029,79.7,81.2,81.5,90.3,86.6,83.9,100.0,100.0,100.0,88.8,79.3,73.9,80.2
E14001030,100.0,71.9,81.9,76.4,71.5,80.3,80.7,80.9,100.0,88.2,67.8,69.9,56.7
E14001031,64.8,55.9,45.9,33.7,,,68.8,69.1,71.2,68.1,,66.0,67.6
E14001032,84.2,86.5,90.2,90.6,80.5,73.8,68.3,61.8,61.3,55.8,53.0,52.1,56.9
E14001033,83.9,91.4,74.1,71.6,65.1,67.2,59.7,62.9,70.2,84.5,100.0,81.3,71.3
E14001034,100.0,94.3,94.1,88.5,90.2,94.4,89.0,100.0,100.0,100.0,,,
E14001035,65.3,82.3,72.2,65.7,58.2,,,100.0,100.0,100.0,88.6,82.9,71.2
E14001036,,,36.7,26.4,29.7,,,,,,50.9,61.8,69.8
E14001037,68.0,82.8,94.9,93.7,90.0,91.2,85.9,75.9,,,100.0,100.0,90.5
E14001038,100.0,100.0,100.0,87.6,92.1,83.1,88.9,93.1,95.2,79.7,66.0,63.9,67.6
E14001039,70.9,67.0,79.5,,87.0,87.3,91.8,87.0,82.4,80.2,,,
E14001040,69.1,78.8,62.0,50.3,54.1,60.9,53.7,62.1,61.0,60.2,66.9,57.8,52.1
E14001041,54.5,62.2,63.9,,58.4,60.4,59.8,61.5,,,80.8,80.3,81.9
E14001042,73.7,75.2,75.6,71.1,72.6,82.5,78.1,80.3,78.6,79.7,75.5,74.4,60.3
E14001043,69.5,84.5,100.0,100.0,100.0,,,,,,,100.0,100.0
E14001044,76.2,67.5,67.7,69.4,71.3,87.3,100.0,,,,,100.0,100.0
E14001045,100.0,100.0,100.0,85.8,75.4,66.9,,,,,,,
E14001046,91.6,77.6,86.8,85.8,89.7,83.5,77.3,76.9,,,,100.0,100.0
E14001047,72.3,77.9,93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,73.0
E14001048,59.7,49.6,48.8,60.0,73.3,83.8,77.0,66.0,55.0,53.6,54.8,66.6,78.3
E14001049,84.4,85.8,83.3,80.5,,,,,,,,,
E14001050,54.5,60.2,100.0,100.0,71.9,48.2,58.7,46.2,78.7,87.1,80.6,100.0,
E14001051,78.3,80.8,100.0,,,,,,,,,,74.5
E14001052,89.2,90.7,80.5,88.7,70.3,61.8,73.9,69.8,100.0,100.0,,100.0,100.0
E14001053,72.9,72.8,100.0,87.8,,73.3,72.9,73.6,74.7,86.5,,,
E14001054,86.6,70.5,69.9,55.8,48.5,62.4,59.2,79.9,89.0,84.4,82.2,68.2,47.2
E14001055,,82.8,65.1,76.3,76.7,58.5,,,,,,,
E14001056,65.0,57.3,81.1,73.8,,,,,,84.7,100.0,79.9,86.3
E14001057,67.4,,,,,,,,,,,,100.0
E14001058,66.5,56.7,,56.0,77.2,,74.2,78.5,81.2,78.8,100.0,,100.0
