Religious Group,Employment,Employment,Employment
,Value (%),- (%),+ (%)
---,,,
Other,54.1,2.7,2.8
Sikh,46.2,3.9,3.9
Muslim,30.2,1.1,1.1
Jewish,35.9,4,4.2
Hindu,34.3,2.7,2.8
Buddhist,39.7,5.2,5.4
Christian,55.1,0.4,0.5
None,57.2,0.3,0.4
