local_authority_code,value
E06000001,0.5051065846527915
E06000002,0.4060685071120216
E06000003,0.7975371938770655
E06000004,0.4544219618060931
E06000005,0.5855077041787057
E06000006,0.8294114480013053
E06000007,0.0322786896865626
E06000008,0.3552244256553214
E06000009,1.686232444603342
E06000010,0.7195380998257267
E06000011,-0.0286859795999642
E06000012,1.7139452407043227
E06000013,1.15613013157076
E06000014,-2.0914562713562264
E06000015,0.5498313295867092
E06000016,-0.025588928177312
E06000017,-0.6578373273443243
E06000018,-1.7183201112365694
E06000019,0.4474803779551138
E06000020,0.7976070560528447
E06000021,0.8632455746651669
E06000022,-2.3837325023588094
E06000023,-1.718042992816486
E06000024,-0.1446476504313093
E06000025,-0.4966644824289465
E06000026,-0.6690364452394489
E06000027,1.2052468468193107
E06000030,0.901258815908022
E06000031,2.1269127275754
E06000032,0.6789959507674305
E06000033,0.6364772983314915
E06000034,0.8339179141363672
E06000035,0.6428101967554415
E06000036,-0.0306961810191404
E06000037,0.1074420640525257
E06000038,-0.671400675449927
E06000039,0.0543426808993139
E06000040,-0.6624916728835242
E06000041,-0.8164445348017274
E06000042,0.7330628118850989
E06000043,-2.165002294860678
E06000044,-1.002551935921434
E06000045,-1.0449503417143768
E06000046,1.4949369043344505
E06000047,-0.1906426997920965
E06000049,-0.1379081031739586
E06000050,-0.3864202534773682
E06000051,0.0057774650005515
E06000052,0.0569564281598886
E06000053,-1.6269396511872427
E06000054,0.3809447805358579
E06000055,0.3623094390866318
E06000056,0.1956040914149691
E06000057,0.5503011732304832
E06000058,-0.6348991340875361
E06000059,0.4779847075361287
E06000060,-0.2324219991295135
E06000061,1.358724654116939
E06000062,0.4418948316750355
E07000008,-2.16915407695123
E07000009,0.4923914209723319
E07000010,2.0744947056278877
E07000011,0.5100479058940895
E07000012,-0.4164620008721498
E07000026,0.3443360282431389
E07000027,0.2577954623523881
E07000028,0.81602439666777
E07000029,-0.0621055561627931
E07000030,0.0663679657803157
E07000031,-0.5597958169211498
E07000032,0.2034100784601039
E07000033,0.9910439592889712
E07000034,0.5596403958233599
E07000035,-0.3887310471505334
E07000036,0.6420895756644698
E07000037,-0.1172025466047982
E07000038,0.5069408236675788
E07000039,-0.17325646839149
E07000040,-0.0527100620320965
E07000041,-2.3006284827050907
E07000042,0.4001027414781397
E07000043,1.2402078938907897
E07000044,-0.3153050926468812
E07000045,0.0990172888165945
E07000046,1.342325320285192
E07000047,0.4847810351338587
E07000061,0.6795074004602867
E07000062,1.5284392452018052
E07000063,0.5146237735757391
E07000064,0.7167625592679429
E07000065,-0.1628691026428892
E07000066,1.1251149742561584
E07000067,0.6007332987847158
E07000068,-0.9019567140837064
E07000069,0.452544006560134
E07000070,-0.2987046993236344
E07000071,-0.5400253180946711
E07000072,-0.466819990959952
E07000073,1.6620013744908593
E07000074,0.3410651900630146
E07000075,0.036283367946485
E07000076,1.791171950516769
E07000077,-0.8128644663756338
E07000078,-1.299061427173033
E07000079,-0.355278064453581
E07000080,0.4560334549838968
E07000081,0.3356684072163029
E07000082,-0.0713079430490821
E07000083,-0.2299874727262963
E07000084,0.3965941091373707
E07000085,-0.4888168515739881
E07000086,-0.3132233923397714
E07000087,-0.3707281949253011
E07000088,1.3350702298751953
E07000089,-0.7668221770801718
E07000090,1.317732642123037
E07000091,0.2269518534350495
E07000092,0.4036051647720213
E07000093,-0.1343235417586373
E07000094,-1.5783327126920688
E07000095,0.0007523471293027
E07000096,-0.0408928197003386
E07000098,-0.4716887256302375
E07000099,0.0457168064099452
E07000102,-0.8008455907331243
E07000103,-0.3190313546781551
E07000105,1.1511122932991518
E07000106,-1.3334903774115767
E07000107,0.479467038674307
E07000108,1.0942966139425494
E07000109,0.683065280420019
E07000110,0.3982818379366682
E07000111,-0.1613116310390338
E07000112,1.1502036947472885
E07000113,1.5108558146758566
E07000114,1.8643779535087572
E07000115,0.1190772026071016
E07000116,0.0771623883798234
E07000117,1.654512686583243
E07000118,-0.3602393724921833
E07000119,-0.3444250814887971
E07000120,0.7943706635270565
E07000121,-1.2494188499615992
E07000122,1.2517635868949788
