new_la_code,time_period,version,gender,breakdown,ethnicity_major,free_school_meals,sen_status,sen_description,disadvantage,first_language,variable,value
E06000060,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.52
E06000061,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.47
E06000062,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.47
E06000063,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.8
E06000064,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.39
E06000065,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.64
E06000066,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.71
E08000001,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.86
E08000002,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.54
E08000003,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.73
E08000004,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.88
E08000005,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.72
E08000006,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-1.06
E08000007,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.67
E08000008,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.67
E08000009,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.44
E08000010,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.69
E08000011,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-1.45
E08000012,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.88
E08000013,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.72
E08000014,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-1.08
E08000015,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.58
E08000016,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.75
E08000017,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.65
E08000018,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.58
E08000019,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.78
E08000021,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-1.1
E08000022,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.59
E08000023,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.75
E08000024,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-1.06
E08000025,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.49
E08000026,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.54
E08000027,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.48
E08000028,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.47
E08000029,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.6
E08000030,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.56
E08000031,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.51
E08000032,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.83
E08000033,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.46
E08000034,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.63
E08000035,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.6
E08000036,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.46
E08000037,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.68
E09000002,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.63
E09000003,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.12
E09000004,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.63
E09000005,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.06
E09000006,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.57
E09000007,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.62
E09000008,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.45
E09000009,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.26
E09000010,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.39
E09000011,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.58
E09000012,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.24
E09000013,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.27
E09000014,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.16
E09000015,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.26
E09000016,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.65
E09000017,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.48
E09000018,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.28
E09000019,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.58
E09000020,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.42
E09000021,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.12
E09000022,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.67
E09000023,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.54
E09000024,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,0.04
E09000025,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.37
E09000026,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.04
E09000027,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.29
E09000028,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.22
E09000029,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.32
E09000030,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.33
E09000031,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.71
E09000032,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.25
E09000033,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.08
E10000003,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.51
E10000007,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.67
E10000008,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.83
E10000011,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.89
E10000012,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.73
E10000013,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.52
E10000014,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.8
E10000015,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.29
E10000016,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.89
E10000017,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.7
E10000018,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.57
E10000019,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.41
E10000020,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.56
E10000024,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.82
E10000025,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.8
E10000028,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.55
E10000029,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.66
E10000030,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.51
E10000031,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.59
E10000032,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.41
E10000034,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_p8score,-0.53
