new_la_code,time_period,version,gender,breakdown,ethnicity_major,free_school_meals,sen_status,sen_description,disadvantage,first_language,variable,value
E06000056,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.15
E06000057,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.21
E06000058,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.11
E06000059,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.13
E06000060,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.2
E06000061,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.04
E06000062,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.08
E06000063,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.3
E06000064,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.12
E06000065,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.01
E06000066,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.26
E08000001,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.28
E08000002,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.26
E08000003,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.38
E08000004,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.38
E08000005,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.42
E08000006,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.65
E08000007,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.09
E08000008,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.32
E08000009,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.14
E08000010,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.42
E08000011,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.95
E08000012,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.53
E08000013,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.38
E08000014,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.45
E08000015,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.16
E08000016,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.12
E08000017,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.05
E08000018,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.18
E08000019,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.14
E08000021,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.57
E08000022,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.12
E08000023,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.3
E08000024,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.56
E08000025,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.12
E08000026,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.27
E08000027,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.16
E08000028,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.25
E08000029,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.16
E08000030,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.33
E08000031,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.2
E08000032,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.32
E08000033,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.1
E08000034,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.04
E08000035,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.03
E08000036,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.07
E08000037,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.16
E09000002,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.02
E09000003,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.55
E09000004,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.17
E09000005,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.44
E09000006,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.03
E09000007,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.19
E09000008,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.11
E09000009,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.54
E09000010,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.16
E09000011,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.12
E09000012,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.22
E09000013,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.33
E09000014,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.15
E09000015,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.33
E09000016,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.19
E09000017,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.05
E09000018,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.15
E09000019,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.29
E09000020,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.09
E09000021,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.46
E09000022,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.3
E09000023,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.1
E09000024,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.39
E09000025,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.11
E09000026,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.3
E09000027,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.33
E09000028,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.23
E09000029,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.35
E09000030,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.06
E09000031,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.22
E09000032,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.14
E09000033,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.34
E10000003,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.14
E10000007,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.17
E10000008,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.11
E10000011,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.23
E10000012,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.22
E10000013,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.14
E10000014,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.22
E10000015,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.13
E10000016,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.19
E10000017,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.22
E10000018,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.14
E10000019,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.03
E10000020,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.06
E10000024,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.06
E10000025,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.01
E10000028,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.17
E10000029,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.14
E10000030,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.13
E10000031,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.02
E10000032,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,0.0
E10000034,202223,Revised,Total,First language,Total,Total,Total,Total,Total,English,avg_p8score,-0.08
