local_authority_code,local_authority_name,group,children_in_poverty,children_looked_after,disability_under_25,disability_all,economic_inactivity_neet,fertility_rates_aged_20_24,fertility_rates_under_20,imd_crime,imd_health,lone_parent_households,pupils_with_sen_support,qualification_below_level_2_aged_16_24,qualification_below_level_2_all,school_absences,school_exclusions,school_suspensions,socially_renting_households,total_score,unpaid_carer_aged_16_24,weighted_scores_double,weighted_scores_triple
E06000001,Hartlepool,"Services, Manufacturing and Mining Legacy",1.3118992478352762,2.0820339902042746,1.085706595822773,2.2683813519446394,2.277339236092821,1.204855371874191,2.3368100976938835,1.3586350993025045,1.550055076285231,0.4345066975287409,1.1851776060733676,0.5051065846527915,0.9541094719157308,0.6937220732561844,0.4442188301399596,2.1868553393649446,1.2850245408180034,25.114703726023244,1.950266515217928,1.3790473402152277,1.3686240687099005
E06000002,Middlesbrough,Manufacturing Traits,3.021921535171497,1.943072497480244,0.3186335857532332,1.9802411571937997,1.8230220645678252,1.328596038004189,2.358012655838922,1.6189409077855077,2.056713083115576,1.9333013531922607,0.6029539308756849,0.4060685071120216,1.175919649701375,1.840994772539622,1.713128386271299,6.128711816295624,1.2511922583562165,32.37710541315126,0.8756812138963633,1.6341085471554608,1.5282817055714266
E06000003,Redcar and Cleveland,"Services, Manufacturing and Mining Legacy",1.362691989043283,1.2482650338600871,1.0291047994739326,1.5768448845426228,2.0475494385024167,1.4759063548256144,2.6972535861595275,0.5333692768526864,1.426898206932624,0.0393471778081161,0.7399093107869205,0.7975371938770655,0.7976081540487352,0.6048461054114428,3.973297087532504,5.176925089540642,0.5237981854277961,27.602394707686983,1.5512428330609669,1.4627562459678236,1.4172997359583177
E06000004,Stockton-on-Tees,"Services, Manufacturing and Mining Legacy",0.8547645769632172,1.4706034222185371,0.7934671537753475,1.000564495040943,1.4150505269522684,1.0045133409970528,1.425100097457255,0.0532496745395914,1.2616497493202654,0.2296929742037779,-0.179633251483585,0.4544219618060931,0.1434064616991476,0.3952024037595984,0.6750408521241925,1.1965418543939477,0.0839785134245655,13.242176932605824,0.964562125413606,0.7385710031728787,0.7404317576195214
E06000005,Darlington,"Services, Manufacturing and Mining Legacy",1.10872828300325,1.1926804367704746,0.5962887767759386,0.5971682223897674,1.2794578577813345,1.1400388324727642,1.933961492938164,1.3432095699109192,1.024689696894996,0.4723180878261564,0.3969249441350527,0.5855077041787057,0.2049510319167883,0.3161446131043127,1.8948504929053656,1.2706455262293932,0.0670623721936718,16.395596041613263,0.9709681001862068,0.8816723922338822,0.8629047857551898
E06000006,Halton,"Services, Manufacturing and Mining Legacy",-0.0256429373088964,1.4983957207633434,0.9743190653214696,2.0954972350941348,1.230104433829495,1.3050263873127603,2.082379399953429,0.7917468941617416,1.6451508867980036,0.8974447054169585,0.9663466490388934,0.8294114480013053,1.0079300666280144,0.9330418732394836,1.0903807054599393,-0.5679240790794394,1.4372698118960452,21.02889853489546,2.838020268368779,1.159749174690636,1.1542701250312069
E06000007,Warrington,Town Living,-0.6182249180689731,-0.085765296290613,-0.3602609628602327,0.1937719497385914,-0.2484331215968535,-0.1445071302100662,-0.3771173448709647,0.0031167040169388,0.6287169777106649,-0.6598491708839551,-0.8495755829663629,0.0322786896865626,-0.2112573931554861,-0.481177231800122,-0.7983060739704719,-0.4678885915630979,-0.0851828988843693,-3.936494036533216,0.5931673594355948,-0.2058160015895407,-0.197537215592345
E06000008,Blackburn with Darwen,Manufacturing Traits,2.0060667110113664,0.470080674605512,-0.6886106946382093,1.807357040343295,0.9379793192524456,1.18717813385562,0.9374412601213836,1.0559090849926414,1.830665664683576,0.6864087019571227,0.4606695959952311,0.3552244256553214,1.414143163954765,-0.0917459498228999,-0.258731203503166,-0.4160011230732529,0.506882044196903,13.48731799931133,1.2864011497236736,0.7123150569678128,0.6885419507574306
E06000009,Blackpool,"Services, Manufacturing and Mining Legacy",0.8716954906992197,3.832948798527069,1.7662917436500636,2.6717776245958147,3.116969420505871,1.8942676545984625,2.4852280047091484,1.8387547016155996,2.756680606398114,1.2008949859055769,1.8460678914245656,1.686232444603342,1.653229787524792,0.625548749837726,0.8343971610186819,1.0417495040983544,-0.930989960429044,32.179299491384405,2.9875548821010445,1.8848496346941896,1.9472779894481544
E06000010,"Kingston upon Hull, City of",Manufacturing Traits,1.2949683340992744,1.943072497480244,0.2851413165628652,1.6921009624429597,1.2184914547251635,1.2107477845470485,2.8668740513198303,1.888887672138252,1.5251119128720447,1.0723940353351435,0.3654846431889216,0.7195380998257267,1.6971311241252562,0.7935794437966068,-0.5161126103031471,0.6468040479485906,1.8940056251301691,20.52136876390436,-0.0768516313305897,1.0710928778730036,1.0267465577947787
E06000011,East Riding of Yorkshire,English and Welsh Countryside,-0.4319848669729491,-0.7527804613659632,-0.7577316998103485,-0.3825084397630884,-0.6377881460130287,-0.0914754161543531,-0.0590789726953965,-0.7778007214320711,-0.4126600947898599,-0.6607275267291943,-0.8660076858609208,-0.0286859795999642,0.1286810296912445,0.0005504549270534,-0.0116590315987714,-0.3792561901792151,-1.0832352315070857,-7.39289179699471,-0.1887428171407968,-0.4389463218725578,-0.457094250326534
E06000012,North East Lincolnshire,"Services, Manufacturing and Mining Legacy",0.5669390434511802,2.9435952450932685,0.6193889865837752,0.9429364560907753,1.8603241124003795,2.088717272802744,3.206114981640437,1.2005234230387545,0.787729644469727,0.0897397074435811,-0.1464201105145182,1.7139452407043227,1.6716984609477752,0.6810650719146298,0.424124558733308,0.4629601978381363,-0.440421864733133,19.114296878982,0.4413364510768529,1.0412723805489428,1.0280083080810487
