local_authority_code,local_authority_name,value
E06000001,Hartlepool,1.1851776060733676
E06000002,Middlesbrough,0.6029539308756849
E06000003,Redcar and Cleveland,0.7399093107869205
E06000004,Stockton-on-Tees,-0.179633251483585
E06000005,Darlington,0.3969249441350527
E06000006,Halton,0.9663466490388934
E06000007,Warrington,-0.8495755829663629
E06000008,Blackburn with Darwen,0.4606695959952311
E06000009,Blackpool,1.8460678914245656
E06000010,"Kingston upon Hull, City of",0.3654846431889216
E06000011,East Riding of Yorkshire,-0.8660076858609208
E06000012,North East Lincolnshire,-0.1464201105145182
E06000013,North Lincolnshire,0.5288136911804191
E06000014,York,-1.1800582138325852
E06000015,Derby,0.0409687808470575
E06000016,Leicester,-0.7795440110124887
E06000017,Rutland,-0.9030612732521668
E06000018,Nottingham,0.4104127327761104
E06000019,"Herefordshire, County of",1.2445119748093436
E06000020,Telford and Wrekin,1.0348569010458235
E06000021,Stoke-on-Trent,0.8690392937165596
E06000022,Bath and North East Somerset,0.2540986995633296
E06000023,"Bristol, City of",1.3336485436564929
E06000024,North Somerset,-0.8774577910545952
E06000025,South Gloucestershire,-0.2027981812837042
E06000026,Plymouth,0.5839001587357312
E06000027,Torbay,-0.2393137249842198
E06000030,Swindon,0.0335846890819459
E06000031,Peterborough,-1.2048753763879685
E06000032,Luton,0.1281425703948701
E06000033,Southend-on-Sea,-1.6156246786570967
E06000034,Thurrock,-1.008291360145442
E06000035,Medway,0.1868639192369624
E06000036,Bracknell Forest,0.0246199926379986
E06000037,West Berkshire,0.1529385882861237
E06000038,Reading,0.0697477668342149
E06000039,Slough,-1.4014061080680895
E06000040,Windsor and Maidenhead,-0.5046858967037281
E06000041,Wokingham,-1.2332239634081903
E06000042,Milton Keynes,-1.2093360610217632
E06000043,Brighton and Hove,1.4240650552045873
E06000044,Portsmouth,0.9631572235176624
E06000045,Southampton,1.0853863808408686
E06000046,Isle of Wight,1.801160659742508
E06000047,County Durham,0.8493898128591109
E06000049,Cheshire East,-1.6250168948965868
E06000050,Cheshire West and Chester,-0.3890672430948879
E06000051,Shropshire,0.1007386701720166
E06000052,Cornwall,0.6614578448131654
E06000053,Isles of Scilly,-4.03084673256213
E06000054,Wiltshire,0.8823013917114592
E06000055,Bedford,-0.9560438394980452
E06000056,Central Bedfordshire,-0.5777315576271149
E06000057,Northumberland,0.0522834494226018
E06000058,"Bournemouth, Christchurch and Poole",0.3361177045805393
E06000059,Dorset,1.286099938355128
E06000060,Buckinghamshire,-0.9797996051607744
E06000061,North Northamptonshire,-0.9534169635378996
E06000062,West Northamptonshire,-0.6048293118949791
E08000001,Bolton,-0.6789472031302258
E08000002,Bury,-0.5884242962831908
E08000003,Manchester,0.580055516963141
E08000004,Oldham,-0.2842516514919633
E08000005,Rochdale,-0.1431631446088967
E08000006,Salford,1.6612932585957692
E08000007,Stockport,-0.0468861982931163
E08000008,Tameside,0.5139721324836359
E08000009,Trafford,-1.4297550468938574
E08000010,Wigan,0.9531550982571624
E08000011,Knowsley,1.4971759284871051
E08000012,Liverpool,1.7941384779007277
E08000013,St. Helens,1.3171937376520886
E08000014,Sefton,0.4372054851130806
E08000015,Wirral,1.276168936869123
E08000016,Barnsley,-0.7588431841692155
E08000017,Doncaster,0.0298573106879134
E08000018,Rotherham,1.448095041984112
E08000019,Sheffield,0.907623795430986
E08000021,Newcastle upon Tyne,-0.1417604238204461
E08000022,North Tyneside,-0.339877658845266
E08000023,South Tyneside,2.1947328144950053
E08000024,Sunderland,0.9537271651841492
E08000025,Birmingham,0.5765522590048087
E08000026,Coventry,1.4565187254289564
E08000027,Dudley,0.366113965707708
E08000028,Sandwell,-0.1094573070989005
E08000029,Solihull,0.3496306505107582
E08000030,Walsall,-0.093695864065988
E08000031,Wolverhampton,0.3816369929301496
E08000032,Bradford,0.2263378768184869
E08000033,Calderdale,-0.3877607907044012
E08000034,Kirklees,-0.1656014097947083
E08000035,Leeds,1.0390242691739886
E08000036,Wakefield,0.2607670289722602
E08000037,Gateshead,-0.046873098956632
E09000001,City of London,-0.9436943395521428
E09000002,Barking and Dagenham,-0.5252685730410204
E09000003,Barnet,-1.1510924735974797
E09000004,Bexley,-1.2482809577213432
E09000005,Brent,-1.1355734690729071
E09000006,Bromley,-0.2188116113941342
E09000007,Camden,0.4355388187447288
E09000008,Croydon,0.2886838952051095
E09000009,Ealing,-1.1108427008202404
E09000010,Enfield,-1.0472635621631057
E09000011,Greenwich,1.321435200256449
E09000012,Hackney,0.4774543856547746
E09000013,Hammersmith and Fulham,-0.4508241348691023
E09000014,Haringey,-0.0629723992312145
E09000015,Harrow,-1.4952492145558816
E09000016,Havering,-2.263846710145257
E09000017,Hillingdon,-1.0210877846422988
E09000018,Hounslow,0.4168923601078033
E09000019,Islington,1.6503496840729244
E09000020,Kensington and Chelsea,-0.2940525386319954
E09000021,Kingston upon Thames,-0.9165276648267005
E09000022,Lambeth,0.4753319577497485
E09000023,Lewisham,0.907355081909818
E09000024,Merton,0.2487627441021706
E09000025,Newham,-1.5543455412083214
E09000026,Redbridge,-1.7054806711461017
E09000027,Richmond upon Thames,-1.052517965397442
E09000028,Southwark,0.7656730956542214
E09000029,Sutton,-1.8067291378129084
E09000030,Tower Hamlets,-0.3238819470780982
E09000031,Waltham Forest,-0.7800509952910591
E09000032,Wandsworth,0.4453170426786515
E09000033,Westminster,0.2861453489365165
