geography_code,date,date_name,value,notes
E14000530,2022-12-01,Jan 2022-Dec 2022,25.2,Normal Value
E14000531,2023-03-01,Apr 2022-Mar 2023,31.2,Normal Value
E14000532,2024-03-01,Apr 2023-Mar 2024,65.0,Normal Value
E14000533,2024-03-01,Apr 2023-Mar 2024,29.3,Normal Value
E14000534,2024-03-01,Apr 2023-Mar 2024,72.9,Normal Value
E14000535,2024-03-01,Apr 2023-Mar 2024,34.5,Normal Value
E14000536,2024-03-01,Apr 2023-Mar 2024,48.9,Normal Value
E14000537,2023-12-01,Jan 2023-Dec 2023,19.2,Normal Value
E14000538,2024-03-01,Apr 2023-Mar 2024,35.1,Normal Value
E14000539,2024-03-01,Apr 2023-Mar 2024,24.4,Normal Value
E14000540,2024-03-01,Apr 2023-Mar 2024,52.3,Normal Value
E14000541,2024-03-01,Apr 2023-Mar 2024,33.7,Normal Value
E14000542,2024-03-01,Apr 2023-Mar 2024,41.3,Normal Value
E14000543,2024-03-01,Apr 2023-Mar 2024,32.2,Normal Value
E14000544,2024-03-01,Apr 2023-Mar 2024,50.8,Normal Value
E14000545,2024-03-01,Apr 2023-Mar 2024,29.9,Normal Value
E14000546,2022-09-01,Oct 2021-Sep 2022,38.8,Normal Value
E14000547,2024-03-01,Apr 2023-Mar 2024,60.9,Normal Value
E14000548,2024-03-01,Apr 2023-Mar 2024,33.8,Normal Value
E14000550,2024-03-01,Apr 2023-Mar 2024,50.5,Normal Value
E14000551,2024-03-01,Apr 2023-Mar 2024,50.6,Normal Value
E14000552,2024-03-01,Apr 2023-Mar 2024,45.9,Normal Value
E14000553,2024-03-01,Apr 2023-Mar 2024,75.1,Normal Value
E14000554,2024-03-01,Apr 2023-Mar 2024,36.1,Normal Value
E14000555,2024-03-01,Apr 2023-Mar 2024,59.4,Normal Value
E14000556,2024-03-01,Apr 2023-Mar 2024,18.3,Normal Value
E14000557,2024-03-01,Apr 2023-Mar 2024,66.1,Normal Value
E14000558,2024-03-01,Apr 2023-Mar 2024,54.5,Normal Value
E14000559,2024-03-01,Apr 2023-Mar 2024,33.1,Normal Value
E14000560,2024-03-01,Apr 2023-Mar 2024,31.0,Normal Value
E14000561,2024-03-01,Apr 2023-Mar 2024,50.9,Normal Value
E14000562,2024-03-01,Apr 2023-Mar 2024,72.0,Normal Value
E14000563,2024-03-01,Apr 2023-Mar 2024,90.5,Normal Value
E14000564,2024-03-01,Apr 2023-Mar 2024,32.0,Normal Value
E14000565,2024-03-01,Apr 2023-Mar 2024,54.0,Normal Value
E14000566,2024-03-01,Apr 2023-Mar 2024,27.4,Normal Value
E14000567,2024-03-01,Apr 2023-Mar 2024,55.7,Normal Value
E14000568,2024-03-01,Apr 2023-Mar 2024,51.2,Normal Value
E14000569,2023-09-01,Oct 2022-Sep 2023,19.0,Normal Value
E14000570,2024-03-01,Apr 2023-Mar 2024,43.5,Normal Value
E14000571,2024-03-01,Apr 2023-Mar 2024,47.0,Normal Value
E14000572,2024-03-01,Apr 2023-Mar 2024,34.6,Normal Value
E14000573,2024-03-01,Apr 2023-Mar 2024,54.5,Normal Value
E14000574,2024-03-01,Apr 2023-Mar 2024,30.9,Normal Value
E14000575,2024-03-01,Apr 2023-Mar 2024,22.4,Normal Value
E14000576,2022-12-01,Jan 2022-Dec 2022,13.9,Normal Value
E14000577,2022-06-01,Jul 2021-Jun 2022,80.4,Normal Value
E14000578,2024-03-01,Apr 2023-Mar 2024,60.1,Normal Value
E14000579,2023-12-01,Jan 2023-Dec 2023,67.0,Normal Value
E14000580,2024-03-01,Apr 2023-Mar 2024,41.8,Normal Value
E14000581,2024-03-01,Apr 2023-Mar 2024,31.4,Normal Value
E14000582,2024-03-01,Apr 2023-Mar 2024,60.1,Normal Value
E14000583,2024-03-01,Apr 2023-Mar 2024,33.2,Normal Value
E14000584,2024-03-01,Apr 2023-Mar 2024,44.8,Normal Value
E14000585,2024-03-01,Apr 2023-Mar 2024,57.0,Normal Value
E14000586,2024-03-01,Apr 2023-Mar 2024,38.5,Normal Value
E14000587,2024-03-01,Apr 2023-Mar 2024,47.4,Normal Value
E14000588,2024-03-01,Apr 2023-Mar 2024,75.7,Normal Value
E14000589,2024-03-01,Apr 2023-Mar 2024,30.9,Normal Value
E14000590,2023-03-01,Apr 2022-Mar 2023,16.8,Normal Value
E14000591,2024-03-01,Apr 2023-Mar 2024,78.6,Normal Value
E14000592,2024-03-01,Apr 2023-Mar 2024,100.0,Normal Value
E14000593,2024-03-01,Apr 2023-Mar 2024,44.9,Normal Value
E14000594,2023-12-01,Jan 2023-Dec 2023,42.2,Normal Value
E14000595,2023-12-01,Jan 2023-Dec 2023,20.5,Normal Value
E14000596,2024-03-01,Apr 2023-Mar 2024,30.3,Normal Value
E14000597,2024-03-01,Apr 2023-Mar 2024,44.1,Normal Value
E14000598,2024-03-01,Apr 2023-Mar 2024,36.5,Normal Value
E14000599,2024-03-01,Apr 2023-Mar 2024,40.2,Normal Value
E14000600,2024-03-01,Apr 2023-Mar 2024,29.7,Normal Value
E14000601,2024-03-01,Apr 2023-Mar 2024,26.7,Normal Value
E14000602,2024-03-01,Apr 2023-Mar 2024,67.3,Normal Value
E14000603,2024-03-01,Apr 2023-Mar 2024,44.2,Normal Value
E14000604,2024-03-01,Apr 2023-Mar 2024,35.7,Normal Value
E14000605,2024-03-01,Apr 2023-Mar 2024,27.8,Normal Value
E14000606,2023-12-01,Jan 2023-Dec 2023,50.5,Normal Value
E14000607,2023-09-01,Oct 2022-Sep 2023,82.3,Normal Value
E14000608,2024-03-01,Apr 2023-Mar 2024,33.2,Normal Value
E14000609,2023-06-01,Jul 2022-Jun 2023,44.0,Normal Value
E14000610,2022-03-01,Apr 2021-Mar 2022,25.9,Normal Value
E14000611,2024-03-01,Apr 2023-Mar 2024,41.7,Normal Value
E14000612,2024-03-01,Apr 2023-Mar 2024,57.5,Normal Value
E14000613,2024-03-01,Apr 2023-Mar 2024,64.6,Normal Value
E14000614,2024-03-01,Apr 2023-Mar 2024,33.2,Normal Value
E14000615,2024-03-01,Apr 2023-Mar 2024,36.5,Normal Value
E14000616,2024-03-01,Apr 2023-Mar 2024,18.0,Normal Value
E14000617,2023-06-01,Jul 2022-Jun 2023,30.6,Normal Value
E14000618,2023-12-01,Jan 2023-Dec 2023,43.7,Normal Value
E14000619,2024-03-01,Apr 2023-Mar 2024,32.0,Normal Value
E14000620,2024-03-01,Apr 2023-Mar 2024,26.8,Normal Value
E14000621,2024-03-01,Apr 2023-Mar 2024,53.4,Normal Value
E14000622,2022-06-01,Jul 2021-Jun 2022,15.4,Normal Value
E14000623,2024-03-01,Apr 2023-Mar 2024,47.6,Normal Value
E14000624,2024-03-01,Apr 2023-Mar 2024,28.3,Normal Value
E14000625,2024-03-01,Apr 2023-Mar 2024,32.4,Normal Value
E14000626,2024-03-01,Apr 2023-Mar 2024,14.4,Normal Value
E14000627,2023-12-01,Jan 2023-Dec 2023,54.1,Normal Value
E14000628,2022-12-01,Jan 2022-Dec 2022,26.0,Normal Value
E14000629,2024-03-01,Apr 2023-Mar 2024,53.0,Normal Value
E14000630,2024-03-01,Apr 2023-Mar 2024,13.6,Normal Value
E14000631,2024-03-01,Apr 2023-Mar 2024,53.3,Normal Value
E14000632,2024-03-01,Apr 2023-Mar 2024,80.0,Normal Value
E14000633,2023-03-01,Apr 2022-Mar 2023,81.7,Normal Value
E14000634,2024-03-01,Apr 2023-Mar 2024,34.7,Normal Value
E14000635,2024-03-01,Apr 2023-Mar 2024,19.7,Normal Value
E14000636,2024-03-01,Apr 2023-Mar 2024,92.7,Normal Value
E14000637,2024-03-01,Apr 2023-Mar 2024,58.0,Normal Value
E14000638,2024-03-01,Apr 2023-Mar 2024,60.9,Normal Value
E14000639,2024-03-01,Apr 2023-Mar 2024,37.0,Normal Value
E14000640,2023-09-01,Oct 2022-Sep 2023,83.4,Normal Value
E14000641,2024-03-01,Apr 2023-Mar 2024,24.8,Normal Value
E14000642,2022-09-01,Oct 2021-Sep 2022,51.3,Normal Value
E14000643,2024-03-01,Apr 2023-Mar 2024,25.0,Normal Value
E14000644,2024-03-01,Apr 2023-Mar 2024,65.4,Normal Value
E14000645,2024-03-01,Apr 2023-Mar 2024,30.8,Normal Value
E14000646,2024-03-01,Apr 2023-Mar 2024,48.9,Normal Value
E14000648,2023-09-01,Oct 2022-Sep 2023,51.2,Normal Value
E14000649,2024-03-01,Apr 2023-Mar 2024,67.6,Normal Value
E14000650,2024-03-01,Apr 2023-Mar 2024,23.1,Normal Value
E14000651,2024-03-01,Apr 2023-Mar 2024,41.9,Normal Value
E14000652,2024-03-01,Apr 2023-Mar 2024,52.3,Normal Value
E14000653,2023-09-01,Oct 2022-Sep 2023,46.3,Normal Value
E14000654,2024-03-01,Apr 2023-Mar 2024,27.1,Normal Value
E14000655,2024-03-01,Apr 2023-Mar 2024,32.0,Normal Value
E14000656,2023-12-01,Jan 2023-Dec 2023,24.7,Normal Value
E14000657,2024-03-01,Apr 2023-Mar 2024,45.7,Normal Value
E14000658,2024-03-01,Apr 2023-Mar 2024,28.6,Normal Value
E14000659,2024-03-01,Apr 2023-Mar 2024,42.5,Normal Value
E14000660,2024-03-01,Apr 2023-Mar 2024,76.8,Normal Value
E14000661,2024-03-01,Apr 2023-Mar 2024,34.7,Normal Value
E14000662,2024-03-01,Apr 2023-Mar 2024,49.9,Normal Value
E14000663,2024-03-01,Apr 2023-Mar 2024,26.5,Normal Value
E14000664,2023-06-01,Jul 2022-Jun 2023,64.1,Normal Value
E14000665,2024-03-01,Apr 2023-Mar 2024,39.2,Normal Value
E14000666,2024-03-01,Apr 2023-Mar 2024,63.2,Normal Value
E14000667,2024-03-01,Apr 2023-Mar 2024,34.2,Normal Value
E14000668,2024-03-01,Apr 2023-Mar 2024,58.8,Normal Value
E14000669,2024-03-01,Apr 2023-Mar 2024,27.6,Normal Value
E14000670,2023-06-01,Jul 2022-Jun 2023,34.9,Normal Value
E14000671,2024-03-01,Apr 2023-Mar 2024,25.2,Normal Value
E14000672,2024-03-01,Apr 2023-Mar 2024,38.4,Normal Value
E14000673,2023-06-01,Jul 2022-Jun 2023,38.0,Normal Value
E14000674,2022-12-01,Jan 2022-Dec 2022,24.6,Normal Value
E14000675,2022-09-01,Oct 2021-Sep 2022,46.2,Normal Value
E14000676,2022-06-01,Jul 2021-Jun 2022,86.1,Normal Value
E14000677,2023-09-01,Oct 2022-Sep 2023,66.0,Normal Value
E14000678,2024-03-01,Apr 2023-Mar 2024,23.9,Normal Value
E14000679,2024-03-01,Apr 2023-Mar 2024,51.7,Normal Value
E14000680,2024-03-01,Apr 2023-Mar 2024,21.7,Normal Value
E14000681,2024-03-01,Apr 2023-Mar 2024,39.2,Normal Value
E14000682,2022-03-01,Apr 2021-Mar 2022,16.9,Normal Value
E14000683,2023-09-01,Oct 2022-Sep 2023,28.4,Normal Value
E14000684,2022-06-01,Jul 2021-Jun 2022,27.4,Normal Value
E14000685,2024-03-01,Apr 2023-Mar 2024,44.6,Normal Value
E14000686,2024-03-01,Apr 2023-Mar 2024,73.7,Normal Value
E14000687,2024-03-01,Apr 2023-Mar 2024,57.6,Normal Value
E14000688,2022-12-01,Jan 2022-Dec 2022,44.1,Normal Value
E14000689,2024-03-01,Apr 2023-Mar 2024,73.9,Normal Value
E14000690,2023-12-01,Jan 2023-Dec 2023,58.2,Normal Value
