geography_code,Claimants percentage
E14000530,2.707709847513182
E14000531,2.387886759363648
E14000532,1.6163525140498334
E14000533,2.31234204424064
E14000534,1.4522457106049071
E14000535,3.0611546880700478
E14000536,2.665769709626893
E14000537,5.213624939842789
E14000538,2.873792607966792
E14000539,2.266003027934177
E14000540,7.752240729530765
E14000541,3.042060946800227
E14000542,2.819027467777936
E14000543,2.2328281559630465
E14000544,3.1967623717999416
E14000545,2.680600715551834
E14000546,2.7884065126404023
E14000547,1.6156512543328827
E14000548,4.54607291855614
E14000549,3.294991018172074
E14000550,1.746788456639616
E14000551,1.9575616665330449
E14000552,5.046098705463463
E14000553,4.689054137261403
E14000554,1.781355649550492
E14000555,6.290870940514787
E14000556,1.6972925825956788
E14000557,1.9354696813073216
E14000558,2.8433455159583594
E14000559,4.658984396537464
E14000560,6.273912386179949
E14000561,9.602872729092638
E14000562,10.703650601080843
E14000563,13.262018018807954
E14000564,12.955434983453998
E14000565,6.276963981137755
E14000566,11.728049292816133
E14000567,5.423341975226573
E14000568,9.473486007484642
E14000569,2.683351177730193
E14000570,6.681168427594779
E14000571,8.203409266324122
E14000572,3.553240234061492
E14000573,5.236626641827262
E14000574,2.5223020989402207
E14000575,3.059409462824618
E14000576,3.0858696136535806
E14000577,2.536579515471336
E14000578,5.8196731783975775
E14000579,6.809979027459397
E14000580,2.8598361804308228
E14000581,4.730663413298144
E14000582,3.244936779679982
E14000583,1.898344506772472
E14000584,3.500745208138366
E14000585,3.328281977886288
E14000586,2.172656753572937
E14000587,9.981716375271397
E14000588,6.670224119530416
E14000589,10.476000133240063
E14000590,2.390167554385412
E14000591,9.192890946146672
E14000592,5.520430310465226
E14000593,4.807336050389033
E14000594,1.98365067532566
E14000595,2.115544515898159
E14000596,2.254485203243199
E14000597,3.765179715628242
E14000598,3.157616862283231
E14000599,3.456390645683189
E14000600,2.946452969620644
E14000601,3.5447595341808165
E14000602,3.3037788477769827
E14000603,1.587924636026263
E14000604,3.1173618100304545
E14000605,1.9955085800766472
E14000606,2.8970833994071654
E14000607,2.068289850865416
E14000608,1.6417014820601656
E14000609,5.766039234599072
E14000610,3.435547984099943
E14000611,4.44672244694409
E14000612,3.570399508913471
E14000613,1.891728718051922
E14000614,2.3007290471388666
E14000615,6.525529025360469
E14000616,2.5303514376996805
E14000617,2.258318050825256
E14000618,2.729781617470602
E14000619,2.44402930899306
E14000620,2.3798459437004493
E14000621,3.313828149060672
E14000622,1.813913785744772
E14000623,1.7383279181784852
E14000624,1.6122745473229154
E14000625,1.6172412993577407
E14000626,3.403476897422815
E14000627,1.6273606572437236
E14000628,2.5313523708679395
E14000629,2.8296736962891167
E14000630,2.416102716232502
E14000631,1.7362248574985255
E14000632,2.760463045414069
E14000633,2.357406318490405
E14000634,4.077410744077411
E14000635,1.8512140520061997
E14000636,3.259774072985344
E14000637,2.1853096049006733
E14000638,1.5187733593946036
E14000639,2.461855670103093
E14000640,2.534368509544061
E14000641,1.7564018384766906
E14000642,3.229974160206718
E14000643,2.239965084784925
E14000644,3.201189296333003
E14000645,2.970068311571166
E14000646,1.5037686283174978
E14000647,1.7446932247746436
E14000648,2.585258525852585
E14000649,5.943149918533205
E14000650,3.991757560065163
E14000651,3.854029741306078
E14000652,3.954330906638933
E14000653,2.573776081480911
E14000654,5.679977426400661
E14000655,7.213844948547988
E14000656,3.414028553693358
E14000657,6.263060202425841
E14000658,3.645338648616109
E14000659,2.812372287109333
E14000660,1.9184311496376296
E14000661,3.5869734734096097
E14000662,3.836565939077035
E14000663,6.666443522113625
E14000664,1.3131502619085411
E14000665,1.6953975292248598
E14000666,4.424094469053432
E14000667,2.6961493920092647
E14000668,4.823151125401929
E14000669,3.640132460375641
E14000670,2.85811341087723
E14000671,5.132029125361874
E14000672,3.98015250909423
E14000673,5.262688431005262
E14000674,5.813545209217404
E14000675,7.464327331090736
E14000676,6.798697414767063
E14000677,3.710533751728856
E14000678,1.432806324110672
E14000679,7.893643539675946
E14000680,1.7118145233947983
E14000681,1.88252192648371
E14000682,1.9934045380715657
E14000683,2.1453072837197564
E14000684,3.164419548839532
E14000685,2.012794847245191
E14000686,1.703902528880819
E14000687,8.737360356780147
E14000688,2.414013802315227
E14000689,1.5084509601987035
E14000690,3.99546424759872
E14000691,6.323103369516872
E14000692,4.082630048157155
E14000693,2.650631979383973
E14000694,1.5607920033357
E14000695,2.794769698416088
E14000696,5.362978837396196
E14000697,1.8568116855348744
E14000698,1.9679561086152744
E14000699,1.4225002951245425
E14000700,2.3482259214635226
E14000701,5.998537645994881
E14000702,1.8135280006427696
E14000703,4.176032956800632
E14000704,2.834754085083119
E14000705,2.1683640246920013
E14000706,2.013660235652671
E14000707,2.238514650986898
E14000708,3.3630756629974807
E14000709,4.437225396114161
E14000710,2.6761819803746656
E14000711,3.248946702534056
E14000712,3.284740036288557
E14000713,2.247632616465444
E14000714,2.311987436747513
E14000715,3.81447354304991
E14000716,4.516388036589912
E14000717,3.524925823300066
E14000718,5.207698581593528
E14000719,1.5893944969132017
E14000720,6.484424666242848
E14000721,6.122629806840333
E14000722,3.827751196172249
E14000723,4.975272243092872
E14000724,1.3473900069669924
E14000725,3.603933399815701
E14000726,5.2999854224369525
E14000727,3.719570787956438
E14000728,2.043396780238885
E14000729,4.237843219450848
E14000730,1.4712751050910788
E14000731,4.00083982643587
E14000732,4.568285642855519
E14000733,3.916087604330112
E14000734,1.8886027982899336
E14000735,3.528450857609584
E14000736,2.810126582278481
E14000737,5.821290453897822
E14000738,2.00910184015464
E14000739,3.340979942356332
E14000740,2.7388175186067647
E14000741,5.284469457104379
E14000742,1.3347183804611724
E14000743,2.122764574735544
E14000744,1.6736490880211496
E14000745,2.9485896214469194
E14000746,1.446575176467024
E14000747,4.278560106590706
E14000748,1.986574392666554
E14000749,1.571139746181765
E14000750,3.7199912470794185
E14000751,3.16522826487434
E14000752,4.934630885677774
E14000753,1.624945569633697
E14000754,3.323104867007004
E14000755,3.289550156922004
E14000756,5.166356685265551
E14000757,1.984548869515912
E14000758,4.968615701639033
E14000759,4.437128340662095
E14000760,6.926399087345062
E14000761,4.286862552469412
E14000762,2.6115839734274444
E14000763,5.1235050183304285
E14000764,4.454057224554136
E14000765,3.3475793864959087
E14000766,4.161742794019421
E14000767,1.420317434051766
E14000768,3.2206801567962704
E14000769,2.769230769230769
E14000770,2.7547813422252885
E14000771,4.812516783740619
E14000772,5.142231947483589
E14000773,5.776690841625907
E14000774,1.5407180149631303
E14000775,4.495151037074846
E14000776,2.4509194058075594
E14000777,6.418416739718717
E14000778,7.149666348903717
E14000779,3.97833193742739
E14000780,2.276279132975471
E14000781,5.631156039398652
E14000782,5.456161795755084
E14000783,5.601568054728184
E14000784,6.308266742770168
E14000785,3.2114030568435514
E14000786,2.1854650644170603
E14000787,6.045152418060967
E14000788,5.518328734726055
E14000789,6.057074070181808
E14000790,5.647878476386271
E14000791,1.7761879417261823
E14000792,3.251228417209415
E14000793,4.364119922630561
E14000794,6.4043054154053145
E14000795,6.074445925140055
E14000796,5.233538143657224
E14000797,2.066661733458778
E14000798,1.7440846462414976
E14000799,1.6828444109371423
E14000800,5.881254667662435
E14000801,7.36451048951049
E14000802,1.881984685430464
E14000803,1.818181818181818
E14000804,2.751023961251297
E14000805,2.431019812811474
E14000806,1.8609778238879524
E14000807,5.353759126121608
E14000808,8.828891022252904
E14000809,3.8484673647512304
E14000810,3.243859233433752
E14000811,1.83285374702865
E14000812,3.217432433918888
E14000813,1.7189240808530954
E14000814,1.5174615959956277
E14000815,1.7030466417369623
E14000816,1.6401409306281132
E14000817,1.626436595900518
E14000818,2.2387467552341334
E14000819,6.380387588690035
E14000820,2.662061084562643
E14000821,4.139745425000967
E14000822,4.031483047589759
E14000823,6.05377421509686
E14000824,1.3857300871207885
E14000825,2.7624685309927197
E14000826,1.9773976712010088
E14000827,1.537966537966538
E14000828,1.409576991366341
E14000829,2.1723223269002103
E14000830,1.9000601778590056
E14000831,5.650231352531235
E14000832,3.04769926411916
E14000833,2.6745756428249874
E14000834,2.369249042823387
E14000835,1.6550178869240857
E14000836,3.088101725703906
E14000837,2.060360944713648
E14000838,1.926367228369912
E14000839,1.563850113789872
E14000840,2.56727073036793
E14000841,2.1523420399824893
E14000842,2.6940528277426674
E14000843,2.1007861837865702
E14000844,1.3120027086507533
E14000845,1.8396237908433029
E14000846,1.4775752480670514
E14000847,1.7499967592652603
E14000848,1.6628983068671783
E14000849,1.9737762049715497
E14000850,1.284613188695404
E14000851,2.6357054682547627
E14000852,3.2680138553995666
E14000853,3.1841370027260285
E14000854,2.4720100449931985
E14000855,2.8936490041337843
E14000856,2.47230633600368
E14000857,1.7338437288898896
E14000858,1.6779892095971662
E14000859,2.2557512335168592
E14000860,1.4359563469270535
E14000861,4.276003216139171
E14000862,4.665950429742155
E14000863,2.782557264221959
E14000864,3.2609666756008218
E14000865,6.458840303163492
E14000866,6.373515824586019
E14000867,3.620410597154783
E14000868,3.5835313364234804
E14000869,1.8348117593499524
E14000870,5.854368121713625
E14000871,7.428352343525352
E14000872,2.292232334120152
E14000873,2.8723489878868365
E14000874,1.6044502675934356
E14000875,5.887051241444841
E14000876,1.6895757885808909
E14000877,1.4518002322880372
E14000878,6.755055802634892
E14000879,2.720122204504951
E14000880,3.749319257676679
E14000881,2.4093143849521805
E14000882,6.197181060430655
E14000883,3.6063329488268328
E14000884,4.473959791388016
E14000885,5.837510714007428
E14000886,2.045976698976332
E14000887,3.7877383556395903
E14000888,1.5479138883596877
E14000889,3.335252642671678
E14000890,4.100295718297259
E14000891,3.415099367470302
E14000892,3.1178364807335446
E14000893,1.7736347137436066
E14000894,1.6405352832266986
E14000895,1.3572996766274077
E14000896,1.929269921061933
E14000897,6.849315068493151
E14000898,3.236104429964578
E14000899,4.242445521147859
E14000900,3.9953602268333546
E14000901,1.677439411406588
E14000902,3.1268015138982883
E14000903,2.420356337278556
E14000904,5.58261317849439
E14000905,2.5282657750788604
E14000906,2.3638849490806404
E14000907,1.9626127689104784
E14000908,1.5471649088826165
E14000909,1.8596001859600184
E14000910,1.6611646082288294
E14000911,4.639699108152003
E14000912,1.934791292190933
E14000913,2.271025398657026
E14000914,3.640254077622867
E14000915,2.7233349058626755
E14000916,1.4703363215896763
E14000917,1.6740812827285785
E14000918,1.6052698899974418
E14000919,3.484517745977848
E14000920,4.238898279544531
E14000921,6.576173521971329
E14000922,1.220616608260818
E14000923,4.4330165343054295
E14000924,2.45493316130882
E14000925,2.756297373861113
E14000926,2.0442031454351626
E14000927,3.180920743363941
E14000928,1.391701903374433
E14000929,1.6175071360608944
E14000930,5.88240906835617
E14000931,2.243409983174425
E14000932,1.6593779829955375
E14000933,3.3651219391049523
E14000934,1.4202154519441172
E14000935,2.057150565435374
E14000936,2.153413442824676
E14000937,1.5220315328526208
E14000938,1.860862703840084
E14000939,2.2259782152404943
E14000940,1.8454153316652893
E14000941,1.6357922061205443
E14000942,1.6912573408869245
E14000943,1.8150146784744128
E14000944,4.48236599743453
E14000945,2.027372573849938
E14000946,1.813433020572872
E14000947,3.396871664811393
E14000948,3.725954244796408
E14000949,2.5010827197921177
E14000950,1.2307527658492865
E14000951,1.8229694146242656
E14000952,1.906911581569116
E14000953,1.4875200580952717
E14000954,1.9266581557957856
E14000955,3.708649400781004
E14000956,4.208021679022681
E14000957,2.576530272566277
E14000958,2.594763882957384
E14000959,2.8237293218051875
E14000960,2.3715174053526797
E14000961,2.3814304198456253
E14000962,2.976153950000614
E14000963,3.7141574944494304
E14000964,2.101812047668281
E14000965,2.218005124981869
E14000966,1.6404348286236978
E14000967,3.790570954750059
E14000968,2.850401734472644
E14000969,4.069005880549594
E14000970,4.072783271194683
E14000971,2.685131160619664
E14000972,5.768958185683912
E14000973,5.069916807848888
E14000974,3.6846087029616967
E14000975,1.447533730267111
E14000976,3.4250276974626424
E14000977,1.5606879364374369
E14000978,5.309628326017179
E14000979,3.957898942479368
E14000980,1.5569797988948273
E14000981,1.3599428823989392
E14000982,3.782547501759325
E14000983,1.8069237264283704
E14000984,2.5103888665472405
E14000985,2.0102291002082726
E14000986,2.592730112799764
E14000987,1.6090952528176734
E14000988,1.9313826875114055
E14000989,3.873479193699655
E14000990,1.7312187342988838
E14000991,1.3392290197074477
E14000992,2.5507333358340523
E14000993,1.427403851688135
E14000994,1.698519664162616
E14000995,4.453711260176357
E14000996,1.5537885019650854
E14000997,1.7167381974248928
E14000998,3.549356466519249
E14000999,2.4997607884412973
E14001000,1.6867887470394547
E14001001,1.644469709273997
E14001002,9.087391918519383
