geography_code,date,date_name,value,notes
E14000530,2024-03-01,Apr 2023-Mar 2024,34.6,Normal Value
E14000531,2023-03-01,Apr 2022-Mar 2023,21.4,Normal Value
E14000532,2024-03-01,Apr 2023-Mar 2024,45.5,Normal Value
E14000533,2024-03-01,Apr 2023-Mar 2024,16.4,Normal Value
E14000534,2024-03-01,Apr 2023-Mar 2024,52.6,Normal Value
E14000535,2024-03-01,Apr 2023-Mar 2024,39.2,Normal Value
E14000536,2023-09-01,Oct 2022-Sep 2023,8.1,Normal Value
E14000537,2023-12-01,Jan 2023-Dec 2023,11.6,Normal Value
E14000538,2024-03-01,Apr 2023-Mar 2024,48.9,Normal Value
E14000539,2024-03-01,Apr 2023-Mar 2024,29.2,Normal Value
E14000540,2024-03-01,Apr 2023-Mar 2024,31.5,Normal Value
E14000541,2024-03-01,Apr 2023-Mar 2024,19.0,Normal Value
E14000542,2024-03-01,Apr 2023-Mar 2024,18.1,Normal Value
E14000543,2024-03-01,Apr 2023-Mar 2024,16.3,Normal Value
E14000544,2024-03-01,Apr 2023-Mar 2024,46.7,Normal Value
E14000545,2024-03-01,Apr 2023-Mar 2024,27.6,Normal Value
E14000546,2022-09-01,Oct 2021-Sep 2022,20.7,Normal Value
E14000547,2024-03-01,Apr 2023-Mar 2024,43.6,Normal Value
E14000548,2024-03-01,Apr 2023-Mar 2024,24.6,Normal Value
E14000549,2022-09-01,Oct 2021-Sep 2022,26.8,Normal Value
E14000550,2024-03-01,Apr 2023-Mar 2024,37.6,Normal Value
E14000551,2024-03-01,Apr 2023-Mar 2024,26.5,Normal Value
E14000552,2024-03-01,Apr 2023-Mar 2024,27.1,Normal Value
E14000553,2024-03-01,Apr 2023-Mar 2024,45.8,Normal Value
E14000554,2023-12-01,Jan 2023-Dec 2023,9.8,Normal Value
E14000555,2024-03-01,Apr 2023-Mar 2024,26.9,Normal Value
E14000556,2023-12-01,Jan 2023-Dec 2023,19.3,Normal Value
E14000557,2024-03-01,Apr 2023-Mar 2024,39.4,Normal Value
E14000558,2023-12-01,Jan 2023-Dec 2023,21.8,Normal Value
E14000559,2024-03-01,Apr 2023-Mar 2024,19.1,Normal Value
E14000560,2024-03-01,Apr 2023-Mar 2024,53.9,Normal Value
E14000561,2024-03-01,Apr 2023-Mar 2024,27.0,Normal Value
E14000562,2024-03-01,Apr 2023-Mar 2024,62.0,Normal Value
E14000563,2024-03-01,Apr 2023-Mar 2024,33.1,Normal Value
E14000564,2024-03-01,Apr 2023-Mar 2024,41.8,Normal Value
E14000565,2024-03-01,Apr 2023-Mar 2024,33.5,Normal Value
E14000566,2024-03-01,Apr 2023-Mar 2024,30.4,Normal Value
E14000567,2024-03-01,Apr 2023-Mar 2024,70.1,Normal Value
E14000568,2024-03-01,Apr 2023-Mar 2024,22.7,Normal Value
