geography_code,value,notes
E14001008,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001009,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001010,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001011,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001012,26.8,Normal Value
E14001013,49.7,Normal Value
E14001014,24.5,Normal Value
E14001015,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001016,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001017,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001018,21.4,Normal Value
E14001019,13.5,Normal Value
E14001020,15.3,Normal Value
E14001021,28.3,Normal Value
E14001022,40.2,Normal Value
E14001023,24.4,Normal Value
E14001024,15.0,Normal Value
E14001025,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001026,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001027,15.7,Normal Value
E14001028,17.8,Normal Value
E14001029,28.9,Normal Value
E14001030,19.2,Normal Value
E14001031,22.6,Normal Value
E14001032,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001033,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001034,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001035,15.9,Normal Value
E14001036,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001037,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001038,14.5,Normal Value
E14001039,17.3,Normal Value
E14001040,22.1,Normal Value
E14001041,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001042,8.3,Normal Value
E14001043,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001044,58.5,Normal Value
E14001045,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001046,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001047,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001048,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001049,72.4,Normal Value
E14001050,53.5,Normal Value
E14001051,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001052,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001053,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001054,36.5,Normal Value
E14001055,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001056,37.4,Normal Value
E14001057,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001058,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001059,27.2,Normal Value
E14001060,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001061,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001062,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000001,22.5,Normal Value
S14000002,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000003,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000004,15.2,Normal Value
S14000005,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000006,25.2,Normal Value
S14000007,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000008,17.8,Normal Value
S14000009,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000010,13.3,Normal Value
S14000011,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000012,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000013,20.3,Normal Value
S14000014,24.2,Normal Value
S14000015,14.3,Normal Value
S14000016,30.4,Normal Value
S14000017,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000018,10.5,Normal Value
S14000019,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000020,17.4,Normal Value
S14000021,10.7,Normal Value
S14000022,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000023,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000024,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000025,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000026,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000027,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000028,17.2,Normal Value
S14000029,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000030,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000031,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000032,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000033,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000034,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000035,26.0,Normal Value
S14000036,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000037,25.9,Normal Value
S14000038,14.6,Normal Value
S14000039,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000040,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000041,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000042,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000043,20.0,Normal Value
S14000044,14.6,Normal Value
S14000045,9.5,Normal Value
S14000046,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000047,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000048,20.7,Normal Value
S14000049,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000050,6.6,Normal Value
S14000051,44.2,Normal Value
S14000052,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000053,19.1,Normal Value
S14000054,22.5,Normal Value
S14000055,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000056,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000057,15.6,Normal Value
S14000058,30.4,Normal Value
S14000059,20.9,Normal Value
W07000041,12.7,Normal Value
W07000042,10.4,Normal Value
W07000043,27.1,Normal Value
W07000044,32.4,Normal Value
W07000045,13.2,Normal Value
W07000046,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
W07000047,23.4,Normal Value
W07000048,16.8,Normal Value
W07000049,18.2,Normal Value
W07000050,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
W07000051,12.5,Normal Value
W07000052,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
W07000053,7.7,Normal Value
W07000054,9.6,Normal Value
W07000055,11.1,Normal Value
W07000056,10.8,Normal Value
W07000057,15.6,Normal Value
W07000058,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
W07000059,10.2,Normal Value
W07000060,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
W07000061,22.5,Normal Value
W07000062,17.3,Normal Value
W07000063,18.5,Normal Value
W07000064,10.9,Normal Value
W07000065,16.1,Normal Value
W07000066,12.6,Normal Value
W07000067,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
W07000068,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
W07000069,5.3,Normal Value
W07000070,26.8,Normal Value
W07000071,32.3,Normal Value
W07000072,14.1,Normal Value
W07000073,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
W07000074,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
W07000075,28.0,Normal Value
W07000076,17.1,Normal Value
W07000077,24.3,Normal Value
W07000078,8.4,Normal Value
W07000079,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
W07000080,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
