geography_code,date,date_name,value,notes
E06000047,2023-03-01,Apr 2022-Mar 2023,22.1,Normal Value
E06000057,2023-03-01,Apr 2022-Mar 2023,26.7,Normal Value
E06000004,2023-03-01,Apr 2022-Mar 2023,19.5,Normal Value
E08000022,2023-03-01,Apr 2022-Mar 2023,48.7,Normal Value
E08000003,2023-03-01,Apr 2022-Mar 2023,41.2,Normal Value
E08000006,2023-03-01,Apr 2022-Mar 2023,46.4,Normal Value
E08000010,2023-03-01,Apr 2022-Mar 2023,23.4,Normal Value
E06000011,2023-03-01,Apr 2022-Mar 2023,16.8,Normal Value
E06000010,2023-03-01,Apr 2022-Mar 2023,40.3,Normal Value
E08000016,2023-03-01,Apr 2022-Mar 2023,31.4,Normal Value
E08000017,2023-03-01,Apr 2022-Mar 2023,38.5,Normal Value
E08000019,2023-03-01,Apr 2022-Mar 2023,24.8,Normal Value
E08000035,2023-03-01,Apr 2022-Mar 2023,17.8,Normal Value
E08000036,2023-03-01,Apr 2022-Mar 2023,20.0,Normal Value
E06000015,2023-03-01,Apr 2022-Mar 2023,53.9,Normal Value
E07000135,2023-03-01,Apr 2022-Mar 2023,100.0,Normal Value
E06000051,2023-03-01,Apr 2022-Mar 2023,44.4,Normal Value
E08000025,2023-03-01,Apr 2022-Mar 2023,41.2,Normal Value
E08000026,2023-03-01,Apr 2022-Mar 2023,26.1,Normal Value
E08000031,2023-03-01,Apr 2022-Mar 2023,67.2,Normal Value
E07000073,2023-03-01,Apr 2022-Mar 2023,100.0,Normal Value
E09000029,2023-03-01,Apr 2022-Mar 2023,46.1,Normal Value
E06000046,2023-03-01,Apr 2022-Mar 2023,27.0,Normal Value
E06000042,2023-03-01,Apr 2022-Mar 2023,25.3,Normal Value
E06000039,2023-03-01,Apr 2022-Mar 2023,46.5,Normal Value
E06000045,2023-03-01,Apr 2022-Mar 2023,33.6,Normal Value
E06000040,2023-03-01,Apr 2022-Mar 2023,21.0,Normal Value
E07000089,2023-03-01,Apr 2022-Mar 2023,44.8,Normal Value
E06000026,2023-03-01,Apr 2022-Mar 2023,34.2,Normal Value
E06000030,2023-03-01,Apr 2022-Mar 2023,22.8,Normal Value
E06000054,2023-03-01,Apr 2022-Mar 2023,20.7,Normal Value
E06000058,2023-03-01,Apr 2022-Mar 2023,26.0,Normal Value
