geography_code,date,date_name,value,notes
E14000530,2021-03-01,Apr 2020-Mar 2021,7.0,Normal Value
E14000531,2023-03-01,Apr 2022-Mar 2023,3.7,Normal Value
E14000532,2023-03-01,Apr 2022-Mar 2023,3.1,Normal Value
E14000533,2023-03-01,Apr 2022-Mar 2023,3.7,Normal Value
E14000534,2022-06-01,Jul 2021-Jun 2022,3.9,Normal Value
E14000535,2023-03-01,Apr 2022-Mar 2023,4.4,Normal Value
E14000536,2023-03-01,Apr 2022-Mar 2023,6.1,Normal Value
E14000537,2023-03-01,Apr 2022-Mar 2023,5.6,Normal Value
E14000538,2022-09-01,Oct 2021-Sep 2022,3.9,Normal Value
E14000539,2023-03-01,Apr 2022-Mar 2023,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000540,2023-03-01,Apr 2022-Mar 2023,4.8,Normal Value
E14000541,2023-03-01,Apr 2022-Mar 2023,3.4,Normal Value
E14000542,2023-03-01,Apr 2022-Mar 2023,4.7,Normal Value
E14000543,2023-03-01,Apr 2022-Mar 2023,2.5,Normal Value
E14000544,2022-12-01,Jan 2022-Dec 2022,2.6,Normal Value
E14000545,2022-09-01,Oct 2021-Sep 2022,4.9,Normal Value
E14000546,2022-12-01,Jan 2022-Dec 2022,4.5,Normal Value
E14000547,2023-03-01,Apr 2022-Mar 2023,7.3,Normal Value
E14000548,2023-03-01,Apr 2022-Mar 2023,7.0,Normal Value
E14000549,2023-03-01,Apr 2022-Mar 2023,4.4,Normal Value
E14000550,2023-03-01,Apr 2022-Mar 2023,6.3,Normal Value
E14000551,2022-09-01,Oct 2021-Sep 2022,2.6,Normal Value
E14000552,2021-12-01,Jan 2021-Dec 2021,4.4,Normal Value
E14000553,2023-03-01,Apr 2022-Mar 2023,4.7,Normal Value
E14000554,2023-03-01,Apr 2022-Mar 2023,5.6,Normal Value
E14000555,2023-03-01,Apr 2022-Mar 2023,5.4,Normal Value
E14000556,2023-03-01,Apr 2022-Mar 2023,3.2,Normal Value
E14000557,2022-12-01,Jan 2022-Dec 2022,5.7,Normal Value
E14000558,2022-12-01,Jan 2022-Dec 2022,5.9,Normal Value
E14000559,2022-09-01,Oct 2021-Sep 2022,8.8,Normal Value
E14000560,2022-12-01,Jan 2022-Dec 2022,5.0,Normal Value
E14000561,2023-03-01,Apr 2022-Mar 2023,16.1,Normal Value
E14000562,2023-03-01,Apr 2022-Mar 2023,11.0,Normal Value
E14000563,2023-03-01,Apr 2022-Mar 2023,10.4,Normal Value
E14000564,2023-03-01,Apr 2022-Mar 2023,10.4,Normal Value
E14000565,2021-09-01,Oct 2020-Sep 2021,11.4,Normal Value
E14000566,2023-03-01,Apr 2022-Mar 2023,6.5,Normal Value
E14000567,2023-03-01,Apr 2022-Mar 2023,3.1,Normal Value
E14000568,2023-03-01,Apr 2022-Mar 2023,8.5,Normal Value
E14000569,2023-03-01,Apr 2022-Mar 2023,6.2,Normal Value
E14000570,2023-03-01,Apr 2022-Mar 2023,4.5,Normal Value
E14000571,2023-03-01,Apr 2022-Mar 2023,4.3,Normal Value
E14000572,2023-03-01,Apr 2022-Mar 2023,5.5,Normal Value
E14000573,2023-03-01,Apr 2022-Mar 2023,3.8,Normal Value
E14000574,2022-12-01,Jan 2022-Dec 2022,2.3,Normal Value
E14000575,2023-03-01,Apr 2022-Mar 2023,2.9,Normal Value
E14000576,2022-12-01,Jan 2022-Dec 2022,4.6,Normal Value
E14000577,2023-03-01,Apr 2022-Mar 2023,7.4,Normal Value
E14000578,2022-12-01,Jan 2022-Dec 2022,4.1,Normal Value
E14000579,2023-03-01,Apr 2022-Mar 2023,5.8,Normal Value
E14000580,2023-03-01,Apr 2022-Mar 2023,5.1,Normal Value
E14000581,2022-12-01,Jan 2022-Dec 2022,4.8,Normal Value
E14000582,2023-03-01,Apr 2022-Mar 2023,5.0,Normal Value
E14000583,2022-06-01,Jul 2021-Jun 2022,2.8,Normal Value
E14000584,2023-03-01,Apr 2022-Mar 2023,5.1,Normal Value
E14000585,2022-06-01,Jul 2021-Jun 2022,2.4,Normal Value
E14000586,2023-03-01,Apr 2022-Mar 2023,4.9,Normal Value
E14000587,2023-03-01,Apr 2022-Mar 2023,6.5,Normal Value
E14000588,2023-03-01,Apr 2022-Mar 2023,8.4,Normal Value
E14000589,2023-03-01,Apr 2022-Mar 2023,8.8,Normal Value
