geography_code,value,notes
E14000827,8.4,Normal Value
E14000828,5.7,Normal Value
E14000829,6.9,Normal Value
E14000830,2.7,Normal Value
E14000831,5.3,Normal Value
E14000832,2.9,Normal Value
E14000833,4.3,Normal Value
E14000834,4.1,Normal Value
E14000835,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000836,2.5,Normal Value
E14000837,3.3,Normal Value
E14000838,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000839,2.1,Normal Value
E14000840,4.3,Normal Value
E14000841,3.0,Normal Value
E14000842,2.5,Normal Value
E14000843,2.8,Normal Value
E14000844,7.4,Normal Value
E14000845,4.1,Normal Value
E14000846,2.2,Normal Value
E14000847,2.4,Normal Value
E14000848,3.9,Normal Value
E14000849,5.3,Normal Value
E14000850,2.6,Normal Value
E14000851,4.4,Normal Value
E14000852,9.3,Normal Value
E14000853,6.0,Normal Value
E14000854,2.5,Normal Value
E14000855,2.6,Normal Value
E14000856,3.6,Normal Value
E14000857,4.2,Normal Value
E14000858,2.5,Normal Value
E14000859,6.9,Normal Value
E14000860,3.1,Normal Value
E14000861,6.6,Normal Value
E14000862,5.3,Normal Value
E14000863,4.8,Normal Value
E14000864,6.4,Normal Value
E14000865,8.8,Normal Value
E14000866,8.1,Normal Value
E14000867,2.5,Normal Value
E14000868,4.1,Normal Value
E14000869,3.6,Normal Value
E14000870,3.8,Normal Value
E14000871,4.1,Normal Value
E14000872,2.9,Normal Value
E14000873,5.1,Normal Value
E14000874,3.0,Normal Value
E14000875,7.0,Normal Value
E14000876,9.4,Normal Value
E14000877,3.9,Normal Value
E14000878,6.4,Normal Value
E14000879,3.9,Normal Value
E14000880,4.0,Normal Value
E14000881,2.0,Normal Value
E14000882,3.6,Normal Value
E14000883,1.2,Normal Value
E14000884,2.9,Normal Value
E14000885,8.4,Normal Value
E14000886,3.0,Normal Value
E14000887,4.5,Normal Value
E14000888,2.7,Normal Value
E14000889,4.3,Normal Value
E14000890,2.3,Normal Value
E14000891,4.2,Normal Value
E14000892,5.5,Normal Value
E14000893,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000894,2.7,Normal Value
E14000895,4.2,Normal Value
E14000896,2.3,Normal Value
E14000897,4.0,Normal Value
E14000898,2.4,Normal Value
E14000899,1.7,Normal Value
E14000900,3.6,Normal Value
E14000901,3.8,Normal Value
E14000902,8.7,Normal Value
E14000903,2.7,Normal Value
E14000904,4.2,Normal Value
E14000905,2.6,Normal Value
E14000906,2.6,Normal Value
E14000907,4.4,Normal Value
E14000908,2.6,Normal Value
E14000909,2.4,Normal Value
E14000910,2.3,Normal Value
E14000911,2.6,Normal Value
E14000912,3.8,Normal Value
E14000913,3.9,Normal Value
E14000914,3.1,Normal Value
E14000915,4.7,Normal Value
E14000916,2.4,Normal Value
E14000917,3.7,Normal Value
E14000918,5.3,Normal Value
E14000919,7.8,Normal Value
E14000920,5.3,Normal Value
E14000921,7.0,Normal Value
E14000922,4.0,Normal Value
E14000923,3.8,Normal Value
E14000924,2.6,Normal Value
E14000925,4.6,Normal Value
E14000926,3.4,Normal Value
E14000927,4.8,Normal Value
E14000928,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000929,3.4,Normal Value
E14000930,7.5,Normal Value
E14000931,2.1,Normal Value
E14000932,3.1,Normal Value
E14000933,4.0,Normal Value
E14000934,4.1,Normal Value
E14000935,6.5,Normal Value
E14000936,3.2,Normal Value
E14000937,2.7,Normal Value
E14000938,3.5,Normal Value
E14000939,6.5,Normal Value
E14000940,2.8,Normal Value
E14000941,3.9,Normal Value
E14000942,2.7,Normal Value
E14000943,6.7,Normal Value
E14000944,13.8,Normal Value
E14000945,3.5,Normal Value
E14000946,4.7,Normal Value
E14000947,4.8,Normal Value
E14000948,4.5,Normal Value
E14000949,4.8,Normal Value
E14000950,3.3,Normal Value
E14000951,3.3,Normal Value
E14000952,7.1,Normal Value
E14000953,2.4,Normal Value
E14000954,2.1,Normal Value
E14000955,4.7,Normal Value
E14000956,4.8,Normal Value
E14000957,1.0,Normal Value
E14000958,3.3,Normal Value
E14000959,5.1,Normal Value
E14000960,1.3,Normal Value
E14000961,2.9,Normal Value
E14000962,5.1,Normal Value
E14000963,2.1,Normal Value
E14000964,7.0,Normal Value
E14000965,4.1,Normal Value
E14000966,5.1,Normal Value
E14000967,3.2,Normal Value
E14000968,3.6,Normal Value
E14000969,6.8,Normal Value
E14000970,4.2,Normal Value
E14000971,2.5,Normal Value
E14000972,3.0,Normal Value
E14000973,4.6,Normal Value
E14000974,3.0,Normal Value
E14000975,8.8,Normal Value
E14000976,6.3,Normal Value
E14000977,3.2,Normal Value
E14000978,5.4,Normal Value
E14000979,6.1,Normal Value
E14000980,1.7,Normal Value
E14000981,4.4,Normal Value
E14000982,2.0,Normal Value
E14000983,3.4,Normal Value
E14000984,2.1,Normal Value
E14000985,2.3,Normal Value
E14000986,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000987,5.6,Normal Value
E14000988,2.2,Normal Value
E14000989,4.0,Normal Value
E14000990,2.7,Normal Value
E14000991,1.9,Normal Value
E14000992,3.9,Normal Value
E14000993,2.6,Normal Value
E14000994,2.0,Normal Value
E14000995,5.7,Normal Value
E14000996,3.3,Normal Value
E14000997,4.8,Normal Value
E14000998,2.8,Normal Value
E14000999,1.0,Normal Value
E14001000,4.3,Normal Value
E14001001,2.5,Normal Value
E14001002,3.2,Normal Value
E14001003,3.0,Normal Value
E14001004,6.4,Normal Value
E14001005,3.2,Normal Value
E14001006,4.4,Normal Value
E14001007,5.8,Normal Value
E14001008,4.2,Normal Value
E14001009,2.7,Normal Value
E14001010,2.1,Normal Value
E14001011,10.6,Normal Value
E14001012,10.2,Normal Value
E14001013,5.8,Normal Value
E14001014,6.8,Normal Value
E14001015,2.0,Normal Value
E14001016,6.4,Normal Value
E14001017,2.4,Normal Value
E14001018,2.3,Normal Value
E14001019,3.6,Normal Value
E14001020,3.8,Normal Value
E14001021,2.9,Normal Value
E14001022,3.9,Normal Value
E14001023,7.9,Normal Value
E14001024,2.3,Normal Value
E14001025,5.0,Normal Value
E14001026,3.4,Normal Value
E14001027,4.0,Normal Value
E14001028,2.9,Normal Value
E14001029,8.7,Normal Value
E14001030,8.2,Normal Value
E14001031,2.7,Normal Value
E14001032,4.1,Normal Value
E14001033,7.0,Normal Value
E14001034,5.1,Normal Value
E14001035,7.2,Normal Value
E14001036,3.3,Normal Value
E14001037,2.1,Normal Value
E14001038,4.1,Normal Value
E14001039,6.1,Normal Value
E14001040,1.3,Normal Value
E14001041,4.2,Normal Value
E14001042,3.2,Normal Value
E14001043,1.7,Normal Value
E14001044,7.1,Normal Value
E14001045,3.8,Normal Value
E14001046,2.7,Normal Value
E14001047,3.7,Normal Value
E14001048,2.2,Normal Value
E14001049,9.0,Normal Value
E14001050,10.9,Normal Value
E14001051,6.9,Normal Value
E14001052,6.9,Normal Value
E14001053,6.8,Normal Value
E14001054,10.2,Normal Value
E14001055,12.9,Normal Value
E14001056,4.5,Normal Value
E14001057,2.7,Normal Value
E14001058,5.0,Normal Value
E14001059,6.1,Normal Value
E14001060,4.9,Normal Value
E14001061,1.1,Normal Value
E14001062,2.5,Normal Value
S14000001,7.7,Normal Value
S14000002,4.2,Normal Value
S14000003,3.3,Normal Value
S14000004,3.3,Normal Value
S14000005,2.8,Normal Value
S14000006,8.2,Normal Value
S14000007,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000008,5.7,Normal Value
S14000009,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000010,3.1,Normal Value
S14000011,5.7,Normal Value
S14000012,3.6,Normal Value
S14000013,5.5,Normal Value
S14000014,4.6,Normal Value
S14000015,5.3,Normal Value
S14000016,9.1,Normal Value
S14000017,4.5,Normal Value
S14000018,2.2,Normal Value
S14000019,3.8,Normal Value
S14000020,1.8,Normal Value
S14000021,2.0,Normal Value
S14000022,3.4,Normal Value
S14000023,2.6,Normal Value
S14000024,2.6,Normal Value
S14000025,2.7,Normal Value
S14000026,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000027,2.2,Normal Value
S14000028,5.5,Normal Value
S14000029,2.2,Normal Value
S14000030,5.8,Normal Value
S14000031,5.9,Normal Value
S14000032,6.0,Normal Value
S14000033,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000034,6.0,Normal Value
S14000035,4.4,Normal Value
S14000036,5.7,Normal Value
S14000037,6.6,Normal Value
S14000038,3.0,Normal Value
S14000039,4.4,Normal Value
S14000040,2.5,Normal Value
S14000041,3.9,Normal Value
S14000042,4.4,Normal Value
S14000043,2.6,Normal Value
S14000044,3.4,Normal Value
S14000045,2.2,Normal Value
S14000046,3.9,Normal Value
S14000047,5.1,Normal Value
S14000048,1.7,Normal Value
S14000049,2.3,Normal Value
S14000050,3.8,Normal Value
S14000051,4.5,Normal Value
S14000052,3.7,Normal Value
S14000053,4.1,Normal Value
S14000054,4.2,Normal Value
S14000055,3.2,Normal Value
S14000056,1.7,Normal Value
S14000057,4.2,Normal Value
S14000058,3.3,Normal Value
S14000059,3.6,Normal Value
W07000041,3.6,Normal Value
W07000042,3.4,Normal Value
W07000043,1.8,Normal Value
W07000044,3.0,Normal Value
W07000045,3.2,Normal Value
W07000046,2.0,Normal Value
W07000047,10.6,Normal Value
W07000048,3.8,Normal Value
W07000049,5.2,Normal Value
W07000050,3.6,Normal Value
W07000051,2.7,Normal Value
W07000052,3.4,Normal Value
W07000053,3.1,Normal Value
W07000054,0.9,Normal Value
W07000055,5.5,Normal Value
W07000056,4.4,Normal Value
W07000057,1.4,Normal Value
W07000058,5.3,Normal Value
W07000059,2.2,Normal Value
W07000060,3.6,Normal Value
W07000061,2.3,Normal Value
W07000062,3.3,Normal Value
W07000063,9.4,Normal Value
W07000064,3.4,Normal Value
W07000065,4.0,Normal Value
W07000066,2.4,Normal Value
W07000067,2.6,Normal Value
W07000068,1.5,Normal Value
W07000069,1.4,Normal Value
W07000070,4.2,Normal Value
W07000071,6.1,Normal Value
W07000072,3.5,Normal Value
W07000073,1.9,Normal Value
W07000074,2.7,Normal Value
W07000075,5.1,Normal Value
W07000076,4.7,Normal Value
W07000077,2.5,Normal Value
W07000078,1.0,Normal Value
W07000079,2.9,Normal Value
W07000080,2.3,Normal Value
