geography_code,date,date_name,value,notes
E14000853,2023-03-01,Apr 2022-Mar 2023,45.0,Normal Value
E14001006,2023-03-01,Apr 2022-Mar 2023,51.8,Normal Value
E14001014,2023-03-01,Apr 2022-Mar 2023,63.1,Normal Value
E14000669,2023-03-01,Apr 2022-Mar 2023,79.3,Normal Value
E14000662,2023-03-01,Apr 2022-Mar 2023,56.3,Normal Value
E14000728,2023-03-01,Apr 2022-Mar 2023,100.0,Normal Value
E14000561,2023-03-01,Apr 2022-Mar 2023,100.0,Normal Value
E14000568,2023-03-01,Apr 2022-Mar 2023,50.5,Normal Value
E14000651,2023-03-01,Apr 2022-Mar 2023,54.1,Normal Value
E14001050,2023-03-01,Apr 2022-Mar 2023,75.3,Normal Value
E14000729,2023-03-01,Apr 2022-Mar 2023,100.0,Normal Value
E14000841,2023-03-01,Apr 2022-Mar 2023,38.1,Normal Value
E14000762,2023-03-01,Apr 2022-Mar 2023,27.0,Normal Value
E14000822,2023-03-01,Apr 2022-Mar 2023,37.8,Normal Value
E14000844,2023-03-01,Apr 2022-Mar 2023,44.8,Normal Value
E14000930,2023-03-01,Apr 2022-Mar 2023,46.5,Normal Value
E14000956,2023-03-01,Apr 2022-Mar 2023,43.4,Normal Value
E14001042,2023-03-01,Apr 2022-Mar 2023,50.6,Normal Value
E14000638,2023-03-01,Apr 2022-Mar 2023,54.7,Normal Value
E14000851,2023-03-01,Apr 2022-Mar 2023,25.7,Normal Value
