geography_code,date,date_name,value,notes
E06000047,2023-03-01,Apr 2022-Mar 2023,11.2,Normal Value
E06000003,2023-03-01,Apr 2022-Mar 2023,15.4,Normal Value
E08000023,2023-03-01,Apr 2022-Mar 2023,26.9,Normal Value
E06000009,2023-03-01,Apr 2022-Mar 2023,16.6,Normal Value
E06000049,2023-03-01,Apr 2022-Mar 2023,12.2,Normal Value
E08000003,2023-03-01,Apr 2022-Mar 2023,10.4,Normal Value
E08000007,2023-03-01,Apr 2022-Mar 2023,16.0,Normal Value
E08000019,2023-03-01,Apr 2022-Mar 2023,8.4,Normal Value
E08000034,2023-03-01,Apr 2022-Mar 2023,12.6,Normal Value
E06000016,2023-03-01,Apr 2022-Mar 2023,24.9,Normal Value
E06000019,2023-03-01,Apr 2022-Mar 2023,14.4,Normal Value
E08000025,2023-03-01,Apr 2022-Mar 2023,9.8,Normal Value
E08000026,2023-03-01,Apr 2022-Mar 2023,13.2,Normal Value
E08000028,2023-03-01,Apr 2022-Mar 2023,12.8,Normal Value
E08000029,2023-03-01,Apr 2022-Mar 2023,13.0,Normal Value
E08000030,2023-03-01,Apr 2022-Mar 2023,19.8,Normal Value
E06000034,2023-03-01,Apr 2022-Mar 2023,35.1,Normal Value
E07000008,2023-03-01,Apr 2022-Mar 2023,29.1,Normal Value
E09000003,2023-03-01,Apr 2022-Mar 2023,23.4,Normal Value
E09000008,2023-03-01,Apr 2022-Mar 2023,17.4,Normal Value
E09000031,2023-03-01,Apr 2022-Mar 2023,34.6,Normal Value
E07000091,2023-03-01,Apr 2022-Mar 2023,41.4,Normal Value
E06000024,2023-03-01,Apr 2022-Mar 2023,17.2,Normal Value
E06000030,2023-03-01,Apr 2022-Mar 2023,17.7,Normal Value
