geography_code,date,date_name,value,notes
E14000530,2023-03-01,Apr 2022-Mar 2023,13.7,Normal Value
E14000531,2023-03-01,Apr 2022-Mar 2023,21.4,Normal Value
E14000532,2023-03-01,Apr 2022-Mar 2023,38.5,Normal Value
E14000533,2022-09-01,Oct 2021-Sep 2022,13.9,Normal Value
E14000534,2022-06-01,Jul 2021-Jun 2022,29.1,Normal Value
E14000535,2023-03-01,Apr 2022-Mar 2023,15.3,Normal Value
E14000536,2023-03-01,Apr 2022-Mar 2023,19.1,Normal Value
E14000537,2023-03-01,Apr 2022-Mar 2023,24.0,Normal Value
E14000538,2023-03-01,Apr 2022-Mar 2023,30.7,Normal Value
E14000539,2023-03-01,Apr 2022-Mar 2023,21.9,Normal Value
E14000540,2023-03-01,Apr 2022-Mar 2023,36.9,Normal Value
E14000541,2023-03-01,Apr 2022-Mar 2023,11.7,Normal Value
E14000542,2023-03-01,Apr 2022-Mar 2023,20.7,Normal Value
E14000543,2023-03-01,Apr 2022-Mar 2023,15.3,Normal Value
E14000544,2023-03-01,Apr 2022-Mar 2023,40.1,Normal Value
E14000545,2022-12-01,Jan 2022-Dec 2022,27.8,Normal Value
E14000546,2022-09-01,Oct 2021-Sep 2022,20.7,Normal Value
E14000547,2023-03-01,Apr 2022-Mar 2023,49.7,Normal Value
E14000548,2023-03-01,Apr 2022-Mar 2023,27.1,Normal Value
E14000549,2022-09-01,Oct 2021-Sep 2022,26.8,Normal Value
E14000550,2022-09-01,Oct 2021-Sep 2022,12.9,Normal Value
E14000551,2023-03-01,Apr 2022-Mar 2023,46.5,Normal Value
E14000552,2023-03-01,Apr 2022-Mar 2023,35.7,Normal Value
E14000553,2023-03-01,Apr 2022-Mar 2023,37.6,Normal Value
E14000554,2023-03-01,Apr 2022-Mar 2023,14.1,Normal Value
E14000555,2023-03-01,Apr 2022-Mar 2023,31.2,Normal Value
E14000556,2023-03-01,Apr 2022-Mar 2023,28.8,Normal Value
E14000557,2022-06-01,Jul 2021-Jun 2022,16.1,Normal Value
E14000558,2023-03-01,Apr 2022-Mar 2023,31.4,Normal Value
E14000559,2023-03-01,Apr 2022-Mar 2023,11.6,Normal Value
E14000560,2023-03-01,Apr 2022-Mar 2023,47.3,Normal Value
E14000561,2023-03-01,Apr 2022-Mar 2023,24.2,Normal Value
E14000562,2023-03-01,Apr 2022-Mar 2023,32.4,Normal Value
E14000563,2023-03-01,Apr 2022-Mar 2023,27.9,Normal Value
E14000564,2023-03-01,Apr 2022-Mar 2023,32.8,Normal Value
E14000565,2023-03-01,Apr 2022-Mar 2023,25.6,Normal Value
E14000566,2023-03-01,Apr 2022-Mar 2023,24.9,Normal Value
E14000567,2023-03-01,Apr 2022-Mar 2023,77.4,Normal Value
E14000568,2023-03-01,Apr 2022-Mar 2023,45.2,Normal Value
E14000569,2023-03-01,Apr 2022-Mar 2023,12.0,Normal Value
E14000570,2023-03-01,Apr 2022-Mar 2023,27.2,Normal Value
E14000571,2023-03-01,Apr 2022-Mar 2023,25.5,Normal Value
E14000572,2023-03-01,Apr 2022-Mar 2023,19.7,Normal Value
E14000573,2023-03-01,Apr 2022-Mar 2023,15.4,Normal Value
E14000574,2023-03-01,Apr 2022-Mar 2023,15.1,Normal Value
E14000575,2023-03-01,Apr 2022-Mar 2023,21.1,Normal Value
E14000576,2022-12-01,Jan 2022-Dec 2022,15.9,Normal Value
E14000577,2022-12-01,Jan 2022-Dec 2022,21.8,Normal Value
E14000578,2023-03-01,Apr 2022-Mar 2023,22.4,Normal Value
E14000579,2023-03-01,Apr 2022-Mar 2023,21.3,Normal Value
E14000580,2023-03-01,Apr 2022-Mar 2023,11.9,Normal Value
E14000581,2023-03-01,Apr 2022-Mar 2023,53.9,Normal Value
E14000582,2023-03-01,Apr 2022-Mar 2023,21.3,Normal Value
E14000583,2023-03-01,Apr 2022-Mar 2023,21.9,Normal Value
E14000584,2023-03-01,Apr 2022-Mar 2023,22.9,Normal Value
