geography_code,value,notes
E14000826,0.0,These figures are suppressed as statistically unreliable
E14000836,72.1,Normal Value
E14000876,0.0,These figures are suppressed as statistically unreliable
E14000886,81.2,Normal Value
E14000895,0.0,These figures are suppressed as statistically unreliable
E14000903,56.7,Normal Value
E14000904,0.0,These figures are suppressed as statistically unreliable
E14000913,62.7,Normal Value
E14000914,78.1,Normal Value
E14000917,0.0,These figures are suppressed as statistically unreliable
E14000919,0.0,These figures are suppressed as statistically unreliable
E14000920,0.0,These figures are suppressed as statistically unreliable
E14000921,0.0,These figures are suppressed as statistically unreliable
E14000922,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000923,0.0,These figures are suppressed as statistically unreliable
E14000925,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000928,80.8,Normal Value
E14000993,0.0,These figures are suppressed as statistically unreliable
E14001009,0.0,These figures are suppressed as statistically unreliable
E14001028,61.4,Normal Value
E14001061,57.3,Normal Value
E14001062,62.3,Normal Value
E14000533,0.0,These figures are suppressed as statistically unreliable
E14000535,58.4,Normal Value
E14000546,0.0,These figures are suppressed as statistically unreliable
E14000577,0.0,These figures are suppressed as statistically unreliable
E14000582,0.0,These figures are suppressed as statistically unreliable
E14000583,0.0,These figures are suppressed as statistically unreliable
E14000607,0.0,These figures are suppressed as statistically unreliable
E14000625,0.0,These figures are suppressed as statistically unreliable
E14000632,0.0,These figures are suppressed as statistically unreliable
E14000648,62.0,Normal Value
E14000660,68.5,Normal Value
E14000662,52.5,Normal Value
E14000663,0.0,These figures are suppressed as statistically unreliable
E14000664,0.0,These figures are suppressed as statistically unreliable
E14000695,0.0,These figures are suppressed as statistically unreliable
E14000707,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000710,43.2,Normal Value
E14000714,0.0,These figures are suppressed as statistically unreliable
E14000728,0.0,These figures are suppressed as statistically unreliable
E14000748,0.0,These figures are suppressed as statistically unreliable
E14000769,66.7,Normal Value
E14000782,38.1,Normal Value
E14000783,39.6,Normal Value
E14000784,0.0,These figures are suppressed as statistically unreliable
E14000792,69.7,Normal Value
E14000797,0.0,These figures are suppressed as statistically unreliable
E14000798,0.0,These figures are suppressed as statistically unreliable
E14000810,0.0,These figures are suppressed as statistically unreliable
E14000814,0.0,These figures are suppressed as statistically unreliable
E14000829,85.4,Normal Value
E14000843,0.0,These figures are suppressed as statistically unreliable
E14000858,0.0,These figures are suppressed as statistically unreliable
E14000861,0.0,These figures are suppressed as statistically unreliable
E14000862,0.0,These figures are suppressed as statistically unreliable
E14000865,0.0,These figures are suppressed as statistically unreliable
E14000866,0.0,These figures are suppressed as statistically unreliable
E14000867,42.0,Normal Value
E14000908,0.0,These figures are suppressed as statistically unreliable
E14000909,77.4,Normal Value
E14000924,0.0,These figures are suppressed as statistically unreliable
E14000929,0.0,These figures are suppressed as statistically unreliable
E14000935,67.9,Normal Value
E14000939,0.0,These figures are suppressed as statistically unreliable
E14000940,0.0,These figures are suppressed as statistically unreliable
E14000942,75.8,Normal Value
E14001025,0.0,These figures are suppressed as statistically unreliable
E14000531,0.0,These figures are suppressed as statistically unreliable
E14000560,0.0,These figures are suppressed as statistically unreliable
E14000561,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000562,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000563,0.0,These figures are suppressed as statistically unreliable
E14000564,0.0,These figures are suppressed as statistically unreliable
E14000565,0.0,These figures are suppressed as statistically unreliable
E14000566,0.0,These figures are suppressed as statistically unreliable
E14000567,38.2,Normal Value
E14000568,0.0,These figures are suppressed as statistically unreliable
E14000605,0.0,These figures are suppressed as statistically unreliable
E14000610,0.0,These figures are suppressed as statistically unreliable
E14000618,0.0,These figures are suppressed as statistically unreliable
E14000649,53.6,Normal Value
E14000650,65.6,Normal Value
E14000651,33.0,Normal Value
E14000671,0.0,These figures are suppressed as statistically unreliable
E14000672,0.0,These figures are suppressed as statistically unreliable
E14000722,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000743,60.9,Normal Value
E14000767,58.3,Normal Value
E14000791,0.0,These figures are suppressed as statistically unreliable
E14000799,0.0,These figures are suppressed as statistically unreliable
E14000812,50.5,Normal Value
E14000818,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000834,0.0,These figures are suppressed as statistically unreliable
E14000847,64.7,Normal Value
E14000849,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000854,0.0,These figures are suppressed as statistically unreliable
E14000868,0.0,These figures are suppressed as statistically unreliable
E14000892,0.0,These figures are suppressed as statistically unreliable
E14000905,0.0,These figures are suppressed as statistically unreliable
E14000926,0.0,These figures are suppressed as statistically unreliable
E14000931,52.1,Normal Value
E14000945,0.0,These figures are suppressed as statistically unreliable
E14000965,0.0,These figures are suppressed as statistically unreliable
E14000966,0.0,These figures are suppressed as statistically unreliable
E14000972,0.0,These figures are suppressed as statistically unreliable
E14000973,0.0,These figures are suppressed as statistically unreliable
E14000974,0.0,These figures are suppressed as statistically unreliable
E14000975,0.0,These figures are suppressed as statistically unreliable
E14000976,0.0,These figures are suppressed as statistically unreliable
E14000977,63.8,Normal Value
E14000985,0.0,These figures are suppressed as statistically unreliable
E14000986,0.0,These figures are suppressed as statistically unreliable
E14000989,56.7,Normal Value
E14000992,0.0,These figures are suppressed as statistically unreliable
E14001011,0.0,These figures are suppressed as statistically unreliable
E14001012,61.3,Normal Value
E14001016,0.0,These figures are suppressed as statistically unreliable
E14001019,62.6,Normal Value
E14001029,0.0,These figures are suppressed as statistically unreliable
E14001030,56.7,Normal Value
E14001035,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001049,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001050,0.0,These figures are suppressed as statistically unreliable
E14001051,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001052,0.0,These figures are suppressed as statistically unreliable
E14001058,0.0,These figures are suppressed as statistically unreliable
E14000544,0.0,These figures are suppressed as statistically unreliable
E14000552,0.0,These figures are suppressed as statistically unreliable
E14000590,0.0,These figures are suppressed as statistically unreliable
E14000594,0.0,These figures are suppressed as statistically unreliable
E14000603,0.0,These figures are suppressed as statistically unreliable
E14000606,0.0,These figures are suppressed as statistically unreliable
E14000613,0.0,These figures are suppressed as statistically unreliable
E14000617,66.8,Normal Value
E14000622,86.6,Normal Value
E14000624,0.0,These figures are suppressed as statistically unreliable
E14000628,0.0,These figures are suppressed as statistically unreliable
E14000642,0.0,These figures are suppressed as statistically unreliable
E14000644,0.0,These figures are suppressed as statistically unreliable
E14000693,0.0,These figures are suppressed as statistically unreliable
E14000717,0.0,These figures are suppressed as statistically unreliable
E14000729,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000734,0.0,These figures are suppressed as statistically unreliable
E14000739,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000744,83.0,Normal Value
E14000745,0.0,These figures are suppressed as statistically unreliable
E14000749,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000757,72.7,Normal Value
E14000761,0.0,These figures are suppressed as statistically unreliable
E14000800,52.7,Normal Value
E14000801,58.1,Normal Value
E14000806,0.0,These figures are suppressed as statistically unreliable
E14000813,0.0,These figures are suppressed as statistically unreliable
E14000816,0.0,These figures are suppressed as statistically unreliable
E14000841,52.5,Normal Value
E14000842,0.0,These figures are suppressed as statistically unreliable
E14000845,67.9,Normal Value
E14000848,0.0,These figures are suppressed as statistically unreliable
E14000855,60.1,Normal Value
E14000859,0.0,These figures are suppressed as statistically unreliable
E14000863,0.0,These figures are suppressed as statistically unreliable
E14000864,0.0,These figures are suppressed as statistically unreliable
E14000878,0.0,These figures are suppressed as statistically unreliable
E14000888,86.2,Normal Value
E14000899,66.7,Normal Value
E14000910,0.0,These figures are suppressed as statistically unreliable
E14000933,60.6,Normal Value
E14000934,44.6,Normal Value
E14000937,55.6,Normal Value
E14000941,75.7,Normal Value
E14000946,0.0,These figures are suppressed as statistically unreliable
E14000949,0.0,These figures are suppressed as statistically unreliable
E14000951,0.0,These figures are suppressed as statistically unreliable
E14000952,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000957,53.1,Normal Value
E14000960,0.0,These figures are suppressed as statistically unreliable
E14000968,0.0,These figures are suppressed as statistically unreliable
E14000981,0.0,These figures are suppressed as statistically unreliable
E14000995,59.6,Normal Value
E14001021,0.0,These figures are suppressed as statistically unreliable
E14001022,0.0,These figures are suppressed as statistically unreliable
E14001027,55.8,Normal Value
E14001034,0.0,These figures are suppressed as statistically unreliable
E14001045,0.0,These figures are suppressed as statistically unreliable
E14000540,0.0,These figures are suppressed as statistically unreliable
E14000549,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000551,0.0,These figures are suppressed as statistically unreliable
E14000553,0.0,These figures are suppressed as statistically unreliable
E14000555,47.7,Normal Value
E14000558,0.0,These figures are suppressed as statistically unreliable
E14000591,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000592,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000593,0.0,These figures are suppressed as statistically unreliable
E14000604,57.3,Normal Value
E14000615,0.0,These figures are suppressed as statistically unreliable
E14000621,0.0,These figures are suppressed as statistically unreliable
E14000629,0.0,These figures are suppressed as statistically unreliable
E14000634,0.0,These figures are suppressed as statistically unreliable
E14000636,0.0,These figures are suppressed as statistically unreliable
E14000639,59.9,Normal Value
E14000654,57.3,Normal Value
E14000655,0.0,These figures are suppressed as statistically unreliable
E14000656,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000657,0.0,These figures are suppressed as statistically unreliable
E14000673,0.0,These figures are suppressed as statistically unreliable
E14000674,0.0,These figures are suppressed as statistically unreliable
E14000675,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000676,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000679,0.0,These figures are suppressed as statistically unreliable
E14000687,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000690,0.0,These figures are suppressed as statistically unreliable
E14000691,0.0,These figures are suppressed as statistically unreliable
E14000692,0.0,These figures are suppressed as statistically unreliable
E14000696,0.0,These figures are suppressed as statistically unreliable
E14000701,0.0,These figures are suppressed as statistically unreliable
E14000703,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000718,68.3,Normal Value
E14000720,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000721,0.0,These figures are suppressed as statistically unreliable
E14000726,0.0,These figures are suppressed as statistically unreliable
E14000727,0.0,These figures are suppressed as statistically unreliable
E14000731,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000732,0.0,These figures are suppressed as statistically unreliable
E14000737,0.0,These figures are suppressed as statistically unreliable
E14000741,0.0,These figures are suppressed as statistically unreliable
E14000750,0.0,These figures are suppressed as statistically unreliable
E14000751,0.0,These figures are suppressed as statistically unreliable
E14000752,58.7,Normal Value
E14000759,0.0,These figures are suppressed as statistically unreliable
E14000760,0.0,These figures are suppressed as statistically unreliable
E14000763,0.0,These figures are suppressed as statistically unreliable
E14000764,0.0,These figures are suppressed as statistically unreliable
E14000768,0.0,These figures are suppressed as statistically unreliable
E14000770,0.0,These figures are suppressed as statistically unreliable
E14000787,0.0,These figures are suppressed as statistically unreliable
E14000788,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000789,0.0,These figures are suppressed as statistically unreliable
E14000790,0.0,These figures are suppressed as statistically unreliable
E14000823,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000869,0.0,These figures are suppressed as statistically unreliable
E14000872,0.0,These figures are suppressed as statistically unreliable
E14000882,43.5,Normal Value
E14000887,0.0,These figures are suppressed as statistically unreliable
E14000896,0.0,These figures are suppressed as statistically unreliable
E14000900,64.3,Normal Value
E14000906,0.0,These figures are suppressed as statistically unreliable
E14000978,0.0,These figures are suppressed as statistically unreliable
E14000984,0.0,These figures are suppressed as statistically unreliable
E14000998,0.0,These figures are suppressed as statistically unreliable
E14001002,0.0,These figures are suppressed as statistically unreliable
E14001005,37.4,Normal Value
E14001007,0.0,These figures are suppressed as statistically unreliable
E14001008,0.0,These figures are suppressed as statistically unreliable
E14001013,0.0,These figures are suppressed as statistically unreliable
E14001032,55.6,Normal Value
E14001036,0.0,These figures are suppressed as statistically unreliable
E14001040,0.0,These figures are suppressed as statistically unreliable
E14000530,0.0,These figures are suppressed as statistically unreliable
E14000534,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000536,0.0,These figures are suppressed as statistically unreliable
E14000538,0.0,These figures are suppressed as statistically unreliable
E14000539,0.0,These figures are suppressed as statistically unreliable
E14000545,0.0,These figures are suppressed as statistically unreliable
E14000550,0.0,These figures are suppressed as statistically unreliable
E14000557,0.0,These figures are suppressed as statistically unreliable
E14000576,0.0,These figures are suppressed as statistically unreliable
E14000586,44.8,Normal Value
E14000597,0.0,These figures are suppressed as statistically unreliable
E14000598,53.5,Normal Value
E14000608,75.8,Normal Value
E14000619,0.0,These figures are suppressed as statistically unreliable
E14000626,0.0,These figures are suppressed as statistically unreliable
E14000631,0.0,These figures are suppressed as statistically unreliable
E14000633,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000652,0.0,These figures are suppressed as statistically unreliable
E14000659,0.0,These figures are suppressed as statistically unreliable
E14000670,0.0,These figures are suppressed as statistically unreliable
E14000680,0.0,These figures are suppressed as statistically unreliable
E14000681,0.0,These figures are suppressed as statistically unreliable
E14000682,0.0,These figures are suppressed as statistically unreliable
E14000684,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000685,0.0,These figures are suppressed as statistically unreliable
E14000694,0.0,These figures are suppressed as statistically unreliable
E14000697,0.0,These figures are suppressed as statistically unreliable
E14000699,0.0,These figures are suppressed as statistically unreliable
E14000700,0.0,These figures are suppressed as statistically unreliable
E14000704,69.9,Normal Value
E14000711,71.5,Normal Value
E14000713,0.0,These figures are suppressed as statistically unreliable
E14000715,0.0,These figures are suppressed as statistically unreliable
E14000719,0.0,These figures are suppressed as statistically unreliable
E14000735,0.0,These figures are suppressed as statistically unreliable
E14000736,0.0,These figures are suppressed as statistically unreliable
E14000742,0.0,These figures are suppressed as statistically unreliable
E14000753,0.0,These figures are suppressed as statistically unreliable
E14000755,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000762,52.2,Normal Value
E14000786,0.0,These figures are suppressed as statistically unreliable
E14000803,53.1,Normal Value
E14000804,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000811,0.0,These figures are suppressed as statistically unreliable
E14000817,0.0,These figures are suppressed as statistically unreliable
E14000821,74.6,Normal Value
E14000822,66.9,Normal Value
E14000824,0.0,These figures are suppressed as statistically unreliable
E14000827,0.0,These figures are suppressed as statistically unreliable
E14000828,0.0,These figures are suppressed as statistically unreliable
E14000830,60.6,Normal Value
E14000844,60.5,Normal Value
E14000852,0.0,These figures are suppressed as statistically unreliable
E14000857,0.0,These figures are suppressed as statistically unreliable
E14000873,0.0,These figures are suppressed as statistically unreliable
E14000874,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000883,73.2,Normal Value
E14000884,60.1,Normal Value
E14000889,54.4,Normal Value
E14000890,0.0,These figures are suppressed as statistically unreliable
E14000893,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000898,0.0,These figures are suppressed as statistically unreliable
E14000901,0.0,These figures are suppressed as statistically unreliable
E14000907,0.0,These figures are suppressed as statistically unreliable
E14000918,0.0,These figures are suppressed as statistically unreliable
E14000927,0.0,These figures are suppressed as statistically unreliable
E14000930,0.0,These figures are suppressed as statistically unreliable
E14000948,0.0,These figures are suppressed as statistically unreliable
E14000953,0.0,These figures are suppressed as statistically unreliable
E14000955,48.7,Normal Value
E14000956,58.9,Normal Value
E14000959,66.4,Normal Value
E14000983,0.0,These figures are suppressed as statistically unreliable
E14000997,0.0,These figures are suppressed as statistically unreliable
E14001004,68.0,Normal Value
E14001015,0.0,These figures are suppressed as statistically unreliable
E14001023,0.0,These figures are suppressed as statistically unreliable
E14001041,0.0,These figures are suppressed as statistically unreliable
E14001042,59.3,Normal Value
E14001046,0.0,These figures are suppressed as statistically unreliable
E14001047,62.1,Normal Value
E14001048,49.8,Normal Value
E14001055,0.0,These figures are suppressed as statistically unreliable
E14001056,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000547,0.0,These figures are suppressed as statistically unreliable
E14000584,51.2,Normal Value
E14000585,73.5,Normal Value
E14000595,0.0,These figures are suppressed as statistically unreliable
E14000599,0.0,These figures are suppressed as statistically unreliable
E14000600,48.4,Normal Value
E14000601,67.8,Normal Value
E14000602,54.1,Normal Value
E14000616,0.0,These figures are suppressed as statistically unreliable
E14000623,0.0,These figures are suppressed as statistically unreliable
E14000630,0.0,These figures are suppressed as statistically unreliable
E14000635,0.0,These figures are suppressed as statistically unreliable
E14000638,0.0,These figures are suppressed as statistically unreliable
E14000665,0.0,These figures are suppressed as statistically unreliable
E14000678,0.0,These figures are suppressed as statistically unreliable
E14000698,0.0,These figures are suppressed as statistically unreliable
E14000702,69.6,Normal Value
E14000705,0.0,These figures are suppressed as statistically unreliable
E14000712,62.4,Normal Value
E14000774,75.3,Normal Value
E14000815,88.8,Normal Value
E14000835,78.2,Normal Value
E14000837,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000838,0.0,These figures are suppressed as statistically unreliable
E14000839,58.4,Normal Value
E14000846,50.3,Normal Value
E14000850,70.1,Normal Value
E14000851,43.1,Normal Value
E14000860,55.3,Normal Value
E14000879,59.6,Normal Value
E14000880,0.0,These figures are suppressed as statistically unreliable
E14000881,51.0,Normal Value
E14000912,66.8,Normal Value
E14000932,91.8,Normal Value
E14000936,0.0,These figures are suppressed as statistically unreliable
E14000938,0.0,These figures are suppressed as statistically unreliable
E14000947,68.9,Normal Value
E14000950,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000954,83.4,Normal Value
E14000961,0.0,These figures are suppressed as statistically unreliable
E14000964,0.0,These figures are suppressed as statistically unreliable
E14000980,83.0,Normal Value
E14000988,0.0,These figures are suppressed as statistically unreliable
E14000990,72.5,Normal Value
E14000991,0.0,These figures are suppressed as statistically unreliable
E14000994,0.0,These figures are suppressed as statistically unreliable
E14000996,68.2,Normal Value
E14000999,73.5,Normal Value
E14001000,0.0,These figures are suppressed as statistically unreliable
E14001001,48.6,Normal Value
E14001003,0.0,These figures are suppressed as statistically unreliable
E14001026,0.0,These figures are suppressed as statistically unreliable
E14001031,0.0,These figures are suppressed as statistically unreliable
E14001038,68.3,Normal Value
E14001060,0.0,These figures are suppressed as statistically unreliable
W07000041,58.5,Normal Value
W07000042,56.6,Normal Value
W07000043,0.0,These figures are suppressed as statistically unreliable
W07000044,52.9,Normal Value
W07000045,55.1,Normal Value
W07000046,78.2,Normal Value
W07000047,45.0,Normal Value
W07000048,61.9,Normal Value
W07000049,55.0,Normal Value
W07000050,0.0,These figures are suppressed as statistically unreliable
W07000051,0.0,These figures are suppressed as statistically unreliable
W07000052,0.0,These figures are suppressed as statistically unreliable
W07000053,69.1,Normal Value
W07000054,61.1,Normal Value
W07000055,55.6,Normal Value
W07000056,53.9,Normal Value
W07000057,49.2,Normal Value
W07000058,57.3,Normal Value
W07000059,66.1,Normal Value
W07000060,69.8,Normal Value
W07000061,81.9,Normal Value
W07000062,0.0,These figures are suppressed as statistically unreliable
W07000063,62.1,Normal Value
W07000064,69.9,Normal Value
W07000065,53.9,Normal Value
W07000066,59.5,Normal Value
W07000067,51.7,Normal Value
W07000068,0.0,These figures are suppressed as statistically unreliable
W07000069,84.0,Normal Value
W07000070,0.0,These figures are suppressed as statistically unreliable
W07000071,49.8,Normal Value
W07000072,56.3,Normal Value
W07000073,48.4,Normal Value
W07000074,65.2,Normal Value
W07000075,49.2,Normal Value
W07000076,55.5,Normal Value
W07000077,57.7,Normal Value
W07000078,50.7,Normal Value
W07000079,0.0,These figures are suppressed as statistically unreliable
W07000080,66.8,Normal Value
S14000001,0.0,These figures are suppressed as statistically unreliable
S14000002,0.0,These figures are suppressed as statistically unreliable
S14000003,0.0,These figures are suppressed as statistically unreliable
S14000004,60.2,Normal Value
S14000005,52.1,Normal Value
S14000006,55.2,Normal Value
S14000007,0.0,These figures are suppressed as statistically unreliable
S14000008,55.5,Normal Value
S14000009,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000010,61.7,Normal Value
S14000011,0.0,These figures are suppressed as statistically unreliable
S14000012,0.0,These figures are suppressed as statistically unreliable
S14000013,0.0,These figures are suppressed as statistically unreliable
S14000014,57.7,Normal Value
S14000015,58.7,Normal Value
S14000016,44.3,Normal Value
S14000017,68.2,Normal Value
S14000018,59.3,Normal Value
S14000019,67.3,Normal Value
S14000020,50.2,Normal Value
S14000021,51.6,Normal Value
S14000022,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000023,0.0,These figures are suppressed as statistically unreliable
S14000024,0.0,These figures are suppressed as statistically unreliable
S14000025,0.0,These figures are suppressed as statistically unreliable
