geography_code,date,date_name,value,notes
E14000531,2023-06-01,Jul 2022-Jun 2023,22.8,Normal Value
E14000532,2021-09-01,Oct 2020-Sep 2021,20.9,Normal Value
E14000533,2022-06-01,Jul 2021-Jun 2022,17.7,Normal Value
E14000536,2021-12-01,Jan 2021-Dec 2021,25.5,Normal Value
E14000537,2023-09-01,Oct 2022-Sep 2023,19.2,Normal Value
E14000541,2021-09-01,Oct 2020-Sep 2021,16.3,Normal Value
E14000542,2023-09-01,Oct 2022-Sep 2023,23.1,Normal Value
E14000545,2021-09-01,Oct 2020-Sep 2021,24.1,Normal Value
E14000552,2021-09-01,Oct 2020-Sep 2021,43.8,Normal Value
E14000553,2021-12-01,Jan 2021-Dec 2021,60.9,Normal Value
E14000554,2021-09-01,Oct 2020-Sep 2021,29.3,Normal Value
E14000556,2022-12-01,Jan 2022-Dec 2022,16.4,Normal Value
E14000557,2021-09-01,Oct 2020-Sep 2021,44.0,Normal Value
E14000558,2022-03-01,Apr 2021-Mar 2022,36.8,Normal Value
E14000559,2022-06-01,Jul 2021-Jun 2022,34.2,Normal Value
E14000561,2023-03-01,Apr 2022-Mar 2023,73.4,Normal Value
E14000562,2023-09-01,Oct 2022-Sep 2023,48.0,Normal Value
E14000563,2022-12-01,Jan 2022-Dec 2022,47.9,Normal Value
E14000564,2023-06-01,Jul 2022-Jun 2023,29.4,Normal Value
E14000566,2023-06-01,Jul 2022-Jun 2023,19.6,Normal Value
E14000567,2022-09-01,Oct 2021-Sep 2022,13.9,Normal Value
E14000568,2023-03-01,Apr 2022-Mar 2023,19.4,Normal Value
E14000569,2023-06-01,Jul 2022-Jun 2023,26.4,Normal Value
E14000570,2022-06-01,Jul 2021-Jun 2022,12.7,Normal Value
E14000572,2023-06-01,Jul 2022-Jun 2023,24.2,Normal Value
E14000573,2023-06-01,Jul 2022-Jun 2023,11.8,Normal Value
E14000574,2022-03-01,Apr 2021-Mar 2022,17.2,Normal Value
E14000575,2022-12-01,Jan 2022-Dec 2022,28.4,Normal Value
E14000579,2022-03-01,Apr 2021-Mar 2022,30.8,Normal Value
E14000581,2022-12-01,Jan 2022-Dec 2022,18.2,Normal Value
E14000582,2022-06-01,Jul 2021-Jun 2022,47.2,Normal Value
E14000584,2023-09-01,Oct 2022-Sep 2023,13.6,Normal Value
E14000585,2023-09-01,Oct 2022-Sep 2023,30.5,Normal Value
E14000586,2023-09-01,Oct 2022-Sep 2023,19.6,Normal Value
E14000589,2023-09-01,Oct 2022-Sep 2023,59.8,Normal Value
E14000592,2022-03-01,Apr 2021-Mar 2022,27.6,Normal Value
E14000597,2022-09-01,Oct 2021-Sep 2022,32.0,Normal Value
E14000598,2023-03-01,Apr 2022-Mar 2023,17.5,Normal Value
E14000600,2021-12-01,Jan 2021-Dec 2021,30.2,Normal Value
E14000601,2023-06-01,Jul 2022-Jun 2023,25.8,Normal Value
E14000602,2021-09-01,Oct 2020-Sep 2021,17.0,Normal Value
E14000605,2022-09-01,Oct 2021-Sep 2022,28.5,Normal Value
E14000606,2021-12-01,Jan 2021-Dec 2021,37.5,Normal Value
E14000607,2021-09-01,Oct 2020-Sep 2021,18.8,Normal Value
E14000612,2022-09-01,Oct 2021-Sep 2022,18.0,Normal Value
E14000613,2023-09-01,Oct 2022-Sep 2023,19.6,Normal Value
E14000617,2023-06-01,Jul 2022-Jun 2023,29.9,Normal Value
E14000621,2023-06-01,Jul 2022-Jun 2023,30.8,Normal Value
E14000622,2022-09-01,Oct 2021-Sep 2022,22.5,Normal Value
E14000624,2021-12-01,Jan 2021-Dec 2021,21.9,Normal Value
E14000625,2021-09-01,Oct 2020-Sep 2021,31.0,Normal Value
E14000632,2021-09-01,Oct 2020-Sep 2021,24.7,Normal Value
E14000634,2021-12-01,Jan 2021-Dec 2021,30.7,Normal Value
E14000636,2022-03-01,Apr 2021-Mar 2022,30.7,Normal Value
E14000638,2023-03-01,Apr 2022-Mar 2023,32.4,Normal Value
E14000639,2022-06-01,Jul 2021-Jun 2022,32.2,Normal Value
E14000641,2022-03-01,Apr 2021-Mar 2022,22.5,Normal Value
E14000645,2022-03-01,Apr 2021-Mar 2022,17.1,Normal Value
E14000646,2021-09-01,Oct 2020-Sep 2021,37.3,Normal Value
E14000649,2022-09-01,Oct 2021-Sep 2022,14.4,Normal Value
E14000650,2022-06-01,Jul 2021-Jun 2022,21.2,Normal Value
E14000651,2023-09-01,Oct 2022-Sep 2023,24.2,Normal Value
E14000654,2023-09-01,Oct 2022-Sep 2023,40.3,Normal Value
E14000656,2023-03-01,Apr 2022-Mar 2023,46.6,Normal Value
E14000658,2022-09-01,Oct 2021-Sep 2022,3.6,Normal Value
E14000661,2022-03-01,Apr 2021-Mar 2022,13.8,Normal Value
E14000662,2023-09-01,Oct 2022-Sep 2023,17.0,Normal Value
E14000663,2021-09-01,Oct 2020-Sep 2021,20.6,Normal Value
E14000667,2021-09-01,Oct 2020-Sep 2021,22.7,Normal Value
E14000668,2022-06-01,Jul 2021-Jun 2022,19.8,Normal Value
E14000669,2023-09-01,Oct 2022-Sep 2023,34.4,Normal Value
E14000682,2021-09-01,Oct 2020-Sep 2021,27.7,Normal Value
E14000689,2022-06-01,Jul 2021-Jun 2022,26.8,Normal Value
E14000692,2021-12-01,Jan 2021-Dec 2021,22.0,Normal Value
E14000697,2021-09-01,Oct 2020-Sep 2021,33.7,Normal Value
E14000701,2022-06-01,Jul 2021-Jun 2022,45.3,Normal Value
E14000708,2021-12-01,Jan 2021-Dec 2021,26.9,Normal Value
E14000709,2023-09-01,Oct 2022-Sep 2023,16.1,Normal Value
E14000710,2021-12-01,Jan 2021-Dec 2021,30.6,Normal Value
E14000711,2023-09-01,Oct 2022-Sep 2023,35.9,Normal Value
E14000717,2023-09-01,Oct 2022-Sep 2023,27.5,Normal Value
E14000718,2022-06-01,Jul 2021-Jun 2022,34.7,Normal Value
E14000724,2022-06-01,Jul 2021-Jun 2022,17.9,Normal Value
E14000725,2021-12-01,Jan 2021-Dec 2021,12.3,Normal Value
E14000728,2023-06-01,Jul 2022-Jun 2023,21.2,Normal Value
E14000729,2023-09-01,Oct 2022-Sep 2023,34.6,Normal Value
E14000731,2022-09-01,Oct 2021-Sep 2022,59.4,Normal Value
E14000732,2023-09-01,Oct 2022-Sep 2023,52.2,Normal Value
E14000733,2022-12-01,Jan 2022-Dec 2022,11.8,Normal Value
E14000734,2021-09-01,Oct 2020-Sep 2021,42.6,Normal Value
E14000737,2022-06-01,Jul 2021-Jun 2022,22.2,Normal Value
E14000738,2023-09-01,Oct 2022-Sep 2023,44.8,Normal Value
E14000740,2022-03-01,Apr 2021-Mar 2022,17.1,Normal Value
E14000741,2022-09-01,Oct 2021-Sep 2022,27.4,Normal Value
E14000747,2021-12-01,Jan 2021-Dec 2021,12.0,Normal Value
E14000755,2022-06-01,Jul 2021-Jun 2022,21.5,Normal Value
E14000759,2022-03-01,Apr 2021-Mar 2022,34.6,Normal Value
E14000762,2023-06-01,Jul 2022-Jun 2023,17.8,Normal Value
E14000763,2021-12-01,Jan 2021-Dec 2021,30.7,Normal Value
E14000764,2023-06-01,Jul 2022-Jun 2023,31.8,Normal Value
E14000765,2023-09-01,Oct 2022-Sep 2023,18.4,Normal Value
E14000770,2022-03-01,Apr 2021-Mar 2022,21.8,Normal Value
E14000772,2023-06-01,Jul 2022-Jun 2023,27.4,Normal Value
E14000775,2021-12-01,Jan 2021-Dec 2021,15.3,Normal Value
E14000782,2023-06-01,Jul 2022-Jun 2023,39.2,Normal Value
E14000783,2022-09-01,Oct 2021-Sep 2022,12.8,Normal Value
E14000784,2023-09-01,Oct 2022-Sep 2023,41.2,Normal Value
E14000785,2022-09-01,Oct 2021-Sep 2022,23.3,Normal Value
E14000786,2021-09-01,Oct 2020-Sep 2021,26.1,Normal Value
E14000787,2023-06-01,Jul 2022-Jun 2023,41.9,Normal Value
E14000788,2022-03-01,Apr 2021-Mar 2022,54.9,Normal Value
E14000793,2023-03-01,Apr 2022-Mar 2023,25.2,Normal Value
E14000798,2022-03-01,Apr 2021-Mar 2022,28.4,Normal Value
E14000800,2023-09-01,Oct 2022-Sep 2023,19.5,Normal Value
E14000801,2022-06-01,Jul 2021-Jun 2022,12.5,Normal Value
E14000803,2023-06-01,Jul 2022-Jun 2023,7.5,Normal Value
E14000807,2023-03-01,Apr 2022-Mar 2023,31.3,Normal Value
E14000808,2022-12-01,Jan 2022-Dec 2022,42.6,Normal Value
E14000811,2022-03-01,Apr 2021-Mar 2022,15.1,Normal Value
E14000812,2023-03-01,Apr 2022-Mar 2023,13.8,Normal Value
E14000815,2023-09-01,Oct 2022-Sep 2023,29.1,Normal Value
E14000816,2022-06-01,Jul 2021-Jun 2022,20.7,Normal Value
E14000819,2022-03-01,Apr 2021-Mar 2022,14.4,Normal Value
E14000820,2022-06-01,Jul 2021-Jun 2022,15.6,Normal Value
E14000822,2023-03-01,Apr 2022-Mar 2023,11.9,Normal Value
E14000828,2022-03-01,Apr 2021-Mar 2022,45.8,Normal Value
E14000830,2022-12-01,Jan 2022-Dec 2022,8.7,Normal Value
E14000832,2023-06-01,Jul 2022-Jun 2023,15.8,Normal Value
E14000836,2022-06-01,Jul 2021-Jun 2022,20.6,Normal Value
E14000841,2023-09-01,Oct 2022-Sep 2023,22.3,Normal Value
E14000844,2023-09-01,Oct 2022-Sep 2023,13.8,Normal Value
E14000845,2023-09-01,Oct 2022-Sep 2023,35.6,Normal Value
E14000846,2021-12-01,Jan 2021-Dec 2021,11.3,Normal Value
E14000847,2023-03-01,Apr 2022-Mar 2023,18.2,Normal Value
E14000850,2023-09-01,Oct 2022-Sep 2023,14.4,Normal Value
E14000851,2023-09-01,Oct 2022-Sep 2023,18.5,Normal Value
E14000853,2023-09-01,Oct 2022-Sep 2023,32.1,Normal Value
E14000855,2022-09-01,Oct 2021-Sep 2022,15.0,Normal Value
E14000861,2022-03-01,Apr 2021-Mar 2022,44.4,Normal Value
E14000862,2021-12-01,Jan 2021-Dec 2021,27.4,Normal Value
E14000863,2021-09-01,Oct 2020-Sep 2021,50.4,Normal Value
E14000866,2021-09-01,Oct 2020-Sep 2021,11.7,Normal Value
E14000867,2021-12-01,Jan 2021-Dec 2021,9.7,Normal Value
E14000870,2021-09-01,Oct 2020-Sep 2021,12.7,Normal Value
E14000874,2023-09-01,Oct 2022-Sep 2023,17.7,Normal Value
E14000876,2023-09-01,Oct 2022-Sep 2023,25.7,Normal Value
E14000878,2023-06-01,Jul 2022-Jun 2023,32.6,Normal Value
E14000881,2022-03-01,Apr 2021-Mar 2022,15.3,Normal Value
E14000882,2022-03-01,Apr 2021-Mar 2022,15.1,Normal Value
E14000883,2022-06-01,Jul 2021-Jun 2022,17.1,Normal Value
E14000884,2022-09-01,Oct 2021-Sep 2022,14.8,Normal Value
E14000890,2022-03-01,Apr 2021-Mar 2022,16.4,Normal Value
E14000891,2023-06-01,Jul 2022-Jun 2023,14.2,Normal Value
E14000897,2022-06-01,Jul 2021-Jun 2022,12.7,Normal Value
E14000898,2023-09-01,Oct 2022-Sep 2023,22.9,Normal Value
E14000899,2023-09-01,Oct 2022-Sep 2023,15.3,Normal Value
E14000902,2023-03-01,Apr 2022-Mar 2023,28.0,Normal Value
E14000903,2022-03-01,Apr 2021-Mar 2022,18.3,Normal Value
E14000909,2021-12-01,Jan 2021-Dec 2021,30.1,Normal Value
E14000911,2023-06-01,Jul 2022-Jun 2023,21.8,Normal Value
E14000912,2021-09-01,Oct 2020-Sep 2021,29.7,Normal Value
E14000913,2022-06-01,Jul 2021-Jun 2022,22.9,Normal Value
E14000919,2022-03-01,Apr 2021-Mar 2022,27.9,Normal Value
E14000921,2021-12-01,Jan 2021-Dec 2021,35.7,Normal Value
E14000926,2023-09-01,Oct 2022-Sep 2023,21.7,Normal Value
E14000927,2021-09-01,Oct 2020-Sep 2021,32.3,Normal Value
E14000930,2023-09-01,Oct 2022-Sep 2023,42.2,Normal Value
E14000931,2023-09-01,Oct 2022-Sep 2023,26.5,Normal Value
E14000933,2023-09-01,Oct 2022-Sep 2023,26.5,Normal Value
E14000934,2022-09-01,Oct 2021-Sep 2022,25.8,Normal Value
E14000935,2023-06-01,Jul 2022-Jun 2023,18.3,Normal Value
E14000937,2022-06-01,Jul 2021-Jun 2022,44.3,Normal Value
E14000938,2022-03-01,Apr 2021-Mar 2022,22.5,Normal Value
E14000940,2022-06-01,Jul 2021-Jun 2022,37.9,Normal Value
E14000943,2022-12-01,Jan 2022-Dec 2022,39.5,Normal Value
E14000944,2023-09-01,Oct 2022-Sep 2023,39.7,Normal Value
E14000947,2022-06-01,Jul 2021-Jun 2022,9.2,Normal Value
E14000948,2022-03-01,Apr 2021-Mar 2022,65.2,Normal Value
E14000950,2021-12-01,Jan 2021-Dec 2021,46.0,Normal Value
E14000956,2023-06-01,Jul 2022-Jun 2023,19.3,Normal Value
E14000957,2021-09-01,Oct 2020-Sep 2021,10.2,Normal Value
E14000961,2021-12-01,Jan 2021-Dec 2021,21.3,Normal Value
E14000962,2023-03-01,Apr 2022-Mar 2023,16.7,Normal Value
E14000963,2023-09-01,Oct 2022-Sep 2023,19.2,Normal Value
E14000969,2023-09-01,Oct 2022-Sep 2023,46.4,Normal Value
